aryne_ID,aryne_energy
aryne_2386,-564.2447
aryne_2387,-527.1648
aryne_2388,
aryne_2389,
aryne_2390,-1149.7614
aryne_2391,-584.0924
aryne_2392,-566.7682
aryne_2393,-507.3182
aryne_2394,-507.2937
aryne_2395,-613.1978
aryne_2396,-598.4729
aryne_2397,-582.4819
aryne_2398,-582.4981
aryne_2399,-1111.2485
aryne_2400,-564.2543
aryne_2401,-416.1481
aryne_2402,-416.1513
aryne_2403,-416.1466
aryne_2404,-560.3015
aryne_2405,-508.8915
aryne_2406,-560.3125
aryne_2407,-489.1121
aryne_2408,-713.2404
aryne_2409,-602.2727
aryne_2410,-864.8999
aryne_2411,-492.8765
aryne_2412,-492.8105
aryne_2413,-1152.0804
aryne_2414,-1152.0946
aryne_2415,-815.8581
aryne_2416,-815.8575
aryne_2417,-815.857
aryne_2418,-925.1792
aryne_2419,-925.1972
aryne_2420,-560.4108
aryne_2421,-843.9401
aryne_2422,-630.3256
aryne_2423,-1249.6431
aryne_2424,-508.8832
aryne_2425,-718.5517
aryne_2426,-828.0187
aryne_2427,-673.5698
aryne_2428,-523.3244
aryne_2429,
aryne_2430,-523.2468
aryne_2431,-473.081
aryne_2432,-473.0149
aryne_2433,-410.0956
aryne_2434,-1111.246
aryne_2435,-560.2864
aryne_2436,-485.2814
aryne_2437,
aryne_2438,-492.7718
aryne_2439,-453.1744
aryne_2440,-453.1104
aryne_2441,-925.2438
aryne_2442,-906.9966
aryne_2443,-618.2653
aryne_2444,-652.6019
aryne_2445,-1434.2126
aryne_2446,-1154.7778
aryne_2447,-618.2947
aryne_2448,-507.3395
aryne_2449,-507.337
aryne_2450,-1039.9203
aryne_2451,
aryne_2452,-598.4719
aryne_2453,-882.1676
aryne_2454,-618.1874
aryne_2455,-831.7592
aryne_2456,-978.2503
aryne_2457,-811.9102
aryne_2458,-657.6519
aryne_2459,-1245.9086
aryne_2460,-997.986
aryne_2461,-880.8464
aryne_2462,-995.4556
aryne_2463,-789.4092
aryne_2464,-793.7334
aryne_2465,-831.773
aryne_2466,-1036.2399
aryne_2467,-677.4005
aryne_2468,-508.8377
aryne_2469,-919.0611
aryne_2470,-469.1768
aryne_2471,
aryne_2472,-834.0624
aryne_2473,-834.0463
aryne_2474,-834.0427
aryne_2475,-622.1049
aryne_2476,-469.2736
aryne_2477,-929.0039
aryne_2478,-929.026
aryne_2479,
aryne_2480,
aryne_2481,-606.0776
aryne_2482,
aryne_2483,-978.2601
aryne_2484,-718.5441
aryne_2485,
aryne_2486,-482.4823
aryne_2487,-523.2694
aryne_2488,-655.3575
aryne_2489,-900.4131
aryne_2490,-834.0701
aryne_2491,-834.0499
aryne_2492,-834.0501
aryne_2493,-655.2215
aryne_2494,-788.2829
aryne_2495,-473.0712
aryne_2496,-472.9802
aryne_2497,-597.2275
aryne_2498,-410.0763
aryne_2499,-865.9978
aryne_2500,-945.0744
aryne_2501,
aryne_2502,-489.0589
aryne_2503,-622.1527
aryne_2504,-882.0139
aryne_2505,
aryne_2506,-613.2152
aryne_2507,
aryne_2508,
aryne_2509,
aryne_2510,-524.8507
aryne_2511,
aryne_2512,-1205.0879
aryne_2513,-622.1671
aryne_2514,-622.1744
aryne_2515,
aryne_2516,-940.0768
aryne_2517,-677.398
aryne_2518,-473.0102
aryne_2519,-472.9432
aryne_2520,-507.3387
aryne_2521,-795.9923
aryne_2522,-795.9577
aryne_2523,-900.4068
aryne_2524,-521.0534
aryne_2525,-618.2603
aryne_2526,-208.5275
aryne_2527,-1016.3732
aryne_2528,-811.9674
aryne_2529,-882.0135
aryne_2530,-1283.9435
aryne_2531,
aryne_2532,-448.143
aryne_2533,
aryne_2534,
aryne_2535,-673.5336
aryne_2536,-803.1516
aryne_2537,-473.077
aryne_2538,-580.2046
aryne_2539,-1034.9317
aryne_2540,-926.8549
aryne_2541,
aryne_2542,-582.4246
aryne_2543,-491.3032
aryne_2544,-491.3085
aryne_2545,-925.2566
aryne_2546,-925.2541
aryne_2547,-941.1834
aryne_2548,-1016.3207
aryne_2549,-1357.9198
aryne_2550,-584.9627
aryne_2551,-904.2228
aryne_2552,
aryne_2553,-507.3185
aryne_2554,-505.0535
aryne_2555,-811.9817
aryne_2556,-394.1286
aryne_2557,-945.0174
aryne_2558,-618.1935
aryne_2559,-922.9146
aryne_2560,-916.3821
aryne_2561,-507.3044
aryne_2562,-922.9441
aryne_2563,
aryne_2564,-961.0387
aryne_2565,-576.2667
aryne_2566,-598.4666
aryne_2567,-598.4971
aryne_2568,-521.0182
aryne_2569,-906.9266
aryne_2570,-936.1731
aryne_2571,-713.2901
aryne_2572,-1016.3679
aryne_2573,-593.4121
aryne_2574,
aryne_2575,
aryne_2576,-597.2214
aryne_2577,-504.9693
aryne_2578,-1020.1816
aryne_2579,-1016.3342
aryne_2580,-598.4326
aryne_2581,
aryne_2582,-618.1894
aryne_2583,-709.2739
aryne_2584,-580.2361
aryne_2585,-485.1419
aryne_2586,-660.2112
aryne_2587,-501.1946
aryne_2588,-602.2955
aryne_2589,-485.2008
aryne_2590,-482.5217
aryne_2591,-564.2087
aryne_2592,-560.4408
aryne_2593,-602.2456
aryne_2594,-815.7608
aryne_2595,
aryne_2596,-675.0981
aryne_2597,-359.7637
aryne_2598,-359.755
aryne_2599,-903.1235
aryne_2600,-602.3121
aryne_2601,-602.2915
aryne_2602,-469.1999
aryne_2603,-752.8407
aryne_2604,-909.2047
aryne_2605,-909.2222
aryne_2606,
aryne_2607,-1267.9337
aryne_2608,-394.0924
aryne_2609,-544.355
aryne_2610,-544.3718
aryne_2611,-1168.07
aryne_2612,-602.2419
aryne_2613,-518.2203
aryne_2614,-598.4517
aryne_2615,-544.3201
aryne_2616,-485.1562
aryne_2617,-598.4599
aryne_2618,-482.4468
aryne_2619,-593.4465
aryne_2620,
aryne_2621,
aryne_2622,-961.0161
aryne_2623,-410.0589
aryne_2624,-978.2628
aryne_2625,-793.2352
aryne_2626,-602.3178
aryne_2627,-1343.1582
aryne_2628,-960.9894
aryne_2629,-618.2999
aryne_2630,-498.4376
aryne_2631,-847.8246
aryne_2632,-825.3155
aryne_2633,-471.4361
aryne_2634,-471.4313
aryne_2635,-448.1394
aryne_2636,-562.9827
aryne_2637,-601.0488
aryne_2638,-812.0005
aryne_2639,-945.0453
aryne_2640,-1343.0985
aryne_2641,-394.0827
aryne_2642,-394.0117
aryne_2643,-693.2812
aryne_2644,-448.0971
aryne_2645,-224.5302
aryne_2646,-697.2161
aryne_2647,
aryne_2648,-504.965
aryne_2649,-598.3448
aryne_2650,-866.0456
aryne_2651,-1016.2856
aryne_2652,
aryne_2653,-582.4605
aryne_2654,-482.5241
aryne_2655,-614.3075
aryne_2656,-602.3159
aryne_2657,
aryne_2658,-381.8838
aryne_2659,
aryne_2660,-827.9915
aryne_2661,-598.3591
aryne_2662,-850.0734
aryne_2663,-850.0709
aryne_2664,-1116.1247
aryne_2665,-848.9674
aryne_2666,-720.8559
aryne_2667,-720.8583
aryne_2668,-720.858
aryne_2669,-1229.8244
aryne_2670,-378.0903
aryne_2671,-378.0994
aryne_2672,-378.042
aryne_2673,-709.2832
aryne_2674,-447.1096
aryne_2675,-525.9557
aryne_2676,-469.1742
aryne_2677,-847.7867
aryne_2678,-485.2463
aryne_2679,-394.0951
aryne_2680,-925.2569
aryne_2681,-1016.2998
aryne_2682,-677.4362
aryne_2683,-469.2502
aryne_2684,-601.0594
aryne_2685,-601.0295
aryne_2686,-811.9686
aryne_2687,-355.9421
aryne_2688,-461.4326
aryne_2689,-461.4363
aryne_2690,
aryne_2691,-812.01
aryne_2692,-373.5997
aryne_2693,-1000.3956
aryne_2694,-907.0023
aryne_2695,-618.1937
aryne_2696,-488.9189
aryne_2697,-469.1393
aryne_2698,-469.1781
aryne_2699,-941.2011
aryne_2700,-617.06
aryne_2701,-811.9575
aryne_2702,-904.2229
aryne_2703,
aryne_2704,-847.7942
aryne_2705,-614.3265
aryne_2706,-622.1421
aryne_2707,-812.01
aryne_2708,-926.7654
aryne_2709,-676.2107
aryne_2710,-1152.0415
aryne_2711,-614.3996
aryne_2712,-945.074
aryne_2713,-945.0733
aryne_2714,-945.0023
aryne_2715,-887.1392
aryne_2716,-491.3113
aryne_2717,-491.3033
aryne_2718,-491.3051
aryne_2719,-618.2621
aryne_2720,-580.1645
aryne_2721,-829.0647
aryne_2722,-829.0643
aryne_2723,
aryne_2724,-922.9738
aryne_2725,-698.2243
aryne_2726,-1362.9586
aryne_2727,-524.817
aryne_2728,-827.9543
aryne_2729,-505.0547
aryne_2730,-828.0121
aryne_2731,-1136.4579
aryne_2732,-1168.0165
aryne_2733,-508.8737
aryne_2734,-827.9308
aryne_2735,-1020.2406
aryne_2736,-828.0161
aryne_2737,-909.2284
aryne_2738,-909.1877
aryne_2739,-394.0946
aryne_2740,-394.1029
aryne_2741,-1032.2675
aryne_2742,
aryne_2743,-489.0364
aryne_2744,-903.1405
aryne_2745,-812.041
aryne_2746,-523.2559
aryne_2747,-941.1499
aryne_2748,-543.0984
aryne_2749,-622.1829
aryne_2750,-1020.1321
aryne_2751,-523.2618
aryne_2752,-599.9708
aryne_2753,-1251.962
aryne_2754,-394.0889
aryne_2755,-827.952
aryne_2756,-632.9973
aryne_2757,-469.2035
aryne_2758,
aryne_2759,-925.1598
aryne_2760,-488.948
aryne_2761,-941.2125
aryne_2762,-581.2524
aryne_2763,
aryne_2764,-582.4573
aryne_2765,-488.9649
aryne_2766,-602.1831
aryne_2767,-602.1446
aryne_2768,-618.2548
aryne_2769,
aryne_2770,-394.0114
aryne_2771,-660.1561
aryne_2772,
aryne_2773,-410.0504
aryne_2774,
aryne_2775,
aryne_2776,-1247.0075
aryne_2777,
aryne_2778,-618.1996
aryne_2779,
aryne_2780,-523.3073
aryne_2781,-1359.1564
aryne_2782,
aryne_2783,-560.3196
aryne_2784,
aryne_2785,-582.4642
aryne_2786,-1138.7026
aryne_2787,-813.1143
aryne_2788,-813.0802
aryne_2789,-464.2088
aryne_2790,-489.0019
aryne_2791,-736.8254
aryne_2792,-736.8051
aryne_2793,-469.111
aryne_2794,-523.2691
aryne_2795,-394.0937
aryne_2796,
aryne_2797,-720.8366
aryne_2798,-560.3878
aryne_2799,-638.0522
aryne_2800,-1000.3797
aryne_2801,-826.7663
aryne_2802,
aryne_2803,-598.4477
aryne_2804,-941.2
aryne_2805,-507.2817
aryne_2806,-1040.0116
aryne_2807,-868.7784
aryne_2808,-811.9782
aryne_2809,-887.0994
aryne_2810,-560.3367
aryne_2811,-852.7558
aryne_2812,-852.7971
aryne_2813,-606.116
aryne_2814,-1016.2727
aryne_2815,-492.7915
aryne_2816,-582.4512
aryne_2817,-713.239
aryne_2818,-1129.8942
aryne_2819,-560.2669
aryne_2820,
aryne_2821,
aryne_2822,
aryne_2823,-1000.3522
aryne_2824,-906.9421
aryne_2825,-845.1523
aryne_2826,-925.1969
aryne_2827,-391.7459
aryne_2828,-1246.9976
aryne_2829,
aryne_2830,-941.1883
aryne_2831,-698.7237
aryne_2832,
aryne_2833,
aryne_2834,-831.8201
aryne_2835,-1572.6426
aryne_2836,
aryne_2837,-618.2431
aryne_2838,-1171.8815
aryne_2839,
aryne_2840,
aryne_2841,-1016.287
aryne_2842,
aryne_2843,
aryne_2844,-586.3097
aryne_2845,-586.3082
aryne_2846,-1000.3901
aryne_2847,-597.2515
aryne_2848,-524.8186
aryne_2849,-679.9601
aryne_2850,-941.1792
aryne_2851,-504.9857
aryne_2852,-582.4519
aryne_2853,-829.0905
aryne_2854,
aryne_2855,-1057.508
aryne_2856,-1343.1039
aryne_2857,-584.0754
aryne_2858,-1036.1971
aryne_2859,-586.2859
aryne_2860,-586.279
aryne_2861,-925.1935
aryne_2862,-677.4917
aryne_2863,-426.073
aryne_2864,
aryne_2865,-841.2741
aryne_2866,-1191.7043
aryne_2867,-466.8653
aryne_2868,
aryne_2869,-586.2039
aryne_2870,-586.2038
aryne_2871,-618.2853
aryne_2872,-489.0181
aryne_2873,-560.3877
aryne_2874,-903.1814
aryne_2875,-925.1674
aryne_2876,
aryne_2877,
aryne_2878,-1170.7819
aryne_2879,-507.2909
aryne_2880,-507.2752
aryne_2881,-831.7375
aryne_2882,-673.5295
aryne_2883,-1434.2365
aryne_2884,-945.0726
aryne_2885,-527.105
aryne_2886,-527.1139
aryne_2887,-944.9933
aryne_2888,
aryne_2889,-906.9191
aryne_2890,-598.5228
aryne_2891,-520.9768
aryne_2892,-523.3003
aryne_2893,-693.4164
aryne_2894,-299.7405
aryne_2895,-941.224
aryne_2896,-520.9572
aryne_2897,-580.1116
aryne_2898,-555.2222
aryne_2899,-246.6593
aryne_2900,-246.6553
aryne_2901,-887.168
aryne_2902,-866.0612
aryne_2903,
aryne_2904,
aryne_2905,-1091.4159
aryne_2906,-1132.6826
aryne_2907,-582.4419
aryne_2908,
aryne_2909,-522.0761
aryne_2910,-847.847
aryne_2911,-618.2333
aryne_2912,-507.2711
aryne_2913,-507.2684
aryne_2914,-507.2634
aryne_2915,-843.9832
aryne_2916,-527.1104
aryne_2917,-527.1114
aryne_2918,-673.6784
aryne_2919,-680.5696
aryne_2920,-564.1511
aryne_2921,-564.1633
aryne_2922,-696.5402
aryne_2923,-585.0109
aryne_2924,-844.0073
aryne_2925,-811.9547
aryne_2926,-887.1122
aryne_2927,-925.2055
aryne_2928,-806.9436
aryne_2929,-697.1081
aryne_2930,-925.1541
aryne_2931,-391.7271
aryne_2932,-1510.8543
aryne_2933,
aryne_2934,-1000.2804
aryne_2935,-1187.8945
aryne_2936,
aryne_2937,-452.5919
aryne_2938,-371.9508
aryne_2939,-866.0398
aryne_2940,-598.4336
aryne_2941,-1020.2057
aryne_2942,-485.1991
aryne_2943,-866.0529
aryne_2944,
aryne_2945,-925.207
aryne_2946,-426.0798
aryne_2947,-768.4777
aryne_2948,-807.0044
aryne_2949,-506.0766
aryne_2950,
aryne_2951,-445.881
aryne_2952,-507.2932
aryne_2953,-482.4484
aryne_2954,-697.2986
aryne_2955,-812.0038
aryne_2956,-371.9049
aryne_2957,-453.2416
aryne_2958,-453.2193
aryne_2959,-491.3089
aryne_2960,-491.3169
aryne_2961,-491.3165
aryne_2962,-580.1106
aryne_2963,-861.0754
aryne_2964,-355.9557
aryne_2965,-887.1956
aryne_2966,-847.8395
aryne_2967,
aryne_2968,-262.6806
aryne_2969,-834.0439
aryne_2970,-834.0434
aryne_2971,-834.0406
aryne_2972,
aryne_2973,-884.4554
aryne_2974,-957.161
aryne_2975,-618.2674
aryne_2976,-582.4818
aryne_2977,-582.4691
aryne_2978,-359.7724
aryne_2979,-359.756
aryne_2980,
aryne_2981,-748.6737
aryne_2982,-618.2241
aryne_2983,
aryne_2984,-1016.4128
aryne_2985,-923.0096
aryne_2986,-736.8302
aryne_2987,-736.8418
aryne_2988,-538.0306
aryne_2989,
aryne_2990,-960.9974
aryne_2991,-543.1243
aryne_2992,-543.131
aryne_2993,-507.2411
aryne_2994,-507.2127
aryne_2995,-618.2631
aryne_2996,-577.4262
aryne_2997,-429.9306
aryne_2998,-566.4209
aryne_2999,-566.4228
aryne_3000,
aryne_3001,-471.7805
aryne_3002,-827.9337
aryne_3003,-928.9804
aryne_3004,-928.961
aryne_3005,-394.0043
aryne_3006,
aryne_3007,-547.5892
aryne_3008,-547.5961
aryne_3009,-547.5967
aryne_3010,-903.0655
aryne_3011,
aryne_3012,-520.9997
aryne_3013,-861.0128
aryne_3014,-634.1904
aryne_3015,-523.3087
aryne_3016,-489.0732
aryne_3017,-718.5498
aryne_3018,-825.3156
aryne_3019,-1036.1027
aryne_3020,-491.2442
aryne_3021,-491.2451
aryne_3022,-697.2743
aryne_3023,-811.9943
aryne_3024,-926.7614
aryne_3025,
aryne_3026,-850.0528
aryne_3027,-466.5123
aryne_3028,-1263.0349
aryne_3029,-1170.7677
aryne_3030,-375.7673
aryne_3031,-585.036
aryne_3032,-585.0339
aryne_3033,
aryne_3034,-564.2758
aryne_3035,-577.3973
aryne_3036,-1016.2933
aryne_3037,-1000.366
aryne_3038,-618.2704
aryne_3039,-925.2429
aryne_3040,-488.9913
aryne_3041,
aryne_3042,-523.2869
aryne_3043,-523.2879
aryne_3044,-638.1498
aryne_3045,-1020.2329
aryne_3046,-469.2228
aryne_3047,-507.2904
aryne_3048,-618.2225
aryne_3049,-850.0365
aryne_3050,-1020.1816
aryne_3051,-936.2117
aryne_3052,-491.2998
aryne_3053,-847.8316
aryne_3054,-410.1105
aryne_3055,-957.1847
aryne_3056,-537.5714
aryne_3057,-537.5782
aryne_3058,
aryne_3059,
aryne_3060,-453.2294
aryne_3061,-560.3445
aryne_3062,-900.4482
aryne_3063,-448.1137
aryne_3064,-861.0401
aryne_3065,-828.0073
aryne_3066,-1154.7822
aryne_3067,
aryne_3068,-827.9563
aryne_3069,
aryne_3070,-773.8752
aryne_3071,-580.1477
aryne_3072,
aryne_3073,-564.1616
aryne_3074,
aryne_3075,
aryne_3076,-488.9711
aryne_3077,-919.0189
aryne_3078,-393.9936
aryne_3079,-410.1043
aryne_3080,-505.0496
aryne_3081,-1478.83
aryne_3082,-1478.8452
aryne_3083,-486.7702
aryne_3084,-1111.3375
aryne_3085,-941.2123
aryne_3086,-713.1615
aryne_3087,
aryne_3088,-815.7345
aryne_3089,-475.2783
aryne_3090,-475.2753
aryne_3091,
aryne_3092,-605.9924
aryne_3093,
aryne_3094,
aryne_3095,-793.2149
aryne_3096,-429.8593
aryne_3097,-693.3134
aryne_3098,-827.9844
aryne_3099,-485.209
aryne_3100,-925.2456
aryne_3101,
aryne_3102,-527.1322
aryne_3103,-714.7165
aryne_3104,-793.6446
aryne_3105,-827.9286
aryne_3106,-502.2636
aryne_3107,-469.2345
aryne_3108,-1262.9784
aryne_3109,-602.2636
aryne_3110,-447.102
aryne_3111,-475.3036
aryne_3112,-475.294
aryne_3113,-475.2929
aryne_3114,-475.2977
aryne_3115,-906.9918
aryne_3116,-831.8177
aryne_3117,-580.2672
aryne_3118,-660.1144
aryne_3119,-544.389
aryne_3120,-831.7709
aryne_3121,-813.1452
aryne_3122,-813.1193
aryne_3123,-925.171
aryne_3124,
aryne_3125,-1020.242
aryne_3126,
aryne_3127,-796.0085
aryne_3128,-795.9695
aryne_3129,-957.1812
aryne_3130,-482.4543
aryne_3131,-903.1604
aryne_3132,-582.4168
aryne_3133,
aryne_3134,-598.4478
aryne_3135,-677.4728
aryne_3136,-371.9757
aryne_3137,-1041.5151
aryne_3138,-475.2876
aryne_3139,-475.3001
aryne_3140,-475.2974
aryne_3141,-475.295
aryne_3142,-906.9621
aryne_3143,
aryne_3144,-518.2322
aryne_3145,-466.4481
aryne_3146,-466.4807
aryne_3147,-505.0667
aryne_3148,-416.1461
aryne_3149,-812.0086
aryne_3150,-410.0977
aryne_3151,-1136.0728
aryne_3152,-1168.0278
aryne_3153,-1259.1538
aryne_3154,-566.4538
aryne_3155,-957.1585
aryne_3156,-618.2367
aryne_3157,-598.4076
aryne_3158,-813.5361
aryne_3159,-941.1746
aryne_3160,-655.2761
aryne_3161,-598.4944
aryne_3162,-925.236
aryne_3163,-887.0825
aryne_3164,-1016.3474
aryne_3165,-809.2688
aryne_3166,-697.2807
aryne_3167,-582.41
aryne_3168,
aryne_3169,
aryne_3170,-508.8535
aryne_3171,
aryne_3172,-523.2948
aryne_3173,-501.1548
aryne_3174,-945.0224
aryne_3175,-929.0517
aryne_3176,-929.0026
aryne_3177,-584.0885
aryne_3178,-602.2205
aryne_3179,-1116.1245
aryne_3180,
aryne_3181,-469.2408
aryne_3182,-469.1673
aryne_3183,-1167.9895
aryne_3184,
aryne_3185,-1020.1937
aryne_3186,
aryne_3187,
aryne_3188,-941.1479
aryne_3189,-828.0005
aryne_3190,
aryne_3191,-689.49
aryne_3192,-887.0973
aryne_3193,-887.0604
aryne_3194,-486.3317
aryne_3195,-1283.9379
aryne_3196,-909.2072
aryne_3197,-909.2242
aryne_3198,-582.3998
aryne_3199,
aryne_3200,-1020.2084
aryne_3201,
aryne_3202,-432.1728
aryne_3203,-432.1725
aryne_3204,-1170.7662
aryne_3205,-1016.2973
aryne_3206,-485.2391
aryne_3207,-1091.5146
aryne_3208,-673.5373
aryne_3209,-720.8296
aryne_3210,-375.7746
aryne_3211,-936.1634
aryne_3212,-450.8551
aryne_3213,-450.8788
aryne_3214,-598.4309
aryne_3215,-657.6473
aryne_3216,-812.0239
aryne_3217,-1243.1641
aryne_3218,-945.0543
aryne_3219,-524.9438
aryne_3220,-903.1211
aryne_3221,-618.2475
aryne_3222,
aryne_3223,
aryne_3224,-622.0913
aryne_3225,-566.4421
aryne_3226,-693.4208
aryne_3227,
aryne_3228,-586.2765
aryne_3229,-586.3007
aryne_3230,-638.1444
aryne_3231,-945.0624
aryne_3232,-975.5705
aryne_3233,-926.8231
aryne_3234,-584.9893
aryne_3235,-866.0203
aryne_3236,-828.0399
aryne_3237,-903.0928
aryne_3238,-978.1726
aryne_3239,-622.0637
aryne_3240,-1343.1582
aryne_3241,-1020.2021
aryne_3242,-1547.854
aryne_3243,-508.8304
aryne_3244,-520.9961
aryne_3245,-655.2771
aryne_3246,-887.0785
aryne_3247,
aryne_3248,-538.0988
aryne_3249,-831.8607
aryne_3250,-507.2851
aryne_3251,
aryne_3252,-582.408
aryne_3253,-677.4581
aryne_3254,-539.2589
aryne_3255,-920.2507
aryne_3256,-618.3307
aryne_3257,-655.3224
aryne_3258,
aryne_3259,
aryne_3260,-829.1133
aryne_3261,
aryne_3262,-593.4184
aryne_3263,-630.2943
aryne_3264,-925.1915
aryne_3265,-518.2331
aryne_3266,-900.4431
aryne_3267,-375.7603
aryne_3268,-903.0745
aryne_3269,-602.2605
aryne_3270,-602.2991
aryne_3271,-602.2806
aryne_3272,-617.0416
aryne_3273,-961.0455
aryne_3274,-485.2728
aryne_3275,-488.9637
aryne_3276,-775.5933
aryne_3277,-978.252
aryne_3278,-831.8767
aryne_3279,-831.8684
aryne_3280,-359.7661
aryne_3281,-598.5011
aryne_3282,-1229.8303
aryne_3283,-466.8459
aryne_3284,-582.4194
aryne_3285,-1111.2454
aryne_3286,-602.2435
aryne_3287,-602.2461
aryne_3288,-941.1639
aryne_3289,-598.4661
aryne_3290,-755.7571
aryne_3291,-884.3963
aryne_3292,-884.4169
aryne_3293,
aryne_3294,
aryne_3295,-1171.8698
aryne_3296,-1318.3637
aryne_3297,-582.4786
aryne_3298,-602.3103
aryne_3299,-602.3276
aryne_3300,-925.1284
aryne_3301,-929.0636
aryne_3302,-929.0655
aryne_3303,-929.0677
aryne_3304,-748.6566
aryne_3305,-583.9847
aryne_3306,-961.0411
aryne_3307,-618.3242
aryne_3308,-697.2862
aryne_3309,-505.0226
aryne_3310,-693.474
aryne_3311,-489.084
aryne_3312,-903.1382
aryne_3313,
aryne_3314,-920.2497
aryne_3315,-829.1245
aryne_3316,-998.0858
aryne_3317,-736.8695
aryne_3318,-736.8792
aryne_3319,-1318.3068
aryne_3320,-582.4904
aryne_3321,-618.2745
aryne_3322,-941.1917
aryne_3323,-812.0272
aryne_3324,-811.9351
aryne_3325,-1249.7799
aryne_3326,-689.5069
aryne_3327,-811.9142
aryne_3328,-598.4445
aryne_3329,-1227.1805
aryne_3330,-1227.1832
aryne_3331,-598.4329
aryne_3332,-850.0531
aryne_3333,-941.2209
aryne_3334,-507.2905
aryne_3335,-490.1565
aryne_3336,
aryne_3337,-504.989
aryne_3338,-887.1206
aryne_3339,-811.9445
aryne_3340,-375.77
aryne_3341,-957.1866
aryne_3342,-920.2393
aryne_3343,-903.0898
aryne_3344,-606.0962
aryne_3345,
aryne_3346,-773.8951
aryne_3347,-940.037
aryne_3348,-618.3315
aryne_3349,-598.5025
aryne_3350,
aryne_3351,-843.9399
aryne_3352,-485.224
aryne_3353,-501.1598
aryne_3354,-714.7237
aryne_3355,-1016.2494
aryne_3356,-580.1994
aryne_3357,-825.2731
aryne_3358,-523.2912
aryne_3359,-673.4845
aryne_3360,
aryne_3361,
aryne_3362,-564.2024
aryne_3363,-850.0196
aryne_3364,-850.0209
aryne_3365,-850.0233
aryne_3366,-560.3606
aryne_3367,-736.8467
aryne_3368,-677.3151
aryne_3369,-480.165
aryne_3370,-593.3833
aryne_3371,-543.0905
aryne_3372,-543.0846
aryne_3373,-845.123
aryne_3374,
aryne_3375,-1359.1571
aryne_3376,-657.6067
aryne_3377,-523.2965
aryne_3378,-925.1902
aryne_3379,-831.8124
aryne_3380,-543.1153
aryne_3381,-672.4875
aryne_3382,-584.0558
aryne_3383,-925.2142
aryne_3384,-847.8195
aryne_3385,-1434.2224
aryne_3386,-511.1125
aryne_3387,-511.1233
aryne_3388,-511.1182
aryne_3389,
aryne_3390,-961.0065
aryne_3391,-524.7773
aryne_3392,-850.0555
aryne_3393,-850.0529
aryne_3394,-906.9444
aryne_3395,-811.8972
aryne_3396,-1111.2349
aryne_3397,-831.7949
aryne_3398,-638.0774
aryne_3399,-638.0384
aryne_3400,-584.9635
aryne_3401,-510.0135
aryne_3402,-509.9954
aryne_3403,
aryne_3404,-887.0884
aryne_3405,-788.3591
aryne_3406,-714.1927
aryne_3407,-945.0852
aryne_3408,-1171.8302
aryne_3409,-1171.8801
aryne_3410,-925.1968
aryne_3411,-961.0101
aryne_3412,-1247.0003
aryne_3413,
aryne_3414,-618.1912
aryne_3415,
aryne_3416,
aryne_3417,
aryne_3418,-925.2501
aryne_3419,-473.0633
aryne_3420,-473.0175
aryne_3421,-469.1985
aryne_3422,-1263.0219
aryne_3423,
aryne_3424,-469.2412
aryne_3425,-469.1682
aryne_3426,-469.1929
aryne_3427,-541.9086
aryne_3428,-845.1044
aryne_3429,-618.2388
aryne_3430,-407.7459
aryne_3431,-713.2274
aryne_3432,-523.2473
aryne_3433,-523.2687
aryne_3434,-391.7978
aryne_3435,-505.0295
aryne_3436,-541.5987
aryne_3437,-541.6099
aryne_3438,
aryne_3439,-866.0252
aryne_3440,-940.0189
aryne_3441,-677.4755
aryne_3442,-466.9427
aryne_3443,-583.9785
aryne_3444,
aryne_3445,-827.9346
aryne_3446,-602.2377
aryne_3447,-827.9304
aryne_3448,-831.8471
aryne_3449,-491.3001
aryne_3450,-491.3137
aryne_3451,-491.3091
aryne_3452,-845.0524
aryne_3453,-812.0085
aryne_3454,-1318.3746
aryne_3455,-1343.1363
aryne_3456,-920.2129
aryne_3457,-831.8081
aryne_3458,
aryne_3459,
aryne_3460,-524.8614
aryne_3461,-485.2401
aryne_3462,-693.315
aryne_3463,-544.4108
aryne_3464,-697.3062
aryne_3465,-1020.0899
aryne_3466,-926.8515
aryne_3467,-613.2005
aryne_3468,-1020.1902
aryne_3469,-523.2664
aryne_3470,-524.8946
aryne_3471,-1020.2233
aryne_3472,-866.0406
aryne_3473,-489.0883
aryne_3474,-693.3552
aryne_3475,-748.74
aryne_3476,
aryne_3477,-677.4808
aryne_3478,-789.384
aryne_3479,-1091.5117
aryne_3480,-559.0581
aryne_3481,-945.009
aryne_3482,-657.5208
aryne_3483,-657.5175
aryne_3484,-795.9731
aryne_3485,-795.8845
aryne_3486,-539.2621
aryne_3487,-868.7369
aryne_3488,-923.0171
aryne_3489,-929.0508
aryne_3490,-473.1096
aryne_3491,-473.1103
aryne_3492,-473.1088
aryne_3493,-787.1942
aryne_3494,-693.3746
aryne_3495,-634.2636
aryne_3496,-941.2363
aryne_3497,-768.551
aryne_3498,-521.0255
aryne_3499,-635.416
aryne_3500,-697.1268
aryne_3501,-507.2899
aryne_3502,-507.2844
aryne_3503,
aryne_3504,-1111.2279
aryne_3505,-811.9896
aryne_3506,-697.2435
aryne_3507,-506.1876
aryne_3508,-1136.5174
aryne_3509,-1016.3111
aryne_3510,-602.3019
aryne_3511,-831.818
