data_source,regid,smiles
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6296,O=C1CCC(N2C(=O)c3cccc(Br)c3C2=O)C(=O)N1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6297,O=C1CCC(c2c[nH]c3ccc(Br)cc23)C1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6298,O=C1CCC(c2c[nH]c3cc(Br)ccc23)C1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6299,O=C1CCC(c2ccc(Br)cc2)C1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6300,O=C1CCC(Oc2ccc(Br)cc2)CC1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6301,O=C1CCC(c2ccc(Br)cc2)CC1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6302,O=C1CCC(c2ccc(Br)cc2)N1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6303,O=C1CCCC(c2ccc(Br)cc2)N1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6305,O=C1CCCC1c1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6306,O=C1CCCCC1c1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6307,Cc1c(Br)cccc1N1CCCCC1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6308,O=C1CCCCN1c1ccccc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr631,Brc1ccc(C=C(c2ccccc2)c2ccccc2)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6310,O=C1CCCN1c1ccccc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6311,O=C1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6312,O=C1CCN(c2ccc(Br)cc2)CC1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6313,O=C1CCN(c2cccc(Br)c2)CC1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6314,O=C1CCN(c2ncc(Br)cn2)CC1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6315,O=C1CC[C@@H](c2ccc(Br)cc2)N1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6317,CN1CC(=O)OB(c2c(F)cccc2Br)OC(=O)C1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6318,CN1CC(=O)OB(c2cc(Cl)cc(Br)c2)OC(=O)C1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6319,CN1CC(=O)OB(c2cc(F)cc(Br)c2)OC(=O)C1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6321,O=C1c2ccccc2C(=O)N1Cc1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6322,O=C1c2ccccc2C(=O)N1Cc1ccsc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6323,O=C1c2ccccc2C(=O)N1c1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6324,O=C1N=C(O)CCC1N1Cc2c(Br)cccc2C1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6325,CC(=O)C1=C(C)NC(=O)CC1c1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6326,CC1(c2cccc(Br)c2)NC(=O)NC1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6327,O=C1C=C(c2ccc(Br)cc2)C(=O)N1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6328,CC1(c2ccc(Br)cc2)NC(=O)NC1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6329,O=C1NC(=O)/C(=C\c2ccc(Br)cc2)S1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr633,NS(=O)(=O)c1ccc(N=Cc2ccc(Br)cc2)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6330,O=C1C=C(c2ccc(Br)cc2)CN1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6331,O=C1CC(c2ccc(Br)cc2)CN1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6332,O=C1CC(c2cccc(Br)c2)CN1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6333,O=C1NCC(c2ccc(Br)cc2)O1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6334,O=C1CC(c2ccc(Br)cc2)CCN1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6335,O=C1NCCCC1c1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6336,O=C1NCCC[C@H]1c1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6337,O=C1CN(Cc2ccc(Br)cc2)CCN1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6338,O=C1NCCN1c1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6339,O=C1Cc2cc(Br)ccc2N1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6340,O=C1NC(c2ccc(Br)cc2)CO1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6341,O=C1OCCN1c1ccccc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6343,O=C=Nc1ccc(Br)c(F)c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6344,O=C=Nc1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6345,O=C=Nc1ccccc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6346,O=CC(=O)c1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6347,N#CC(C=O)c1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6348,O=CCCc1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6349,O=CCCc1cccc(Br)c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6350,O=CCCc1ccccc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6351,O=CC[C@H](C1CCCC1)n1cc(Br)cn1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6352,O=CCc1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6353,O=CCc1cccc(Br)c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6354,O=CCc1ccccc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6356,Cc1[nH]c(C=O)c(C)c1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6357,O=Cc1[nH]ccc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6358,O=Cc1c(Br)[nH]c2ccccc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6359,CC(C)(C)OC(=O)n1c(C=O)c(Br)c2ccccc21
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6360,CC(C)n1c(C=O)c(Br)c2ccccc21
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6361,O=Cc1c(Br)ccc2ccccc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6364,O=Cc1c(Br)sc2ccccc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6365,Cc1c(C)c(C=O)c(C)c(C)c1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6366,Cc1cc(Br)cc(C)c1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6367,Cc1cc(Br)cc(Cl)c1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6368,Cc1cc(Br)cc(F)c1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6369,Cc1ccc(Br)c(C)c1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6370,Cc1cncc(Br)c1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6371,Cc1onc(-c2ccc(Br)cc2)c1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6372,O=Cc1c(Cl)cc(Br)cc1Cl
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6373,O=Cc1c(Cl)ccc(Br)c1F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6374,O=Cc1c(Cl)cncc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6375,O=Cc1c(F)c(F)c(Br)c(F)c1F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6376,O=Cc1c(F)c(F)cc(Br)c1F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6377,O=Cc1c(F)cc(F)c(Br)c1F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6378,O=Cc1c(F)cc(Br)cc1Cl
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6379,O=Cc1c(F)cc(Br)cc1F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6380,Cc1c(Br)ccc(F)c1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6381,O=Cc1c(F)ccc(Br)c1F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6382,O=Cc1c(F)cncc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6383,COc1ccc(Br)c(F)c1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6384,COc1ccc2cc(Br)ccc2c1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6385,O=Cc1c(-c2ccc(Br)cc2)nc2sccn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6386,O=Cc1c[nH]c(Br)c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6387,O=Cc1c[nH]c2cccc(Br)c12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6388,O=Cc1c[nH]c2nccc(Br)c12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6389,O=Cc1c[nH]c2cc(F)c(Br)c(F)c12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6391,O=Cc1c[nH]c2cc(Cl)c(Br)cc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6392,O=Cc1c[nH]c2ccc(Br)cc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6394,Cc1cc(Br)cc2c(C=O)c[nH]c12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6395,O=Cc1c[nH]c2cc(Br)ccc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6396,O=Cc1c[nH]c2c(Br)cccc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6397,O=Cc1c[nH]c2cc(Br)cnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6398,O=Cc1c[nH]nc1-c1cccc(Br)c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6399,COc1cc(C=O)cc(Br)c1OCc1ccccc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr640,C[Si](C)(C)N(Cc1ccc(Br)cc1)[Si](C)(C)C
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6400,Cc1cc(F)c(C=O)cc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6401,O=Cc1cc(Br)c(F)cc1F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6402,O=Cc1cc(Br)c2ccccc2c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6403,CC1(C)OB(c2cc(Br)cc(C=O)c2)OC1(C)C
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6404,CC(C)(C)OC(=O)c1cc(Br)cc(C=O)c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6405,O=Cc1cc(Br)cc(C(F)(F)F)c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6407,Cc1cc(Br)cc(C=O)c1F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6408,O=Cc1cc(Br)cc(C(F)(F)F)c1F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6409,O=Cc1cc(Br)cc(Cl)c1F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr641,Brc1ccc(CN2CCC2)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6410,O=Cc1cc(Br)cc(F)c1F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6411,COc1c(F)cc(Br)cc1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6412,O=Cc1cc(Br)cc2cccnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6413,CC1(C)OB(c2ccc(Br)cc2C=O)OC1(C)C
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6414,Cc1ccc(Br)cc1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6415,N#Cc1ccc(Br)cc1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6416,O=Cc1ccc(Br)cc1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6417,CCc1ccc(Br)cc1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6418,O=Cc1cc(Br)ccc1Cl
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6419,O=Cc1cc(Br)ccc1F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr642,Brc1ccc(CN2CCCC2)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6420,CN(C)c1ccc(Br)cc1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6421,O=Cc1cc(Br)ccc1N1CCCC1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6422,O=Cc1cc(Br)ccc1N1CCCCC1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6423,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cc2C=O)CC1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6424,O=Cc1cc(Br)ccc1N1CCOCC1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6425,COc1ccc(Br)cc1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6426,CC(C)Oc1ccc(Br)cc1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6427,O=Cc1cc(Br)ccc1OC(F)F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6428,O=Cc1cc(Br)ccc1OC/C=C/c1ccccc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6429,CC(C)COc1ccc(Br)cc1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr643,O=S1(=O)CCCN1Cc1ccc(Br)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6430,O=Cc1cc(Br)ccc1OCC(F)(F)F
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6431,O=Cc1cc(Br)ccc1OCC1CC1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6432,O=Cc1cc(Br)ccc1OCc1ccc(Cl)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6433,O=Cc1cc(Br)ccc1OCc1ccc(F)cc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6434,O=Cc1cc(Br)ccc1OCc1cccc(C(F)(F)F)c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6435,CC(C)[Si](Oc1ccc(Br)cc1C=O)(C(C)C)C(C)C
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6436,N#Cc1cc(Br)cc(C=O)c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6437,COc1c(C)cc(C=O)cc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6438,Cc1cc(C=O)cc(C)c1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6439,Cc1cc(C=O)cc(F)c1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6440,Cc1cc(C=O)c(C)cc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6441,Cc1cc(C=O)c(F)cc1Br
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6442,Cc1cc(C=O)c(C)c2c1[nH]c1ccc(Br)cc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6443,Cc1cc(Br)cc(C=O)c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6444,COc1c(Br)cc(C)cc1C=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6445,O=Cc1cc(Br)cc(C=O)c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\Sigman_ArBr_dataset.csv,arbr6446,COc1c(Cl)cc(C=O)cc1Br
