data_source,regid,smiles
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17613,O=c1nnc(=O)c2sccoc1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17614,O=c1[nH]c(=O)c(=O)c2sccoc1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17615,O=c1[nH]c(=O)c(=O)c2occsc1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17616,O=c1oc(=O)c(=O)c2sccoc1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17617,O=c1oc(=O)c(=O)c2occsc1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17618,O=c1oc2occsc=2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17619,O=c1oc2sccoc=2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1762,O=c1oc2cnsc2sc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17620,O=c1sc(=O)c(=O)c2sccoc1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17621,O=c1sc(=O)c(=O)c2occsc1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17622,O=c1sc2occsc=2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17623,O=c1sc2sccoc=2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17624,c1csc2sccsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17625,c1csc2[nH]ncsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17626,c1csc2scn[nH]c=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17627,c1csc2oncsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17628,c1csc2scnoc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17629,c1csc2sncsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1763,O=c1oc2sncc2sc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17630,c1csc2scnsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17631,c1csc2[nH]nn[nH]c=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17632,c1csc2onn[nH]c=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17633,c1csc2[nH]nnoc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17634,c1csc2snn[nH]c=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17635,c1csc2[nH]nnsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17636,c1csc2onnoc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17637,c1csc2snnoc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17638,c1csc2onnsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17639,c1csc2snnsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1764,O=c1oc2cnsc2c(=O)s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17640,O=c1ccc2cocnn1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17641,O=c1ccn2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17642,O=c1cc2[nH]ncoc-2c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17643,O=c1ncc2cocnn1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17644,O=c1ncn2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17645,O=c1cc2ocn[nH]c-2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17646,O=c1cc2[nH]ncoc-2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17647,O=c1cnc2cocnn1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17648,O=c1cnn2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17649,O=c1nnc2cocnn1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1765,O=c1oc2sncc2c(=O)s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17650,O=c1nnn2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17651,O=c1[nH]c(=O)n2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17652,O=c1[nH]n2ncocc-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17653,O=c1[nH]c2cocnn-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17654,O=c1oc(=O)n2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17655,O=c1on2ncocc-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17656,O=c1oc2cocnn-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17657,O=c1sc(=O)n2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17658,O=c1sn2ncocc-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17659,O=c1sc2cocnn-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1766,O=c1sc2cnsc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17660,O=c1nc2[nH]ncoc-2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17661,O=c1ccn2ncocc-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17662,O=c1ccc2cocnn-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17663,O=c1cc2[nH]ncoc-2cc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17664,O=c1ncn2ncocc-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17665,O=c1ncc2cocnn-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17666,O=c1cc2[nH]ncoc-2nc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17667,O=c1cc2ocn[nH]c-2nc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17668,O=c1[nH]n2ncocc-2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17669,O=c1[nH]c2cocnn-2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1767,O=c1oc(=O)c2sncc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17670,c1c[nH]n2ncocc-2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17671,c1con2ncocc-2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17672,c1coc2cocnn-2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17673,c1csn2ncocc-2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17674,c1csc2cocnn-2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17675,c1n[nH]n2ncocc-2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17676,c1n[nH]c2cocnn-2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17677,c1non2ncocc-2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17678,c1noc2cocnn-2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17679,c1nsn2ncocc-2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1768,O=c1oc(=O)c2cnsc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17680,c1nsc2cocnn-2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17681,O=c1cnc2cocnn-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17682,O=c1cnn2ncocc-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17683,O=c1nc2[nH]ncoc-2nc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17684,O=c1nnn2ncocc-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17685,O=c1nnc2cocnn-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17686,c1nn2occoc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17687,c1nn2sccoc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17688,c1nn2occsc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17689,c1n[nH]c2[nH]ncoc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1769,O=c1sc2cnsc2sc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17690,c1n[nH]c2ocn[nH]c=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17691,c1nn2[nH]ncoc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17692,c1nn2ocn[nH]c-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17693,c1n[nH]c2oncoc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17694,c1noc2ocn[nH]c=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17695,c1nn2oncoc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17696,c1nn2ocnoc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17697,c1n[nH]c2sncoc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17698,c1nsc2ocn[nH]c=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17699,c1nn2sncoc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S177,O=c1scnsc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1770,O=c1sc(=O)c2sncc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17700,c1nn2ocnsc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17701,O=c1ccc(=O)c2ocn[nH]c1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17702,O=c1ccc(=O)n2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17703,O=c1cnc(=O)c2ocn[nH]c1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17704,O=c1cnc(=O)c2[nH]ncoc1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17705,O=c1ncc(=O)n2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17706,O=c1cnc(=O)n2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17707,O=c1nnc(=O)c2ocn[nH]c1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17708,O=c1nnc(=O)n2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17709,O=c1[nH]c(=O)c(=O)c2[nH]ncoc1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1771,O=c1sc(=O)c2cnsc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17710,O=c1[nH]c(=O)c(=O)c2ocn[nH]c1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17711,O=c1[nH]c(=O)c(=O)n2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17712,O=c1[nH]c(=O)n2ncocc-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17713,O=c1oc(=O)c(=O)c2[nH]ncoc1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17714,O=c1oc(=O)c(=O)c2ocn[nH]c1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17715,O=c1oc(=O)c(=O)n2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17716,O=c1oc(=O)n2ncocc-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17717,O=c1oc2ocn[nH]c=2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17718,O=c1oc2[nH]ncoc=2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17719,O=c1oc2cocnn-2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1772,c1cn2[nH]ccc2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17720,O=c1on2ncocc-2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17721,O=c1sc(=O)c(=O)c2[nH]ncoc1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17722,O=c1sc(=O)c(=O)c2ocn[nH]c1=2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17723,O=c1sc(=O)c(=O)n2ncocc1-2
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17724,O=c1sc(=O)n2ncocc-2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17725,O=c1sc2ocn[nH]c=2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17726,O=c1sc2[nH]ncoc=2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17727,O=c1sc2cocnn-2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17728,O=c1sn2ncocc-2c(=O)c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17729,c1n[nH]c2sccsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1773,c1cc2cncn2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17730,c1nn2sccsc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17731,c1n[nH]c2[nH]ncsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17732,c1n[nH]c2scn[nH]c=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17733,c1nn2[nH]ncsc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17734,c1nn2scn[nH]c-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17735,c1n[nH]c2oncsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17736,c1n[nH]c2scnoc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17737,c1nn2oncsc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17738,c1nn2scnoc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17739,c1n[nH]c2sncsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1774,c1cn2cc[nH]c2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17740,c1n[nH]c2scnsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17741,c1nn2sncsc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17742,c1nn2scnsc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17743,c1n[nH]c2[nH]nn[nH]c=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17744,c1nn2[nH]nn[nH]c-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17745,c1n[nH]c2onn[nH]c=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17746,c1n[nH]c2[nH]nnoc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17747,c1nn2onn[nH]c-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17748,c1nn2[nH]nnoc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17749,c1n[nH]c2snn[nH]c=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S1775,c1cn2cncc2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17750,c1n[nH]c2[nH]nnsc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17751,c1nn2snn[nH]c-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17752,c1nn2[nH]nnsc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17753,c1n[nH]c2onnoc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17754,c1nn2onnoc-2co1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17755,c1n[nH]c2snnoc=2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S17756,c1n[nH]c2onnsc=2o1
