arene_id,arene_smiles,arene_energy,aryne_id,aryne_smiles,aryne_energy,dehydrogenation_energy
arene_2057,O=c1ccc2cncn2s1,-813.3198,aryne_2374,O=c1c#cc2cncn2s1,-812.0069,93.6081
arene_2058,c1ccc2n[nH]nc2c1,-395.4134,aryne_2375,c1ccc2n[nH]nc2c#1,-394.0835,104.2758
arene_2059,O=c1[nH]ccc2c(=O)[nH]ccc12,-567.8115,aryne_2376,O=c1[nH]ccc2c(=O)[nH]c#cc12,-566.4617,116.7632
arene_2060,O=c1[nH]c2sccc(=O)c2c(=O)s1,-1344.453,aryne_2377,O=c1[nH]c2sc#cc(=O)c2c(=O)s1,-1343.1404,93.4199
arene_2062,c1cc2cnoc2s1,-719.9167,aryne_2379,c1sc2oncc2c#1,-718.5517,126.3013
arene_2063,O=c1ncnc2cccnn12,-524.6462,aryne_2380,O=c1ncnc2c#ccnn12,-523.3116,107.2251
arene_2064,O=c1on2cnccn2c1=O,-581.4782,aryne_2381,O=c1on2cnc#cn2c1=O,-580.1206,121.6578
arene_2065,O=c1cc2ccsc2n[nH]1,-813.3227,aryne_2382,O=c1cc2c#csc2n[nH]1,-811.9667,120.6537
arene_2066,O=c1cc[nH]c2c(=O)sncc12,-926.5455,aryne_2383,O=c1c#c[nH]c2c(=O)sncc12,-925.2103,107.6016
arene_2067,O=c1[nH]c2nccn2oc1=O,-581.5492,aryne_2384,O=c1[nH]c2nc#cn2oc1=O,-580.1456,150.5232
arene_2068,O=c1scc2c(=O)ccsn2c1=O,-1344.4077,aryne_2385,O=c1scc2c(=O)c#csn2c1=O,-1343.0986,91.2236
arene_2069,O=c1[nH]cc2ccoc(=O)n12,-565.5974,aryne_2386,O=c1[nH]cc2c#coc(=O)n12,-564.2447,118.583
arene_2070,O=c1ncc2cnccc2o1,-528.4966,aryne_2387,O=c1ncc2cnc#cc2o1,-527.1648,105.468
arene_2073,c1cn2scnsn2o1,-1151.099,aryne_2390,c1on2sncsn2c#1,-1149.7614,109.1076
arene_2074,O=c1oc2cc[nH]c(=O)c2o1,-585.4448,aryne_2391,O=c1oc2c#c[nH]c(=O)c2o1,-584.0924,118.3947
arene_2075,O=c1ccc2oc(=O)c(=O)c1=2,-568.1338,aryne_2392,O=c1c#cc2oc(=O)c(=O)c1=2,-566.7682,126.6778
arene_2076,O=c1[nH]ccc2nccnc12,-508.6618,aryne_2393,O=c1[nH]c#cc2nccnc12,-507.3182,112.8726
arene_2076,O=c1[nH]ccc2nccnc12,-508.6618,aryne_2394,O=c1[nH]ccc2nc#cnc12,-507.2937,128.2466
arene_2077,O=c1ccon2[nH]nnon12,-614.5373,aryne_2395,O=c1c#con2[nH]nnon12,-613.1978,110.2998
arene_2078,O=c1ccn2c(=O)[nH]ncc2n1,-599.8111,aryne_2396,O=c1c#cn2c(=O)[nH]ncc2n1,-598.4729,109.4841
arene_2079,O=c1ccn2c(=O)ccnc2[nH]1,-583.8299,aryne_2397,O=c1c#cn2c(=O)ccnc2[nH]1,-582.4819,115.6337
arene_2079,O=c1ccn2c(=O)ccnc2[nH]1,-583.8299,aryne_2398,O=c1ccn2c(=O)c#cnc2[nH]1,-582.4981,105.468
arene_2080,O=c1sc(=O)n2occc(=O)n2c1=O,-1112.5986,aryne_2399,O=c1sc(=O)n2oc#cc(=O)n2c1=O,-1111.2485,116.9514
arene_2081,O=c1[nH]c2[nH]ccc(=O)c2o1,-565.5874,aryne_2400,O=c1[nH]c2[nH]c#cc(=O)c2o1,-564.2543,106.2838
arene_2082,c1cnc2ccncc2c1,-417.4815,aryne_2401,c1cc2cnccc2nc#1,-416.1481,106.472
arene_2082,c1cnc2ccncc2c1,-417.4815,aryne_2402,c1cnc2ccncc2c#1,-416.1513,104.464
arene_2082,c1cnc2ccncc2c1,-417.4815,aryne_2403,c1ncc2cccnc2c#1,-416.1466,107.4133
arene_2083,O=c1ncn2ccc(=O)n2[nH]1,-561.6829,aryne_2404,O=c1ncn2c#cc(=O)n2[nH]1,-560.3015,136.5925
arene_2084,O=c1ccc2cnoc2o1,-510.2239,aryne_2405,O=c1c#cc2cnoc2o1,-508.8915,105.8445
arene_2085,O=c1[nH]nc2cc[nH]n2c1=O,-561.7063,aryne_2406,O=c1[nH]nc2c#c[nH]n2c1=O,-560.3125,144.3736
arene_2086,O=c1ccc2ocnc2[nH]1,-490.4414,aryne_2407,O=c1c#cc2ocnc2[nH]1,-489.1121,103.8993
arene_2087,O=c1nc2c(=O)ccon2c(=O)o1,-714.5875,aryne_2408,O=c1nc2c(=O)c#con2c(=O)o1,-713.2404,115.0689
arene_2088,O=c1ccc2[nH]ncc(=O)c2o1,-603.6013,aryne_2409,O=c1c#cc2[nH]ncc(=O)c2o1,-602.2727,103.46
arene_2089,c1cn2ocnsc-2no1,-866.2566,aryne_2410,c1onc2sncon-2c#1,-864.8999,121.093
arene_2090,O=c1ccoc2occc12,-494.2239,aryne_2411,O=c1c#coc2occc12,-492.8765,115.2572
arene_2090,O=c1ccoc2occc12,-494.2239,aryne_2412,O=c1ccoc2oc#cc12,-492.8105,156.6728
arene_2091,c1csn2ccsnc-2[nH]1,-1153.4162,aryne_2413,c1[nH]c2nsccn-2sc#1,-1152.0804,107.9781
arene_2091,c1csn2ccsnc-2[nH]1,-1153.4162,aryne_2414,c1snc2[nH]ccsn-2c#1,-1152.0946,99.0674
arene_2092,O=c1oc2ccccc2s1,-817.1919,aryne_2415,O=c1oc2c#cccc2s1,-815.8581,106.723
arene_2092,O=c1oc2ccccc2s1,-817.1919,aryne_2416,O=c1oc2cc#ccc2s1,-815.8575,107.0996
arene_2092,O=c1oc2ccccc2s1,-817.1919,aryne_2417,O=c1oc2ccc#cc2s1,-815.857,107.4133
arene_2093,O=c1ccn2sc(=O)ccc2n1,-926.5121,aryne_2418,O=c1c#cn2sc(=O)ccc2n1,-925.1792,106.1583
arene_2093,O=c1ccn2sc(=O)ccc2n1,-926.5121,aryne_2419,O=c1ccn2sc(=O)c#cc2n1,-925.1972,94.8631
arene_2094,O=c1nc2[nH]ccn2c(=O)[nH]1,-561.8153,aryne_2420,O=c1nc2[nH]c#cn2c(=O)[nH]1,-560.4108,151.0879
arene_2095,O=c1nnn2ccsc2n1,-845.3213,aryne_2421,O=c1nnn2c#csc2n1,-843.9401,136.467
arene_2096,O=c1ccc(=O)n2nnnnn12,-631.6533,aryne_2422,O=c1c#cc(=O)n2nnnnn12,-630.3256,102.8952
arene_2097,O=c1sc2ccoc2sc1=O,-1251.056,aryne_2423,O=c1sc2c#coc2sc1=O,-1249.6431,156.359
arene_2098,O=c1ccc2oncc2o1,-510.2154,aryne_2424,O=c1c#cc2oncc2o1,-508.8832,105.719
arene_2099,c1cc2conc2s1,-719.9143,aryne_2425,c1sc2nocc2c#1,-718.5517,124.7953
arene_2100,O=c1ccnc2scnn12,-829.3512,aryne_2426,O=c1c#cnc2scnn12,-828.0187,105.9073
arene_2101,O=c1ncn2c(=O)ccc(=O)n2[nH]1,-674.8979,aryne_2427,O=c1ncn2c(=O)c#cc(=O)n2[nH]1,-673.5698,103.1462
arene_2102,O=c1ncnc2ncccn12,-524.68,aryne_2428,O=c1ncnc2ncc#cn12,-523.3244,120.4027
arene_2104,O=c1nncc2cnccn12,-524.6115,aryne_2430,O=c1nncc2cnc#cn12,-523.2468,126.1131
arene_2105,O=c1ccc2cc[nH]c2o1,-474.4085,aryne_2431,O=c1c#cc2cc[nH]c2o1,-473.081,102.7697
arene_2105,O=c1ccc2cc[nH]c2o1,-474.4085,aryne_2432,O=c1ccc2c#c[nH]c2o1,-473.0149,144.2481
arene_2106,c1cnn2ncnc2c1,-411.4296,aryne_2433,c1cnn2ncnc2c#1,-410.0956,106.8485
arene_2107,O=c1sc(=O)n2c(=O)ccon2c1=O,-1112.5977,aryne_2434,O=c1sc(=O)n2c(=O)c#con2c1=O,-1111.246,117.9555
arene_2108,O=c1[nH]n2cccnn2c1=O,-561.6281,aryne_2435,O=c1[nH]n2c#ccnn2c1=O,-560.2864,111.6804
arene_2109,O=c1ccnc2[nH]ncn12,-486.613,aryne_2436,O=c1c#cnc2[nH]ncn12,-485.2814,105.3425
arene_2110,O=c1ccc2occoc1=2,-494.1518,aryne_2438,O=c1ccc2oc#coc1=2,-492.7718,135.714
arene_2111,O=c1ccn2[nH]ccc2c1,-454.5031,aryne_2439,O=c1c#cn2[nH]ccc2c1,-453.1744,103.5228
arene_2111,O=c1ccn2[nH]ccc2c1,-454.5031,aryne_2440,O=c1ccn2[nH]c#cc2c1,-453.1104,143.6833
arene_2112,O=c1ncc2sccc(=O)c2[nH]1,-926.5573,aryne_2441,O=c1ncc2sc#cc(=O)c2[nH]1,-925.2438,93.9846
arene_2113,O=c1oc(=O)c2scc[nH]c1=2,-908.3284,aryne_2442,O=c1oc(=O)c2sc#c[nH]c1=2,-906.9966,105.468
arene_2114,O=c1[nH]nnc2ccoc(=O)c12,-619.6173,aryne_2443,O=c1[nH]nnc2c#coc(=O)c12,-618.2653,118.1437
arene_2115,O=c1[nH]n2[nH]cc[nH]n2oc1=O,-653.905,aryne_2444,O=c1[nH]n2[nH]c#c[nH]n2oc1=O,-652.6019,87.4585
arene_2116,O=c1sn2c(=O)ccsn2c(=O)c1=O,-1435.5315,aryne_2445,O=c1sn2c(=O)c#csn2c(=O)c1=O,-1434.2126,97.3732
arene_2117,O=c1ccc2nscc2s1,-1156.0887,aryne_2446,O=c1c#cc2nscc2s1,-1154.7778,92.3531
arene_2118,O=c1ccc2noc(=O)nc2[nH]1,-619.6265,aryne_2447,O=c1c#cc2noc(=O)nc2[nH]1,-618.2947,105.468
arene_2119,O=c1ncc2cccnc2[nH]1,-508.6764,aryne_2448,O=c1ncc2c#ccnc2[nH]1,-507.3395,108.6683
arene_2119,O=c1ncc2cccnc2[nH]1,-508.6764,aryne_2449,O=c1ncc2cc#cnc2[nH]1,-507.337,110.2371
arene_2120,O=c1sc(=O)c(=O)c2occoc1=2,-1041.3073,aryne_2450,O=c1sc(=O)c(=O)c2oc#coc1=2,-1039.9203,140.1065
arene_2122,O=c1ccc2nnc(=O)[nH]c2[nH]1,-599.8034,aryne_2452,O=c1c#cc2nnc(=O)[nH]c2[nH]1,-598.4719,105.2798
arene_2123,O=c1on2[nH]cc[nH]n2s1,-883.496,aryne_2453,O=c1on2[nH]c#c[nH]n2s1,-882.1676,103.3345
arene_2124,O=c1ncc2noccn-2c1=O,-619.56,aryne_2454,O=c1ncc2noc#cn-2c1=O,-618.1874,131.0704
arene_2125,O=c1cnc2occc2s1,-833.1654,aryne_2455,O=c1cnc2oc#cc2s1,-831.7592,152.1547
arene_2126,O=c1[nH]c(=O)n2c(=O)ccn2s1,-979.6382,aryne_2456,O=c1[nH]c(=O)n2c(=O)c#cn2s1,-978.2503,140.6713
arene_2127,O=c1ncsn2cccc12,-813.3076,aryne_2457,O=c1ncsn2c#ccc12,-811.9102,146.6326
arene_2128,O=c1cc2[nH]c(=O)ccn2c(=O)[nH]1,-658.9994,aryne_2458,O=c1c#cn2c(=O)[nH]c(=O)cc2[nH]1,-657.6519,115.3199
arene_2129,O=c1nc2ccsn2c(=O)s1,-1247.2729,aryne_2459,O=c1nc2c#csn2c(=O)s1,-1245.9086,125.8621
arene_2130,O=c1on2c(=O)ccn2sc1=O,-999.3721,aryne_2460,O=c1on2c(=O)c#cn2sc1=O,-997.986,139.5418
arene_2131,c1cn2onnsc-2no1,-882.2075,aryne_2461,c1onc2snnon-2c#1,-880.8464,123.854
arene_2132,O=c1[nH]n2scc[nH]n2c(=O)o1,-996.7844,aryne_2462,O=c1[nH]n2sc#c[nH]n2c(=O)o1,-995.4556,103.5855
arene_2133,O=c1ccc2nc(=O)c(=O)c(=O)n-2c1=O,-790.734,aryne_2463,O=c1c#cc2nc(=O)c(=O)c(=O)n-2c1=O,-789.4092,101.0755
arene_2134,O=c1occ2ccsn12,-795.0975,aryne_2464,O=c1occ2c#csn12,-793.7334,125.7366
arene_2135,O=c1ncc2sccoc1=2,-833.1136,aryne_2465,O=c1ncc2sc#coc1=2,-831.773,110.9901
arene_2136,O=c1ccn2c(=O)oc(=O)sc2n1,-1037.5798,aryne_2466,O=c1c#cn2c(=O)oc(=O)sc2n1,-1036.2399,110.5509
arene_2137,O=c1occ2c(=O)cc[nH]n2c1=O,-678.7356,aryne_2467,O=c1occ2c(=O)c#c[nH]n2c1=O,-677.4005,107.5388
arene_2138,O=c1cnc2ccoc2o1,-510.2468,aryne_2468,O=c1cnc2c#coc2o1,-508.8377,153.9745
arene_2139,O=c1ccn2nnsn2c1=O,-920.3984,aryne_2469,O=c1c#cn2nnsn2c1=O,-919.0611,108.9193
arene_2140,O=c1cc2[nH]ccc2n[nH]1,-470.5669,aryne_2470,O=c1cc2[nH]c#cc2n[nH]1,-469.1768,142.0518
arene_2142,O=c1sccc2cccnc12,-835.3774,aryne_2472,O=c1sc#cc2cccnc12,-834.0624,94.9259
arene_2142,O=c1sccc2cccnc12,-835.3774,aryne_2473,O=c1sccc2c#ccnc12,-834.0463,105.0288
arene_2142,O=c1sccc2cccnc12,-835.3774,aryne_2474,O=c1sccc2cc#cnc12,-834.0427,107.2878
arene_2143,O=c1ncc2occc(=O)c2o1,-623.4514,aryne_2475,O=c1ncc2oc#cc(=O)c2o1,-622.1049,114.6924
arene_2144,O=c1cc[nH]c2nc[nH]c12,-470.6066,aryne_2476,O=c1c#c[nH]c2nc[nH]c12,-469.2736,106.221
arene_2145,O=c1ccoc2c(=O)sccc12,-930.35,aryne_2477,O=c1c#coc2c(=O)sccc12,-929.0039,114.4414
arene_2145,O=c1ccoc2c(=O)sccc12,-930.35,aryne_2478,O=c1ccoc2c(=O)sc#cc12,-929.026,100.5735
arene_2147,O=c1ccoc2occc(=O)c12,-607.4253,aryne_2481,O=c1c#coc2occc(=O)c12,-606.0776,115.4454
arene_2149,O=c1[nH]c(=O)n2sccn2c1=O,-979.6203,aryne_2483,O=c1[nH]c(=O)n2sc#cn2c1=O,-978.2601,123.2893
arene_2150,c1cc2ncsc2o1,-719.9536,aryne_2484,c1oc2scnc2c#1,-718.5441,154.2255
arene_2152,c1ncn2[nH]cc[nH]n2n1,-483.7919,aryne_2486,c1[nH]n2cncnn2[nH]c#1,-482.4823,91.5373
arene_2153,O=c1cccc2nnncn12,-524.5956,aryne_2487,O=c1c#ccc2nnncn12,-523.2694,101.954
arene_2154,O=c1ccn2c(=O)oc(=O)n2[nH]1,-656.7063,aryne_2488,O=c1c#cn2c(=O)oc(=O)n2[nH]1,-655.3575,116.1357
arene_2155,O=c1cnn2scc[nH]n2[nH]1,-901.7033,aryne_2489,O=c1cnn2sc#c[nH]n2[nH]1,-900.4131,79.3637
arene_2156,O=c1sccc2ncccc12,-835.3863,aryne_2490,O=c1sc#cc2ncccc12,-834.0701,95.6789
arene_2156,O=c1sccc2ncccc12,-835.3863,aryne_2491,O=c1sccc2nc#ccc12,-834.0499,108.3546
arene_2156,O=c1sccc2ncccc12,-835.3863,aryne_2492,O=c1sccc2ncc#cc12,-834.0501,108.2291
arene_2157,O=c1[nH]n2ccc(=O)n2oc1=O,-656.6068,aryne_2493,O=c1[nH]n2c#cc(=O)n2oc1=O,-655.2215,139.0398
arene_2158,O=c1ccn2oc(=O)c(=O)on2c1=O,-789.6192,aryne_2494,O=c1c#cn2oc(=O)c(=O)on2c1=O,-788.2829,108.2918
arene_2159,O=c1cccc2occn12,-474.3977,aryne_2495,O=c1c#ccc2occn12,-473.0712,102.1422
arene_2159,O=c1cccc2occn12,-474.3977,aryne_2496,O=c1cccc2oc#cn12,-472.9802,159.2456
arene_2160,O=c1cnn2occ[nH]n2o1,-598.5759,aryne_2497,O=c1cnn2oc#c[nH]n2o1,-597.2275,115.8847
arene_2161,c1cn2cnnc2cn1,-411.4294,aryne_2498,c1ncc2nncn2c#1,-410.0763,118.834
arene_2162,O=c1cc2ccnnc2ns1,-867.3396,aryne_2499,O=c1cc2c#cnnc2ns1,-865.9978,111.7431
arene_2163,O=c1oc(=O)c2ccncc2s1,-946.4159,aryne_2500,O=c1oc(=O)c2c#cncc2s1,-945.0744,111.5549
arene_2165,O=c1occc2ccnn12,-490.4171,aryne_2502,O=c1oc#cc2ccnn12,-489.0589,122.0343
arene_2166,O=c1ccc2cnc(=O)oc2o1,-623.4863,aryne_2503,O=c1c#cc2cnc(=O)oc2o1,-622.1527,106.5975
arene_2167,O=c1sccc2nnnnc12,-883.3349,aryne_2504,O=c1sc#cc2nnnnc12,-882.0139,98.6909
arene_2169,O=c1ccn2onn[nH]n2o1,-614.5461,aryne_2506,O=c1c#cn2onn[nH]n2o1,-613.2152,104.9033
arene_2173,O=c1occc2nonc12,-526.2045,aryne_2510,O=c1oc#cc2nonc12,-524.8507,119.2732
arene_2175,O=c1[nH]n2scc[nH]n2s1,-1206.4186,aryne_2512,O=c1[nH]n2sc#c[nH]n2s1,-1205.0879,104.7778
arene_2176,O=c1oc(=O)c2ncccc2o1,-623.509,aryne_2513,O=c1oc(=O)c2nc#ccc2o1,-622.1671,111.8059
arene_2176,O=c1oc(=O)c2ncccc2o1,-623.509,aryne_2514,O=c1oc(=O)c2ncc#cc2o1,-622.1744,107.2251
arene_2178,O=c1ocnn2sccon12,-941.4132,aryne_2516,O=c1ocnn2sc#con12,-940.0768,108.3546
arene_2179,O=c1[nH]c(=O)n2ccocc-2c1=O,-678.7728,aryne_2517,O=c1[nH]c(=O)n2c#cocc-2c1=O,-677.398,132.4509
arene_2180,O=c1ccc2cccn2o1,-474.3413,aryne_2518,O=c1c#cc2cccn2o1,-473.0102,105.0288
arene_2180,O=c1ccc2cccn2o1,-474.3413,aryne_2519,O=c1ccc2cc#cn2o1,-472.9432,147.0719
arene_2181,O=c1nc[nH]c2ccncc12,-508.6635,aryne_2520,O=c1nc[nH]c2c#cncc12,-507.3387,101.0755
arene_2182,O=c1cc[nH]c2ccsc12,-797.3252,aryne_2521,O=c1c#c[nH]c2ccsc12,-795.9923,106.1583
arene_2182,O=c1cc[nH]c2ccsc12,-797.3252,aryne_2522,O=c1cc[nH]c2c#csc12,-795.9577,127.8701
arene_2183,O=c1sccn2[nH]nc[nH]n12,-901.7376,aryne_2523,O=c1sc#cn2[nH]nc[nH]n12,-900.4068,104.8405
arene_2184,O=c1ccoc2nnnn12,-522.4098,aryne_2524,O=c1c#coc2nnnn12,-521.0534,120.9048
arene_2185,O=c1nnn2c(=O)cccc2o1,-619.5878,aryne_2525,O=c1nnn2c(=O)c#ccc2o1,-618.2603,102.7697
arene_2186,c1cc[nH]c1,-209.9242,aryne_2526,c1cc[nH]c#1,-208.5275,146.1934
arene_2187,O=c1[nH]nc2sccc(=O)n2c1=O,-1017.6913,aryne_2527,O=c1[nH]nc2sc#cc(=O)n2c1=O,-1016.3732,96.8712
arene_2188,O=c1ccn2sncc2c1,-813.2989,aryne_2528,O=c1c#cn2sncc2c1,-811.9674,105.2798
arene_2189,O=c1snnc2nccnc12,-883.3862,aryne_2529,O=c1snnc2nc#cnc12,-882.0135,131.1331
arene_2190,O=c1nnc2c(=O)sccc2s1,-1285.2622,aryne_2530,O=c1nnc2c(=O)sc#cc2s1,-1283.9435,97.2477
arene_2192,c1cc2nncnc2cn1,-449.4803,aryne_2532,c1ncc2ncnnc2c#1,-448.143,108.9193
arene_2195,O=c1ccn2c(=O)c(=O)ncn2[nH]1,-674.8792,aryne_2535,O=c1c#cn2c(=O)c(=O)ncn2[nH]1,-673.5336,114.1277
arene_2196,c1cn2snn[nH]n2[nH]1,-804.4865,aryne_2536,c1[nH]n2[nH]nnsn2c#1,-803.1516,107.4133
arene_2197,O=c1ccc2c[nH]cc2o1,-474.4025,aryne_2537,O=c1c#cc2c[nH]cc2o1,-473.077,101.5147
arene_2198,O=c1oc2n[nH]ccn-2c1=O,-581.5623,aryne_2538,O=c1oc2n[nH]c#cn-2c1=O,-580.2046,121.7205
arene_2199,O=c1on2occon2sc1=O,-1036.3032,aryne_2539,O=c1on2oc#con2sc1=O,-1034.9317,130.3801
arene_2200,O=c1oc2ccsc(=O)c2o1,-928.182,aryne_2540,O=c1oc2c#csc(=O)c2o1,-926.8549,102.5187
arene_2202,O=c1cnn2ccc(=O)[nH]c2c1,-583.772,aryne_2542,O=c1cnn2c#cc(=O)[nH]c2c1,-582.4246,115.2572
arene_2203,O=c1[nH]ccc2cnccc12,-492.6478,aryne_2543,O=c1[nH]c#cc2cnccc12,-491.3032,113.5001
arene_2203,O=c1[nH]ccc2cnccc12,-492.6478,aryne_2544,O=c1[nH]ccc2cnc#cc12,-491.3085,110.1743
arene_2204,O=c1[nH]c(=O)c2cccnc2s1,-926.5951,aryne_2545,O=c1[nH]c(=O)c2c#ccnc2s1,-925.2566,109.6723
arene_2204,O=c1[nH]c(=O)c2cccnc2s1,-926.5951,aryne_2546,O=c1[nH]c(=O)c2cc#cnc2s1,-925.2541,111.2411
arene_2205,O=c1ccsn2c(=O)nncc12,-942.4912,aryne_2547,O=c1c#csn2c(=O)nncc12,-941.1834,90.4078
arene_2206,O=c1ncn2sccc(=O)n2c1=O,-1017.6391,aryne_2548,O=c1ncn2sc#cc(=O)n2c1=O,-1016.3207,97.0594
arene_2207,O=c1on2occsn2sc1=O,-1359.2564,aryne_2549,O=c1on2oc#csn2sc1=O,-1357.9198,108.4801
arene_2208,O=c1cnc(=O)c2c(=O)ccc1=2,-586.332,aryne_2550,O=c1c#cc2c(=O)cnc(=O)c1=2,-584.9627,128.9996
arene_2209,O=c1[nH]ccn2sccon12,-905.58,aryne_2551,O=c1[nH]c#cn2sccon12,-904.2228,121.4068
arene_2210,O=c1nc2ncccc2c[nH]1,-508.6494,aryne_2553,O=c1nc2ncc#cc2c[nH]1,-507.3185,104.9033
arene_2211,O=c1cc[nH]c2onnc12,-506.3881,aryne_2554,O=c1c#c[nH]c2onnc12,-505.0535,107.2251
arene_2212,O=c1ncc2csccn1-2,-813.3203,aryne_2555,O=c1ncc2csc#cn1-2,-811.9817,109.7351
arene_2213,c1cc2[nH]cnc2cn1,-395.4539,aryne_2556,c1ncc2nc[nH]c2c#1,-394.1286,101.3892
arene_2214,O=c1cc2ccoc(=O)c2ns1,-946.365,aryne_2557,O=c1cc2c#coc(=O)c2ns1,-945.0174,115.3827
arene_2215,O=c1cnon2c(=O)ccnc12,-619.5245,aryne_2558,O=c1cnon2c(=O)c#cnc12,-618.1935,104.966
arene_2216,O=c1onc2sccn2c1=O,-924.2974,aryne_2559,O=c1onc2sc#cn2c1=O,-922.9146,137.471
arene_2217,O=c1snnn2[nH]cc[nH]n12,-917.7224,aryne_2560,O=c1snnn2[nH]c#c[nH]n12,-916.3821,110.8019
arene_2218,O=c1[nH]ncc2cnccc12,-508.644,aryne_2561,O=c1[nH]ncc2cnc#cc12,-507.3044,110.3626
arene_2219,O=c1nc2occn2c(=O)s1,-924.3692,aryne_2562,O=c1nc2oc#cn2c(=O)s1,-922.9441,164.0146
arene_2221,O=c1nnc2c(=O)sccc2o1,-962.3591,aryne_2564,O=c1nnc2c(=O)sc#cc2o1,-961.0387,98.3144
arene_2222,O=c1ccn2[nH]nnn2c1=O,-577.6008,aryne_2565,O=c1c#cn2[nH]nnn2c1=O,-576.2667,106.9113
arene_2223,O=c1ccc2[nH]c(=O)nnc2[nH]1,-599.7949,aryne_2566,O=c1c#cc2[nH]c(=O)nnc2[nH]1,-598.4666,103.2717
arene_2224,O=c1cc[nH]c2ncnc(=O)n12,-599.8399,aryne_2567,O=c1c#c[nH]c2ncnc(=O)n12,-598.4971,112.3706
arene_2225,O=c1ccc2nnnn2o1,-522.3559,aryne_2568,O=c1c#cc2nnnn2o1,-521.0182,109.1703
arene_2226,O=c1sc2coccn-2c1=O,-908.2999,aryne_2569,O=c1sc2coc#cn-2c1=O,-906.9266,131.5097
arene_2227,O=c1nnn2occsn2[nH]1,-937.5328,aryne_2570,O=c1nnn2oc#csn2[nH]1,-936.1731,122.9755
arene_2228,O=c1nc2c(=O)occn2c(=O)o1,-714.6664,aryne_2571,O=c1nc2c(=O)oc#cn2c(=O)o1,-713.2901,133.3922
arene_2229,O=c1ccc2n[nH]c(=O)c(=O)n2s1,-1017.6846,aryne_2572,O=c1c#cc2n[nH]c(=O)c(=O)n2s1,-1016.3679,95.9926
arene_2230,O=c1ccn2[nH]nnon2[nH]1,-594.751,aryne_2573,O=c1c#cn2[nH]nnon2[nH]1,-593.4121,109.9233
arene_2232,O=c1ccon2[nH]cnon12,-598.56,aryne_2576,O=c1c#con2[nH]cnon12,-597.2214,109.7351
arene_2233,O=c1ncn2occc2n1,-506.378,aryne_2577,O=c1ncn2oc#cc2n1,-504.9693,153.7235
arene_2234,O=c1oc2cccc(=O)n2sc1=O,-1021.5121,aryne_2578,O=c1oc2cc#cc(=O)n2sc1=O,-1020.1816,104.6523
arene_2235,O=c1ncn2c(=O)ccc(=O)n2s1,-1017.6619,aryne_2579,O=c1ncn2c(=O)c#cc(=O)n2s1,-1016.3342,102.8952
arene_2236,O=c1nncc2cc[nH]c(=O)n12,-599.782,aryne_2580,O=c1nncc2c#c[nH]c(=O)n12,-598.4326,116.5122
arene_2238,O=c1ccn2oc(=O)nnc2c1,-619.5244,aryne_2582,O=c1c#cn2oc(=O)nnc2c1,-618.1894,107.4761
arene_2239,O=c1on2ccnnn2c(=O)c1=O,-710.6314,aryne_2583,O=c1on2c#cnnn2c(=O)c1=O,-709.2739,121.595
arene_2240,O=c1nc2[nH]ccn2c(=O)o1,-581.6442,aryne_2584,O=c1nc2[nH]c#cn2c(=O)o1,-580.2361,153.347
arene_2241,O=c1ccn2cncnn12,-486.5239,aryne_2585,O=c1c#cn2cncnn12,-485.1419,136.969
arene_2242,O=c1ccc2c(=O)[nH]c(=O)c=2c1=O,-661.5359,aryne_2586,O=c1c#cc2c(=O)[nH]c(=O)c=2c1=O,-660.2112,101.0127
arene_2243,O=c1cc[nH]n2nnnc12,-502.5317,aryne_2587,O=c1c#c[nH]n2nnnc12,-501.1946,108.7938
arene_2244,O=c1ncc2cc[nH]c(=O)c2o1,-603.6459,aryne_2588,O=c1ncc2c#c[nH]c(=O)c2o1,-602.2955,117.1397
arene_2245,O=c1cc[nH]n2cnnc12,-486.5345,aryne_2589,O=c1c#c[nH]n2cnnc12,-485.2008,106.6603
arene_2246,c1c[nH]n2cn[nH]nc-2[nH]1,-483.8663,aryne_2590,c1[nH]c2n[nH]ncn-2[nH]c#1,-482.5217,113.5001
arene_2247,O=c1ccn2[nH]c(=O)oc2c1,-565.5426,aryne_2591,O=c1c#cn2[nH]c(=O)oc2c1,-564.2087,106.7858
arene_2248,O=c1[nH]c2nccc(=O)n2[nH]1,-561.7733,aryne_2592,O=c1[nH]c2nc#cc(=O)n2[nH]1,-560.4408,105.9073
arene_2249,O=c1ccn2c(=O)oncc2c1,-603.5834,aryne_2593,O=c1c#cn2c(=O)oncc2c1,-602.2456,109.2331
arene_2250,O=c1cc2occsc-2c1,-817.1013,aryne_2594,O=c1cc2oc#csc-2c1,-815.7608,110.9274
arene_2252,O=c1ccn2c(=O)c(=O)on2o1,-676.4472,aryne_2596,O=c1c#cn2c(=O)c(=O)on2o1,-675.0981,116.3239
arene_2253,c1cc2occn2c1,-361.1583,aryne_2597,c1cc2occn2c#1,-359.7637,144.8756
arene_2253,c1cc2occn2c1,-361.1583,aryne_2598,c1oc2cccn2c#1,-359.755,150.3349
arene_2254,O=c1nc2scc[nH]n-2c1=O,-904.4535,aryne_2599,O=c1nc2sc#c[nH]n-2c1=O,-903.1235,104.3385
arene_2255,O=c1[nH]cnc2ccoc(=O)c12,-603.6611,aryne_2600,O=c1[nH]cnc2c#coc(=O)c12,-602.3121,116.2612
