arene_ID,arene_smiles
arene_461,O=c1ccc2occc(=O)c2s1
arene_462,O=c1[nH]n2cc[nH]n2c(=O)c1=O
arene_463,c1cnc2nnncc2c1
arene_464,O=c1cccc2oncc(=O)n12
arene_465,O=c1ccc2ncc(=O)c(=O)c=2c1=O
arene_466,O=c1sc2scc[nH]c=2c(=O)c1=O
arene_467,O=c1nn[nH]c2ccnn12
arene_468,O=c1ccoc2ncncc12
arene_469,O=c1ccc2sc(=O)[nH]c2o1
arene_470,O=c1nnn2sccon2s1
arene_471,O=c1cnc(=O)n2ccscc1-2
arene_472,O=c1ncc2nccc(=O)n2[nH]1
arene_473,O=c1cnc2c(=O)[nH]ccc2s1
arene_474,O=c1nnsc2ncccc12
arene_475,O=c1ccn2nconc-2c1=O
arene_476,c1ccn2snnsn2c1
arene_477,O=c1cnsc2c(=O)ccoc12
arene_478,O=c1ccsc(=O)s1
arene_479,O=c1ncc2ccccc2o1
arene_480,O=c1ncc2nsccn-2c1=O
arene_481,O=c1oc(=O)c2sccc2s1
arene_482,O=c1ccn2c(=O)onnn2c1=O
arene_483,c1cc2nnsc2s1
arene_484,O=c1ccn2c(=O)nn[nH]c2n1
arene_485,O=c1[nH]c(=O)c2oc(=O)ccc2[nH]1
arene_486,O=c1on2sccn2c1=O
arene_487,O=c1ccn2nn[nH]n12
arene_488,c1csn2[nH]ncn2o1
arene_489,c1n[nH]c2coccn-2[nH]1
arene_490,O=c1nn[nH]n2sccsn12
arene_491,c1n[nH]n2ccscc-2[nH]1
arene_492,O=c1ccc2c(=O)c(=O)[nH]c(=O)c1=2
arene_493,O=c1nnc2nccn2[nH]1
arene_494,O=c1sccn2[nH]ccon12
arene_495,c1cn2cnoc2n1
arene_496,O=c1nnsc2occc12
arene_497,O=c1cc2ccoc(=O)c2n[nH]1
arene_498,O=c1cnn2c(=O)ccoc2n1
arene_499,O=c1[nH]c(=O)c2c(=O)ccoc2[nH]1
arene_500,O=c1cc[nH]c2cncc(=O)n12
arene_501,O=c1scnc2ccnnc12
arene_502,O=c1ccc2[nH]c(=O)sc(=O)c2[nH]1
arene_503,O=c1occn2occon12
arene_504,c1ccc2ncncc2c1
arene_505,O=c1ccc(=O)n2ncsnc1-2
arene_506,O=c1cnc2ccoc(=O)c2[nH]1
arene_507,O=c1[nH]ccc2ccsc12
arene_508,O=c1ccc2[nH]cnsc=2c1=O
arene_509,c1csc2n[nH]ncn-2o1
arene_510,O=c1cccc2nnccn12
arene_511,O=c1ccc(=O)n2nn[nH]nc1-2
arene_512,O=c1oc(=O)c(=O)c2occsc1=2
arene_513,O=c1nncc2sccn12
arene_514,O=c1sccc2cncnc12
arene_515,O=c1nnc2occc2o1
arene_516,O=c1cnn2sccn12
arene_517,O=c1occ2occn2c1=O
arene_518,c1con2nn[nH]cc-2[nH]1
arene_519,O=c1sn2sccsn2sc1=O
arene_520,O=c1[nH]ccn2sccsn12
arene_521,O=c1sc(=O)c2scc[nH]c1=2
arene_522,O=c1sc(=O)c2ccnn2s1
arene_523,O=c1[nH]n2ccscc-2c(=O)c1=O
arene_524,O=c1nnoc2cnccc12
arene_525,O=c1[nH]c(=O)c2ccnn2s1
arene_526,c1cc2nc[nH]c2cn1
arene_527,O=c1nnn2ccncn12
arene_528,O=c1ncn2cc[nH]nc-2c1=O
arene_529,O=c1ccn2sncc(=O)c2c1
arene_530,O=c1ccn2ncccn12
arene_531,O=c1[nH]ccn2oncon12
arene_532,O=c1cc2c(=O)[nH]ccc2no1
arene_533,c1cn2ocnon2[nH]1
arene_534,O=c1[nH]c(=O)n2nccc2s1
arene_535,c1cn2[nH]ncon2cn1
arene_536,c1cnc2cocc2c1
arene_537,O=c1[nH]c2ncccc2oc1=O
arene_538,O=c1on2ccsc(=O)n2c1=O
arene_539,c1ncn2occon2n1
arene_540,c1cn2onc[nH]c-2n[nH]1
arene_541,O=c1ccn2snn[nH]n2o1
arene_542,O=c1ccsn2sncsn12
arene_543,O=c1nccc2ccccn12
arene_544,O=c1ccc2cscc2[nH]1
arene_545,O=c1ccn2[nH]cc[nH]n2s1
arene_546,O=c1snnc2ccccc12
arene_547,O=c1on2c(=O)ccc(=O)n2c(=O)s1
arene_548,O=c1ccc(=O)n2cn[nH]nc1-2
arene_549,O=c1cc2c(=O)sccc2c[nH]1
arene_550,O=c1ncn2cc[nH]cc1-2
arene_551,O=c1ccscc1
arene_552,c1cn2ccoc2n1
arene_553,O=c1ccsc2ncnn12
arene_554,O=c1ccsn2c(=O)ncn12
arene_555,O=c1sccn2c(=O)[nH]cc12
arene_556,c1cn2oncoc-2n[nH]1
arene_557,O=c1sc2cc[nH]c(=O)c2s1
arene_558,O=c1cc[nH]c2nncn12
arene_559,O=c1[nH]n2nnccn2c(=O)c1=O
arene_560,O=c1ccsn2snn[nH]n12
arene_561,O=c1sccc2cnsc12
arene_562,O=c1ccc2ccncc2s1
arene_563,O=c1sc2ccsc(=O)c2s1
arene_564,O=c1[nH]n2ccc(=O)c(=O)n2s1
arene_565,c1csn2cnonc-2o1
arene_566,O=c1ccn2c(=O)nccc2[nH]1
arene_567,O=c1nnc(=O)n2sccn12
arene_568,O=c1cnc2c(=O)ccsc2[nH]1
arene_569,O=c1ccc2cscc2o1
arene_570,O=c1ccon2ocnon12
arene_571,O=c1cccc2[nH]cnn12
arene_572,O=c1ccnc2ccsn12
arene_573,O=c1ccn2ccncn2c1=O
arene_574,c1cnc2nn[nH]c2c1
arene_575,O=c1[nH]c(=O)n2cccc2o1
arene_576,O=c1c(=O)c(=O)c2nccnc2c1=O
arene_577,O=c1oc2c(=O)cc[nH]c2s1
arene_578,O=c1ccc2[nH]ncc(=O)c2o1
arene_579,O=c1ccc2[nH]ncoc1=2
