arene_id,arene_smiles,aryne_id,aryne_smiles
arene_1,O=c1nc2ccsc2cs1,aryne_1,O=c1nc2c#csc2cs1
arene_2,c1csn2nn[nH]cc-2o1,aryne_2,c1oc2c[nH]nnn-2sc#1
arene_3,O=c1cnc2occsc=2c1=O,aryne_3,O=c1cnc2oc#csc=2c1=O
arene_4,O=c1cnc2sc(=O)ccc2s1,aryne_4,O=c1c#cc2sc(=O)cnc2s1
arene_5,O=c1ccn2sccsn2[nH]1,aryne_5,O=c1c#cn2sccsn2[nH]1
arene_5,O=c1ccn2sccsn2[nH]1,aryne_6,O=c1ccn2sc#csn2[nH]1
arene_6,O=c1[nH]n2occon2s1,aryne_7,O=c1[nH]n2oc#con2s1
arene_7,O=c1ncn2cnccn2c1=O,aryne_8,O=c1ncn2cnc#cn2c1=O
arene_8,c1csc2n[nH]ncn-2[nH]1,aryne_9,c1[nH]n2cn[nH]nc-2sc#1
arene_9,O=c1oc2[nH]ccoc=2c(=O)c1=O,aryne_10,O=c1oc2[nH]c#coc=2c(=O)c1=O
arene_10,O=c1oc(=O)c2nccc(=O)n2s1,aryne_11,O=c1oc(=O)c2nc#cc(=O)n2s1
arene_11,O=c1ccc(=O)c2c(=O)c(=O)sc1=2,aryne_12,O=c1c#cc(=O)c2c(=O)c(=O)sc1=2
arene_12,c1csc2nscnn-2o1,aryne_13,c1on2ncsnc-2sc#1
arene_13,O=c1cc[nH]n2c(=O)ncn12,aryne_14,O=c1c#c[nH]n2c(=O)ncn12
arene_14,O=c1sccc2nncn12,aryne_15,O=c1sc#cc2nncn12
arene_15,O=c1[nH]c(=O)c2sc(=O)ccc2[nH]1,aryne_16,O=c1[nH]c(=O)c2sc(=O)c#cc2[nH]1
arene_16,c1c[nH]nn1,aryne_17,c1nn[nH]c#1
arene_17,O=c1cc2ncccc2co1,aryne_18,O=c1cc2ncc#cc2co1
arene_18,c1cn2scc[nH]c-2c[nH]1,aryne_19,c1[nH]cc2[nH]ccsn-2c#1
arene_18,c1cn2scc[nH]c-2c[nH]1,aryne_20,c1[nH]c2c[nH]ccn-2sc#1
arene_19,O=c1ccsc2c(=O)ncoc12,aryne_21,O=c1c#csc2c(=O)ncoc12
arene_20,O=c1ccc2cnnn2s1,aryne_22,O=c1c#cc2cnnn2s1
arene_21,O=c1ccnc2ccnnn12,aryne_23,O=c1c#cnc2ccnnn12
arene_21,O=c1ccnc2ccnnn12,aryne_24,O=c1ccnc2c#cnnn12
arene_22,c1cc2ccnn2cn1,aryne_25,c1ncn2nccc2c#1
arene_23,c1csc2[nH]nn[nH]c=2[nH]1,aryne_26,c1[nH]c2[nH]nn[nH]c=2sc#1
arene_24,O=c1scc2ccnnn2c1=O,aryne_27,O=c1scc2c#cnnn2c1=O
arene_25,c1csn2cnnnn2[nH]1,aryne_28,c1[nH]n2nnncn2sc#1
arene_26,O=c1occn2nnnc12,aryne_29,O=c1oc#cn2nnnc12
arene_27,O=c1sccn2nccc12,aryne_30,O=c1sc#cn2nccc12
arene_28,O=c1ccc2[nH]cn[nH]c1=2,aryne_31,O=c1c#cc2[nH]cn[nH]c1=2
arene_29,O=c1ncon2[nH]ccsn12,aryne_32,O=c1ncon2[nH]c#csn12
arene_30,O=c1ccn2c(=O)[nH]ccn12,aryne_33,O=c1[nH]ccn2c(=O)c#cn12
arene_30,O=c1ccn2c(=O)[nH]ccn12,aryne_34,O=c1ccn2c(=O)[nH]c#cn12
arene_31,O=c1on2occc(=O)n2c1=O,aryne_35,O=c1on2oc#cc(=O)n2c1=O
arene_32,O=c1sncn2[nH]cc[nH]n12,aryne_36,O=c1sncn2[nH]c#c[nH]n12
arene_33,O=c1[nH]c2sccc(=O)c2c(=O)o1,aryne_37,O=c1[nH]c2sc#cc(=O)c2c(=O)o1
arene_34,c1con2snnn2o1,aryne_38,c1on2nnsn2oc#1
arene_35,O=c1ccc2c(=O)sc(=O)oc2o1,aryne_39,O=c1c#cc2c(=O)sc(=O)oc2o1
arene_36,O=c1cc2[nH]cc[nH]c-2c1,aryne_40,O=c1cc2[nH]c#c[nH]c-2c1
arene_37,c1csc2snc[nH]c=2[nH]1,aryne_41,c1[nH]c2[nH]cnsc=2sc#1
arene_38,O=c1cnc2nccn2o1,aryne_42,O=c1cnc2nc#cn2o1
arene_39,O=c1ncn2ncccn12,aryne_43,O=c1ncn2ncc#cn12
arene_40,O=c1nn[nH]n2occon12,aryne_44,O=c1nn[nH]n2oc#con12
arene_41,O=c1ccn2c(=O)onnn2c1=O,aryne_45,O=c1c#cn2c(=O)onnn2c1=O
arene_42,O=c1ccc2occc2o1,aryne_46,O=c1c#cc2occc2o1
arene_42,O=c1ccc2occc2o1,aryne_47,O=c1ccc2oc#cc2o1
arene_43,O=c1nnn2ccsn2c1=O,aryne_48,O=c1nnn2c#csn2c1=O
arene_44,O=c1[nH]cc2ccccn2c1=O,aryne_49,O=c1[nH]cc2c#cccn2c1=O
arene_44,O=c1[nH]cc2ccccn2c1=O,aryne_50,O=c1[nH]cc2ccc#cn2c1=O
arene_45,c1cc2nscc2nn1,aryne_51,c1nnc2csnc2c#1
arene_46,O=c1nc2ccon2c(=O)o1,aryne_52,O=c1nc2c#con2c(=O)o1
arene_47,O=c1ocnc2nccnc12,aryne_53,O=c1ocnc2nc#cnc12
arene_48,O=c1sc2cccn2s1,aryne_54,O=c1sc2cc#cn2s1
arene_49,O=c1nc2cnccc2no1,aryne_55,O=c1nc2cnc#cc2no1
arene_50,O=c1oc(=O)n2ccccn12,aryne_56,O=c1oc(=O)n2ccc#cn12
arene_51,O=c1c(=O)n2occsn2c1=O,aryne_57,O=c1c(=O)n2oc#csn2c1=O
arene_52,O=c1sc(=O)n2ccc(=O)n2s1,aryne_58,O=c1sc(=O)n2c#cc(=O)n2s1
arene_53,O=c1snc2c(=O)sccn2c1=O,aryne_59,O=c1snc2c(=O)sc#cn2c1=O
arene_54,O=c1onnc2c(=O)sccc12,aryne_60,O=c1onnc2c(=O)sc#cc12
arene_55,O=c1ccon2c(=O)ccn12,aryne_61,O=c1c#con2c(=O)ccn12
arene_55,O=c1ccon2c(=O)ccn12,aryne_62,O=c1ccon2c(=O)c#cn12
arene_56,O=c1[nH]ccc2cnoc(=O)c12,aryne_63,O=c1[nH]c#cc2cnoc(=O)c12
arene_57,O=c1ccc2csc(=O)nc2s1,aryne_64,O=c1c#cc2csc(=O)nc2s1
arene_58,c1csn2cnscc-2[nH]1,aryne_65,c1[nH]c2csncn-2sc#1
arene_59,c1con2cnnnn2[nH]1,aryne_66,c1[nH]n2nnncn2oc#1
arene_60,O=c1occ2ccsc(=O)n2c1=O,aryne_67,O=c1occ2c#csc(=O)n2c1=O
arene_61,O=c1cc2occc2n[nH]1,aryne_68,O=c1cc2oc#cc2n[nH]1
arene_62,O=c1occ2c(=O)ccon2c1=O,aryne_69,O=c1occ2c(=O)c#con2c1=O
arene_63,O=c1scc2cnccn2c1=O,aryne_70,O=c1scc2cnc#cn2c1=O
arene_64,O=c1ncc2sccoc=2c1=O,aryne_71,O=c1ncc2sc#coc=2c1=O
arene_65,O=c1ocnc2cccn12,aryne_72,O=c1ocnc2cc#cn12
arene_66,O=c1[nH]c2cccc(=O)n2sc1=O,aryne_73,O=c1[nH]c2cc#cc(=O)n2sc1=O
arene_67,c1csn2[nH]ccn2[nH]1,aryne_74,c1[nH]n2cc[nH]n2sc#1
arene_67,c1csn2[nH]ccn2[nH]1,aryne_75,c1[nH]n2scc[nH]n2c#1
arene_68,O=c1cc2nnccc2co1,aryne_76,O=c1cc2nnc#cc2co1
arene_69,O=c1ccn2sc(=O)c(=O)oc2c1,aryne_77,O=c1c#cn2sc(=O)c(=O)oc2c1
arene_70,c1cn2onn[nH]c-2n[nH]1,aryne_78,c1[nH]nc2[nH]nnon-2c#1
arene_71,O=c1ccn2c(=O)ccsc2n1,aryne_79,O=c1c#cn2c(=O)ccsc2n1
arene_71,O=c1ccn2c(=O)ccsc2n1,aryne_80,O=c1ccn2c(=O)c#csc2n1
arene_72,O=c1[nH]ccc2nncnc12,aryne_81,O=c1[nH]c#cc2nncnc12
arene_73,c1cnn2ccnc2n1,aryne_82,c1nc2nccnn2c#1
arene_74,O=c1ccc2nn[nH]c2[nH]1,aryne_83,O=c1c#cc2nn[nH]c2[nH]1
arene_75,O=c1[nH]c2nnccc2s1,aryne_84,O=c1[nH]c2nnc#cc2s1
arene_76,O=c1nnn2[nH]ccc(=O)c2n1,aryne_85,O=c1nnn2[nH]c#cc(=O)c2n1
arene_77,O=c1sccc2cncn12,aryne_86,O=c1sc#cc2cncn12
arene_78,O=c1ccc2[nH]cc[nH]c1=2,aryne_87,O=c1c#cc2[nH]cc[nH]c1=2
arene_78,O=c1ccc2[nH]cc[nH]c1=2,aryne_88,O=c1ccc2[nH]c#c[nH]c1=2
arene_79,O=c1ncn2[nH]ccc(=O)c2n1,aryne_89,O=c1ncn2[nH]c#cc(=O)c2n1
arene_80,O=c1ccsc2cscc12,aryne_90,O=c1c#csc2cscc12
arene_81,O=c1ccsn2c(=O)ccn12,aryne_91,O=c1c#csn2c(=O)ccn12
arene_81,O=c1ccsn2c(=O)ccn12,aryne_92,O=c1ccsn2c(=O)c#cn12
arene_82,c1cnc2onnc2n1,aryne_93,c1nc2nnoc2nc#1
arene_83,O=c1nnc2ccc(=O)oc2[nH]1,aryne_94,O=c1nnc2c#cc(=O)oc2[nH]1
arene_84,O=c1[nH]ccn2sccsn12,aryne_95,O=c1[nH]c#cn2sccsn12
arene_84,O=c1[nH]ccn2sccsn12,aryne_96,O=c1[nH]ccn2sc#csn12
arene_85,O=c1[nH]c(=O)c2nccn2s1,aryne_97,O=c1[nH]c(=O)c2nc#cn2s1
arene_86,O=c1ccc2c(=O)c(=O)ncc1=2,aryne_98,O=c1c#cc2c(=O)c(=O)ncc1=2
arene_87,O=c1ccn2nnnc2s1,aryne_99,O=c1c#cn2nnnc2s1
arene_88,O=c1onnc2sccc12,aryne_100,O=c1onnc2sc#cc12
arene_89,O=c1ccc2[nH]ccc(=O)c2s1,aryne_101,O=c1c#cc2[nH]ccc(=O)c2s1
arene_89,O=c1ccc2[nH]ccc(=O)c2s1,aryne_102,O=c1ccc2[nH]c#cc(=O)c2s1
arene_90,O=c1ccn2oc(=O)c(=O)sc2c1,aryne_103,O=c1c#cn2oc(=O)c(=O)sc2c1
arene_91,O=c1cc2ccc(=O)sn2nn1,aryne_104,O=c1cc2c#cc(=O)sn2nn1
arene_92,c1cn2occon2nn1,aryne_105,c1nnn2occon2c#1
arene_92,c1cn2occon2nn1,aryne_106,c1on2ccnnn2oc#1
arene_93,O=c1cnnc2ncccn12,aryne_107,O=c1cnnc2ncc#cn12
arene_94,O=c1nnc2sccc2s1,aryne_108,O=c1nnc2sc#cc2s1
arene_95,O=c1ccn2ncon2c1=O,aryne_109,O=c1c#cn2ncon2c1=O
arene_96,c1con2ccsnc-2[nH]1,aryne_110,c1[nH]c2nsccn-2oc#1
arene_96,c1con2ccsnc-2[nH]1,aryne_111,c1snc2[nH]ccon-2c#1
arene_97,O=c1ccn2c(=O)cccc2[nH]1,aryne_112,O=c1c#cn2c(=O)cccc2[nH]1
arene_97,O=c1ccn2c(=O)cccc2[nH]1,aryne_113,O=c1ccn2c(=O)c#ccc2[nH]1
arene_98,O=c1ccc2nnccc2o1,aryne_114,O=c1c#cc2nnccc2o1
arene_98,O=c1ccc2nnccc2o1,aryne_115,O=c1ccc2nnc#cc2o1
arene_99,O=c1[nH]c2cccnc2c(=O)o1,aryne_116,O=c1[nH]c2c#ccnc2c(=O)o1
arene_99,O=c1[nH]c2cccnc2c(=O)o1,aryne_117,O=c1[nH]c2cc#cnc2c(=O)o1
arene_100,O=c1ncc2ccc(=O)oc2[nH]1,aryne_118,O=c1ncc2c#cc(=O)oc2[nH]1
arene_101,O=c1[nH]cnc2c(=O)[nH]ccc12,aryne_119,O=c1[nH]cnc2c(=O)[nH]c#cc12
arene_102,c1cn2onnc2n1,aryne_120,c1nc2nnon2c#1
arene_103,O=c1cc2ccoc2c[nH]1,aryne_121,O=c1cc2c#coc2c[nH]1
arene_104,O=c1ccc2n[nH]cnn1-2,aryne_122,O=c1c#cc2n[nH]cnn1-2
arene_105,O=c1snnn2sccsn12,aryne_123,O=c1snnn2sc#csn12
arene_106,c1cn2[nH]nn[nH]n2[nH]1,aryne_124,c1[nH]n2[nH]nn[nH]n2c#1
arene_107,O=c1ccon2cnnc12,aryne_125,O=c1c#con2cnnc12
arene_108,O=c1c(=O)c2cccn2c1=O,aryne_126,O=c1c(=O)c2cc#cn2c1=O
arene_109,O=c1cnn2occsn2s1,aryne_127,O=c1cnn2oc#csn2s1
arene_110,c1cc2nn[nH]c2[nH]1,aryne_128,c1[nH]c2[nH]nnc2c#1
arene_111,O=c1ccn2c(=O)sc(=O)n2s1,aryne_129,O=c1c#cn2c(=O)sc(=O)n2s1
arene_112,O=c1oc(=O)c2nccn2s1,aryne_130,O=c1oc(=O)c2nc#cn2s1
arene_113,O=c1sn2c(=O)ccsn2c1=O,aryne_131,O=c1sn2c(=O)c#csn2c1=O
arene_114,O=c1snnn2sccon12,aryne_132,O=c1snnn2sc#con12
arene_115,O=c1cc2sc(=O)ccn2cn1,aryne_133,O=c1cc2sc(=O)c#cn2cn1
arene_116,O=c1cc[nH]c2cnoc12,aryne_134,O=c1c#c[nH]c2cnoc12
arene_117,O=c1ccn2ccc(=O)oc2c1,aryne_135,O=c1c#cn2ccc(=O)oc2c1
arene_117,O=c1ccn2ccc(=O)oc2c1,aryne_136,O=c1ccn2c#cc(=O)oc2c1
arene_118,O=c1[nH]ccc2nnoc(=O)c12,aryne_137,O=c1[nH]c#cc2nnoc(=O)c12
arene_119,c1noc2nsccn-2o1,aryne_138,c1snc2oncon-2c#1
arene_120,c1n[nH]c2sccsc=2[nH]1,aryne_139,c1sc2[nH]cn[nH]c=2sc#1
arene_121,O=c1[nH]c2ccoc(=O)c2s1,aryne_140,O=c1[nH]c2c#coc(=O)c2s1
arene_122,O=c1occ2ccnnn12,aryne_141,O=c1occ2c#cnnn12
arene_123,O=c1ccnc2ccsc(=O)n12,aryne_142,O=c1c#cnc2ccsc(=O)n12
arene_123,O=c1ccnc2ccsc(=O)n12,aryne_143,O=c1ccnc2c#csc(=O)n12
arene_124,O=c1ccc2c(=O)nc[nH]c2s1,aryne_144,O=c1c#cc2c(=O)nc[nH]c2s1
arene_125,O=c1ncc2ccccc2[nH]1,aryne_145,O=c1ncc2c#cccc2[nH]1
arene_125,O=c1ncc2ccccc2[nH]1,aryne_146,O=c1ncc2cc#ccc2[nH]1
arene_125,O=c1ncc2ccccc2[nH]1,aryne_147,O=c1ncc2ccc#cc2[nH]1
arene_126,O=c1nnsn2occsn12,aryne_148,O=c1nnsn2oc#csn12
arene_127,O=c1ccc(=O)n2c(=O)[nH]ncn12,aryne_149,O=c1c#cc(=O)n2c(=O)[nH]ncn12
arene_128,O=c1ccc2sncc(=O)c2s1,aryne_150,O=c1c#cc2sncc(=O)c2s1
arene_129,O=c1nnc2cccc(=O)n2o1,aryne_151,O=c1nnc2cc#cc(=O)n2o1
arene_130,c1csn2cnocc-2s1,aryne_152,c1sc2concn-2sc#1
arene_131,O=c1[nH]c(=O)n2sccon2s1,aryne_153,O=c1[nH]c(=O)n2sc#con2s1
arene_132,c1cc2cnsc2cn1,aryne_154,c1ncc2sncc2c#1
arene_133,O=c1[nH]c2c(=O)cc[nH]c2sc1=O,aryne_155,O=c1[nH]c2c(=O)c#c[nH]c2sc1=O
arene_134,O=c1ccn2c(=O)c(=O)cc1-2,aryne_156,O=c1c#cn2c(=O)c(=O)cc1-2
arene_135,O=c1ccc(=O)c2onc[nH]c1=2,aryne_157,O=c1c#cc(=O)c2onc[nH]c1=2
arene_136,O=c1ccn2c(=O)c(=O)c(=O)cc-2c1=O,aryne_158,O=c1c#cn2c(=O)c(=O)c(=O)cc-2c1=O
arene_137,c1cnc2nnncc2c1,aryne_159,c1cc2cnnnc2nc#1
arene_137,c1cnc2nnncc2c1,aryne_160,c1cnc2nnncc2c#1
arene_138,O=c1cc2ccc(=O)sc2c[nH]1,aryne_161,O=c1cc2c#cc(=O)sc2c[nH]1
arene_139,O=c1[nH]c(=O)c2ncccc2o1,aryne_162,O=c1[nH]c(=O)c2nc#ccc2o1
arene_139,O=c1[nH]c(=O)c2ncccc2o1,aryne_163,O=c1[nH]c(=O)c2ncc#cc2o1
arene_140,O=c1ccc2[nH]nn[nH]c=2c1=O,aryne_164,O=c1c#cc2[nH]nn[nH]c=2c1=O
arene_141,O=c1c(=O)c(=O)n2c(=O)ccn2c1=O,aryne_165,O=c1c(=O)c(=O)n2c(=O)c#cn2c1=O
arene_142,O=c1[nH]ccc2nnnn12,aryne_166,O=c1[nH]c#cc2nnnn12
arene_143,O=c1[nH]c(=O)n2c(=O)ccnc2o1,aryne_167,O=c1[nH]c(=O)n2c(=O)c#cnc2o1
arene_144,O=c1nnc2sc(=O)ccc2o1,aryne_168,O=c1nnc2sc(=O)c#cc2o1
arene_145,c1ccn2cnnc2c1,aryne_169,c1ccn2cnnc2c#1
arene_145,c1ccn2cnnc2c1,aryne_170,c1ccc2nncn2c#1
arene_146,O=c1ccc2ccccc2o1,aryne_171,O=c1c#cc2ccccc2o1
arene_146,O=c1ccc2ccccc2o1,aryne_172,O=c1ccc2c#cccc2o1
arene_146,O=c1ccc2ccccc2o1,aryne_173,O=c1ccc2cc#ccc2o1
arene_146,O=c1ccc2ccccc2o1,aryne_174,O=c1ccc2ccc#cc2o1
arene_147,O=c1sccc2ncncc12,aryne_175,O=c1sc#cc2ncncc12
arene_148,c1cc2cscc2s1,aryne_176,c1sc2cscc2c#1
arene_149,O=c1cc2c(=O)occn2c(=O)[nH]1,aryne_177,O=c1cc2c(=O)oc#cn2c(=O)[nH]1
arene_150,O=c1ocnc2nnccc12,aryne_178,O=c1ocnc2nnc#cc12
arene_151,O=c1[nH]c2ccccc2c(=O)s1,aryne_179,O=c1[nH]c2c#cccc2c(=O)s1
arene_151,O=c1[nH]c2ccccc2c(=O)s1,aryne_180,O=c1[nH]c2cc#ccc2c(=O)s1
arene_151,O=c1[nH]c2ccccc2c(=O)s1,aryne_181,O=c1[nH]c2ccc#cc2c(=O)s1
arene_152,O=c1cnn2ccsn12,aryne_182,O=c1cnn2c#csn12
arene_153,O=c1ccc(=O)c2c(=O)c(=O)[nH]c(=O)c1=2,aryne_183,O=c1c#cc(=O)c2c(=O)c(=O)[nH]c(=O)c1=2
arene_154,O=c1ccn2cnc(=O)n2o1,aryne_184,O=c1c#cn2cnc(=O)n2o1
arene_155,O=c1occc2ccoc(=O)c12,aryne_185,O=c1oc#cc2ccoc(=O)c12
arene_156,O=c1ccn2c(=O)scnc2n1,aryne_186,O=c1c#cn2c(=O)scnc2n1
arene_157,c1csn2snnn2s1,aryne_187,c1sn2nnsn2sc#1
arene_158,O=c1ncn2sccc2n1,aryne_188,O=c1ncn2sc#cc2n1
arene_159,O=c1ccn2nnon12,aryne_189,O=c1c#cn2nnon12
arene_160,c1csn2[nH]ncn2[nH]1,aryne_190,c1[nH]n2cn[nH]n2sc#1
arene_161,O=c1nc2ccoc(=O)n2c(=O)s1,aryne_191,O=c1nc2c#coc(=O)n2c(=O)s1
arene_162,O=c1scc2c(=O)ccon2c1=O,aryne_192,O=c1scc2c(=O)c#con2c1=O
arene_163,O=c1cc2occc(=O)c2cs1,aryne_193,O=c1cc2oc#cc(=O)c2cs1
arene_164,O=c1sc(=O)n2cc[nH]n2c1=O,aryne_194,O=c1sc(=O)n2c#c[nH]n2c1=O
arene_165,c1ccc2nncnc2c1,aryne_195,c1cc2ncnnc2cc#1
arene_165,c1ccc2nncnc2c1,aryne_196,c1ccc2nncnc2c#1
arene_165,c1ccc2nncnc2c1,aryne_197,c1ccc2ncnnc2c#1
arene_166,O=c1[nH]nc2sccn2c1=O,aryne_198,O=c1[nH]nc2sc#cn2c1=O
arene_167,O=c1ccc(=O)n2c(=O)cnsn12,aryne_199,O=c1c#cc(=O)n2c(=O)cnsn12
arene_168,O=c1ccc(=O)n2ncocc1-2,aryne_200,O=c1c#cc(=O)n2ncocc1-2
arene_169,O=c1ccn2c(=O)c(=O)nc1-2,aryne_201,O=c1c#cn2c(=O)c(=O)nc1-2
arene_170,c1csn2cc[nH]n2[nH]1,aryne_202,c1[nH]n2[nH]ccn2sc#1
arene_170,c1csn2cc[nH]n2[nH]1,aryne_203,c1[nH]n2[nH]ccsn2c#1
arene_171,O=c1ccnc2ncon12,aryne_204,O=c1c#cnc2ncon12
arene_172,O=c1ncnc2occn12,aryne_205,O=c1ncnc2oc#cn12
arene_173,O=c1ccc2nc(=O)occ2[nH]1,aryne_206,O=c1c#cc2nc(=O)occ2[nH]1
arene_174,c1csn2nnnnn2[nH]1,aryne_207,c1[nH]n2nnnnn2sc#1
arene_175,O=c1ccsc2ncnnc12,aryne_208,O=c1c#csc2ncnnc12
arene_176,c1cn2sccsc-2n[nH]1,aryne_209,c1[nH]nc2sccsn-2c#1
arene_176,c1cn2sccsc-2n[nH]1,aryne_210,c1sc2n[nH]ccn-2sc#1
arene_177,O=c1nnc(=O)n2ccscc1-2,aryne_211,O=c1nnc(=O)n2c#cscc1-2
arene_178,O=c1ccn2cccnc2c1,aryne_212,O=c1c#cn2cccnc2c1
arene_178,O=c1ccn2cccnc2c1,aryne_213,O=c1ccn2c#ccnc2c1
arene_179,O=c1ccsc2nsnc12,aryne_214,O=c1c#csc2nsnc12
arene_180,O=c1nnn2c(=O)occn12,aryne_215,O=c1nnn2c(=O)oc#cn12
arene_181,O=c1ccc2[nH]cnc(=O)c2o1,aryne_216,O=c1c#cc2[nH]cnc(=O)c2o1
arene_182,O=c1cc2c(=O)sccn2nn1,aryne_217,O=c1cc2c(=O)sc#cn2nn1
arene_183,O=c1nnc2ccoc(=O)c2s1,aryne_218,O=c1nnc2c#coc(=O)c2s1
arene_184,O=c1ccn2ncncc2n1,aryne_219,O=c1c#cn2ncncc2n1
arene_185,O=c1[nH]ncc2nccn12,aryne_220,O=c1[nH]ncc2nc#cn12
arene_186,O=c1oc(=O)n2c(=O)occn12,aryne_221,O=c1oc(=O)n2c(=O)oc#cn12
arene_187,O=c1sn2cc[nH]nc-2c1=O,aryne_222,O=c1sn2c#c[nH]nc-2c1=O
arene_188,O=c1ccc2ncc(=O)c1=2,aryne_223,O=c1c#cc2ncc(=O)c1=2
arene_189,c1cnc2ccoc2c1,aryne_224,c1cc2occc2nc#1
arene_189,c1cnc2ccoc2c1,aryne_225,c1cnc2ccoc2c#1
arene_189,c1cnc2ccoc2c1,aryne_226,c1oc2cccnc2c#1
arene_190,c1cc2ncnnc2cn1,aryne_227,c1ncc2nncnc2c#1
arene_191,O=c1ccsn2c(=O)cncc12,aryne_228,O=c1c#csn2c(=O)cncc12
arene_192,O=c1oc2occsc=2c(=O)c1=O,aryne_229,O=c1oc2oc#csc=2c(=O)c1=O
arene_193,O=c1ncnc2sccn12,aryne_230,O=c1ncnc2sc#cn12
arene_194,O=c1cnc2ccnnc2s1,aryne_231,O=c1cnc2c#cnnc2s1
arene_195,O=c1cc[nH]c2cccn12,aryne_232,O=c1c#c[nH]c2cccn12
arene_195,O=c1cc[nH]c2cccn12,aryne_233,O=c1cc[nH]c2cc#cn12
arene_196,O=c1sc2ccsc2sc1=O,aryne_234,O=c1sc2c#csc2sc1=O
arene_197,O=c1ccn2cnonc-2c1=O,aryne_235,O=c1c#cn2cnonc-2c1=O
arene_198,O=c1onnc2ccsc12,aryne_236,O=c1onnc2c#csc12
arene_199,O=c1nncco1,aryne_237,O=c1nnc#co1
arene_200,O=c1ccsn2c(=O)nccc12,aryne_238,O=c1c#csn2c(=O)nccc12
arene_201,O=c1cc2ccncc2co1,aryne_239,O=c1cc2c#cncc2co1
arene_202,O=c1nc2occc(=O)c2ns1,aryne_240,O=c1nc2oc#cc(=O)c2ns1
arene_203,O=c1ccsc2c(=O)nc[nH]c12,aryne_241,O=c1c#csc2c(=O)nc[nH]c12
arene_204,c1cn2occsn2nn1,aryne_242,c1nnn2sccon2c#1
arene_204,c1cn2occsn2nn1,aryne_243,c1on2ccnnn2sc#1
arene_205,O=c1oc(=O)c2occc(=O)c2o1,aryne_244,O=c1oc(=O)c2oc#cc(=O)c2o1
arene_206,O=c1occn2c(=O)[nH]nc12,aryne_245,O=c1oc#cn2c(=O)[nH]nc12
arene_207,O=c1cc[nH]c2cnoc(=O)c12,aryne_246,O=c1c#c[nH]c2cnoc(=O)c12
arene_208,O=c1ccsc2c(=O)ccsc12,aryne_247,O=c1c#csc2c(=O)ccsc12
arene_209,O=c1ccnc2cnccn12,aryne_248,O=c1c#cnc2cnccn12
arene_209,O=c1ccnc2cnccn12,aryne_249,O=c1ccnc2cnc#cn12
arene_210,O=c1ccc2ocn[nH]c1=2,aryne_250,O=c1c#cc2ocn[nH]c1=2
arene_211,O=c1ccn2sc(=O)nnc2n1,aryne_251,O=c1c#cn2sc(=O)nnc2n1
arene_212,O=c1nnc(=O)n2c(=O)occn12,aryne_252,O=c1nnc(=O)n2c(=O)oc#cn12
arene_213,O=c1sc2csccn-2c1=O,aryne_253,O=c1sc2csc#cn-2c1=O
arene_214,O=c1c(=O)c(=O)n2scc[nH]n2c1=O,aryne_254,O=c1c(=O)c(=O)n2sc#c[nH]n2c1=O
arene_215,O=c1ccnc2cnoc(=O)n12,aryne_255,O=c1c#cnc2cnoc(=O)n12
arene_216,O=c1cc[nH]n2snnsn12,aryne_256,O=c1c#c[nH]n2snnsn12
arene_217,O=c1ccn2ccnc2o1,aryne_257,O=c1c#cn2ccnc2o1
arene_217,O=c1ccn2ccnc2o1,aryne_258,O=c1ccn2c#cnc2o1
arene_218,O=c1ccoc2nncnc12,aryne_259,O=c1c#coc2nncnc12
arene_219,O=c1oc(=O)c(=O)c2occsc1=2,aryne_260,O=c1oc(=O)c(=O)c2oc#csc1=2
arene_220,O=c1[nH]ncc2ccncc12,aryne_261,O=c1[nH]ncc2c#cncc12
arene_221,O=c1ccn2c(=O)occ2o1,aryne_262,O=c1c#cn2c(=O)occ2o1
arene_222,c1csn2ncsnc-2[nH]1,aryne_263,c1[nH]c2nscnn-2sc#1
arene_223,O=c1[nH]nnc2sccc12,aryne_264,O=c1[nH]nnc2sc#cc12
arene_224,O=c1ccc2[nH]c(=O)c(=O)oc2[nH]1,aryne_265,O=c1c#cc2[nH]c(=O)c(=O)oc2[nH]1
arene_225,O=c1[nH]cc[nH]c1=O,aryne_266,O=c1[nH]c#c[nH]c1=O
arene_226,O=c1nc2cc[nH]c(=O)c2n[nH]1,aryne_267,O=c1nc2c#c[nH]c(=O)c2n[nH]1
arene_227,O=c1[nH]c2ccoc(=O)c2oc1=O,aryne_268,O=c1[nH]c2c#coc(=O)c2oc1=O
arene_228,O=c1scc2cccnn12,aryne_269,O=c1scc2c#ccnn12
arene_229,c1csc2nscnn-2[nH]1,aryne_270,c1[nH]n2ncsnc-2sc#1
arene_230,O=c1ccc2c(=O)cnoc2o1,aryne_271,O=c1c#cc2c(=O)cnoc2o1
arene_231,O=c1[nH]cc2c(=O)cc[nH]n2c1=O,aryne_272,O=c1[nH]cc2c(=O)c#c[nH]n2c1=O
arene_232,O=c1cnc(=O)n2cnccn12,aryne_273,O=c1cnc(=O)n2cnc#cn12
arene_233,O=c1oc(=O)c2c(=O)[nH]ccc2o1,aryne_274,O=c1oc(=O)c2c(=O)[nH]c#cc2o1
arene_234,O=c1[nH]n2sccsn2sc1=O,aryne_275,O=c1[nH]n2sc#csn2sc1=O
arene_235,O=c1sc2ccsc2s1,aryne_276,O=c1sc2c#csc2s1
