bad_hetero_ID,no_arene_smiles
no_arene_8291,O=c1nnsc2c(=O)nnsc12
no_arene_8292,O=c1nnon2nnnc12
no_arene_8293,O=c1[nH]c2nsc(=O)n2sc1=O
no_arene_8294,O=c1[nH]c(=O)n2c(=O)c(=O)on2s1
no_arene_8295,O=c1cc2ncncn2c(=O)o1
no_arene_8296,O=c1oc2coc(=O)c(=O)n2o1
no_arene_8297,O=c1on2cnc(=O)c(=O)n2o1
no_arene_8298,O=c1[nH]c(=O)n2cnc(=O)n2[nH]1
no_arene_8299,O=c1[nH]c(=O)n2sc(=O)c(=O)n2o1
no_arene_8300,O=c1sc2coc(=O)n2s1
no_arene_8301,c1nncc2nsnc12
no_arene_8302,O=c1sn2cnsnc-2c1=O
no_arene_8303,O=c1sc(=O)c2cnoc(=O)c2s1
no_arene_8304,O=c1oc(=O)c(=O)c2snnoc1=2
no_arene_8305,O=c1nnc2[nH]c(=O)sc(=O)c2[nH]1
no_arene_8306,O=c1on2cnc(=O)n2sc1=O
no_arene_8307,O=c1cnn2cnc(=O)oc2n1
no_arene_8308,O=c1on2ocnon2oc1=O
no_arene_8309,O=c1[nH]cnn2oncsn12
no_arene_8310,c1nsn2cnsnc-2[nH]1
no_arene_8311,O=c1[nH]c(=O)c2c(=O)oc(=O)oc2o1
no_arene_8312,O=c1[nH]n2c(=O)nnc(=O)n2oc1=O
no_arene_8313,O=c1sc(=O)n2c(=O)sncn2c1=O
no_arene_8314,O=c1cnc2ocnc2[nH]1
no_arene_8315,O=c1oc2oncc(=O)c2oc1=O
no_arene_8316,O=c1[nH]c2[nH]c(=O)c(=O)sc2c(=O)s1
no_arene_8317,O=c1[nH]n2c(=O)c(=O)c(=O)[nH]n2o1
no_arene_8318,O=c1cc2[nH]ncc2co1
no_arene_8319,O=c1[nH]c2c(=O)[nH]cnc2o1
no_arene_8320,O=c1cc2c(=O)cn[nH]c2no1
no_arene_8321,O=c1nc2[nH]c(=O)c(=O)sn2c(=O)s1
no_arene_8322,O=c1nn[nH]c(=O)o1
no_arene_8323,O=c1oc2nsc(=O)n2s1
no_arene_8324,O=c1[nH]n2cncnn2c1=O
no_arene_8325,O=c1nc2ncnnc2ns1
no_arene_8326,O=c1[nH]nnc2ncncc12
no_arene_8327,O=c1ncsc2c(=O)[nH]ncc12
no_arene_8328,O=c1[nH]cnn2c(=O)ncnc12
no_arene_8329,O=c1nnc2c(=O)sc(=O)oc2o1
no_arene_8330,O=c1ncn2[nH]nnn2c1=O
no_arene_8331,O=c1cc2onc[nH]n-2c(=O)c1=O
no_arene_8332,O=c1oc2ncoc2o1
no_arene_8333,O=c1oc2connn-2c1=O
no_arene_8334,O=c1[nH]c(=O)c2c(=O)nnsc2[nH]1
no_arene_8335,O=c1nnn2c(=O)sncn2c1=O
no_arene_8336,c1nn2snn[nH]c-2no1
no_arene_8337,O=c1oc2ncsc(=O)c2c(=O)s1
no_arene_8338,O=c1[nH]n2[nH]c(=O)c(=O)c(=O)n2c(=O)o1
no_arene_8339,O=c1[nH]c(=O)n2cnoc(=O)n2c1=O
no_arene_8340,O=c1scc2[nH]nnc(=O)n2c1=O
no_arene_8341,O=c1oc2snnc(=O)c2c(=O)s1
no_arene_8342,O=c1ncn2c(=O)sc(=O)cc2o1
no_arene_8343,O=c1cnn2c(=O)c(=O)cnn2s1
no_arene_8344,O=c1cc2sc(=O)cnn2c(=O)s1
no_arene_8345,O=c1snc2snnn12
no_arene_8346,O=c1nnn2sc(=O)c(=O)sn2c1=O
no_arene_8347,O=c1[nH]c2oncc(=O)c2[nH]1
no_arene_8348,O=c1sncc2cncnc12
no_arene_8349,O=c1nc2oc(=O)c(=O)sn2c(=O)[nH]1
no_arene_8350,O=c1ncc2coc(=O)n2[nH]1
no_arene_8351,O=c1[nH]c(=O)n2sc(=O)c(=O)on2c1=O
no_arene_8352,O=c1nc2oncsn-2c(=O)c1=O
no_arene_8353,O=c1cnsc(=O)[nH]1
no_arene_8354,O=c1[nH]n2c(=O)cnsn2c(=O)c1=O
no_arene_8355,O=c1ncsc2c(=O)oncc12
no_arene_8356,O=c1oc(=O)c2c(=O)[nH]nnc2o1
no_arene_8357,O=c1cc2[nH]cnc(=O)c2n[nH]1
no_arene_8358,c1nc2n[nH]nc2o1
no_arene_8359,O=c1cc2[nH]c(=O)ncc2c[nH]1
no_arene_8360,O=c1oc2n[nH]cnn-2c(=O)c1=O
no_arene_8361,O=c1cnn2nnc(=O)[nH]c2n1
no_arene_8362,O=c1ncn2nnsc2n1
no_arene_8363,O=c1cncc2ocnc(=O)n12
no_arene_8364,O=c1nnc2[nH]cn[nH]c=2c1=O
no_arene_8365,O=c1[nH]nc2c(=O)c(=O)c(=O)n2c1=O
no_arene_8366,O=c1nc[nH]n2[nH]ncon12
no_arene_8367,O=c1nnc2coc(=O)nc2[nH]1
no_arene_8368,O=c1oc2[nH]ncc(=O)c2sc1=O
no_arene_8369,O=c1oc2ncoc2oc1=O
no_arene_8370,O=c1[nH]c(=O)c2cnnnc2o1
no_arene_8371,O=c1ocnc2nocc12
no_arene_8372,O=c1cc2sc(=O)[nH]c(=O)n2nn1
no_arene_8373,O=c1oc(=O)c2nocc2o1
no_arene_8374,O=c1nc2c(=O)c(=O)c(=O)c(=O)c2no1
no_arene_8375,O=c1nnc2oc(=O)c(=O)c(=O)c=2c1=O
no_arene_8376,O=c1ncn2c(=O)oncn12
no_arene_8377,c1noc2oncc12
no_arene_8378,O=c1oc(=O)n2c(=O)scc2o1
no_arene_8379,O=c1ncn2nncc2o1
no_arene_8380,O=c1sc(=O)n2cnncn12
no_arene_8381,O=c1cnc2nc(=O)[nH]nc2[nH]1
no_arene_8382,O=c1ncn2c(=O)oncn2c1=O
no_arene_8383,O=c1nc2nnc(=O)on2c(=O)o1
no_arene_8384,O=c1[nH]nnc2scnc12
no_arene_8385,O=c1nc2c(=O)sc(=O)sc2n[nH]1
no_arene_8386,O=c1[nH]c(=O)n2ocnn12
no_arene_8387,O=c1nnsc2oncc12
no_arene_8388,O=c1onnc2nnsc(=O)c12
no_arene_8389,O=c1nc2cnc(=O)c(=O)n-2c(=O)c1=O
no_arene_8390,O=c1ocnc2nnoc(=O)c12
no_arene_8391,O=c1nnn2nnon12
no_arene_8392,O=c1cn[nH]n2nnnc12
no_arene_8393,O=c1[nH]n2cnoc(=O)n2c(=O)c1=O
no_arene_8394,O=c1nnn2c(=O)cnc(=O)n2[nH]1
no_arene_8395,O=c1nc2onn[nH]n-2c(=O)c1=O
no_arene_8396,O=c1nc2snnon-2c(=O)c1=O
no_arene_8397,O=c1[nH]c(=O)n2ncnc2s1
no_arene_8398,c1ncn2sncon2n1
no_arene_8399,O=c1sncn2c(=O)occ12
no_arene_8400,O=c1nc2sc(=O)c(=O)c(=O)c-2nc1=O
no_arene_8401,O=c1nnoc2c[nH]nc12
no_arene_8402,O=c1scnc2nsc(=O)n12
no_arene_8403,O=c1onc2cncnn12
no_arene_8404,O=c1[nH]c2nnnn2[nH]1
no_arene_8405,O=c1cnc2sc(=O)sc2s1
no_arene_8406,O=c1ncn2ocnon2s1
no_arene_8407,O=c1nnn2[nH]ncon2o1
no_arene_8408,O=c1cn[nH]c2nnncc12
no_arene_8409,O=c1cnon2c(=O)ncnc12
no_arene_8410,O=c1cnoc2nscc12
no_arene_8411,O=c1nc2[nH]c(=O)c(=O)c-2nc1=O
no_arene_8412,c1nsc2conc12
no_arene_8413,O=c1sc(=O)n2scnon2s1
no_arene_8414,O=c1oc(=O)c2cnnc(=O)n2o1
no_arene_8415,O=c1ncn2c(=O)c(=O)[nH]nc2[nH]1
no_arene_8416,O=c1[nH]c(=O)n2c(=O)c(=O)nc1-2
no_arene_8417,O=c1cnn2cnc(=O)[nH]c2c1
no_arene_8418,O=c1nc2ncoc(=O)n2c(=O)[nH]1
no_arene_8419,O=c1nc2c(=O)oc(=O)sn2c(=O)o1
no_arene_8420,O=c1ncc2onnc(=O)c2[nH]1
no_arene_8421,O=c1sn2[nH]ncn2c(=O)c1=O
no_arene_8422,O=c1nc2c(=O)c(=O)c(=O)c(=O)n2c(=O)s1
no_arene_8423,O=c1cnnc2ocnn12
no_arene_8424,O=c1cnn2[nH]nn[nH]n2[nH]1
no_arene_8425,O=c1cc2[nH]ncc(=O)n2c(=O)[nH]1
no_arene_8426,c1noc2[nH]ncsc=2o1
no_arene_8427,O=c1on2[nH]cnsn2sc1=O
no_arene_8428,O=c1ncn2nnnc2[nH]1
no_arene_8429,O=c1nc2c(=O)oc(=O)[nH]c2no1
no_arene_8430,O=c1cc2[nH]c(=O)sc(=O)n2cn1
no_arene_8431,O=c1[nH]c2nsc(=O)c(=O)n2oc1=O
no_arene_8432,n1noc2onnoc=2[nH]1
no_arene_8433,O=c1ncn2[nH]c(=O)c(=O)sc2n1
no_arene_8434,O=c1[nH]n2c(=O)oncn2c(=O)c1=O
no_arene_8435,O=c1oc(=O)c2csc(=O)n2o1
no_arene_8436,O=c1cnn2[nH]cnn12
no_arene_8437,O=c1[nH]c(=O)n2c(=O)nnn2[nH]1
no_arene_8438,O=c1ncc2ncoc(=O)c2o1
no_arene_8439,O=c1oc(=O)c2nnnc(=O)n2o1
no_arene_8440,O=c1nnc2nncn2s1
no_arene_8441,c1n[nH]c2snnoc=2o1
no_arene_8442,O=c1[nH]nc2sncn2c1=O
no_arene_8443,O=c1[nH]n2c(=O)oc(=O)n2s1
no_arene_8444,O=c1[nH]cc2ocnn2c1=O
no_arene_8445,O=c1cnc2c[nH]nnn1-2
no_arene_8446,c1n[nH]n2onnn2o1
no_arene_8447,O=c1on2[nH]cnon2sc1=O
no_arene_8448,O=c1sncn2[nH]cnsn12
no_arene_8449,O=c1nncns1
no_arene_8450,O=c1oc(=O)n2ncon2c1=O
no_arene_8451,O=c1ncn2nnnnc2n1
no_arene_8452,O=c1[nH]c(=O)c2cncc(=O)n2[nH]1
no_arene_8453,O=c1[nH]c(=O)c2oc(=O)[nH]c(=O)c2o1
no_arene_8454,O=c1cnn2snnn12
no_arene_8455,O=c1[nH]n2cnscc-2c(=O)c1=O
no_arene_8456,O=c1scc2c(=O)nnsn2c1=O
no_arene_8457,O=c1snns1
no_arene_8458,O=c1cc2ncnnn2cn1
no_arene_8459,O=c1[nH]n2onnsn2c(=O)o1
no_arene_8460,O=c1on2sncc(=O)n2c(=O)c1=O
no_arene_8461,O=c1nc2[nH]ncc2no1
no_arene_8462,O=c1nc[nH]n2onn[nH]n12
no_arene_8463,O=c1snnc2cn[nH]c12
no_arene_8464,O=c1[nH]c(=O)n2c(=O)nnon2c1=O
no_arene_8465,O=c1nc[nH]n2c(=O)snc12
no_arene_8466,O=c1[nH]n2c(=O)c(=O)c(=O)sn2oc1=O
no_arene_8467,O=c1[nH]c(=O)n2c(=O)cn[nH]n12
no_arene_8468,O=c1on2cncnn2c(=O)c1=O
no_arene_8469,O=c1nc2nc[nH]c2n[nH]1
no_arene_8470,c1[nH]ncn2[nH]nn[nH]c1-2
no_arene_8471,O=c1[nH]c(=O)c2nnncc2o1
no_arene_8472,O=c1[nH]c(=O)n2c(=O)c(=O)oc(=O)n2o1
no_arene_8473,O=c1[nH]cn[nH]1
no_arene_8474,O=c1sc2nnsc(=O)c2sc1=O
no_arene_8475,O=c1ncn2[nH]ncon2o1
no_arene_8476,O=c1oc2cc(=O)snc2o1
no_arene_8477,O=c1oc2c[nH]c(=O)n2c(=O)s1
no_arene_8478,O=c1[nH]n2sc(=O)c(=O)n2c(=O)o1
no_arene_8479,O=c1ncc2c(=O)oc(=O)c(=O)c=2c1=O
no_arene_8480,O=c1nnc2c(=O)sc(=O)oc2[nH]1
no_arene_8481,c1nc2scnc2s1
no_arene_8482,c1nc2cnncc2[nH]1
no_arene_8483,O=c1[nH]n2c(=O)[nH]nnn2c(=O)c1=O
no_arene_8484,O=c1cc2oc(=O)[nH]n2cn1
no_arene_8485,O=c1cnn2[nH]c(=O)cnc2c1
no_arene_8486,O=c1cnc2nocnn1-2
no_arene_8487,O=c1cc2snnc(=O)c2n[nH]1
no_arene_8488,O=c1ncn2nncnn12
no_arene_8489,O=c1cnn2ncc(=O)oc2c1
no_arene_8490,c1ncncn1
no_arene_8491,O=c1nc2sc(=O)sn2c(=O)[nH]1
no_arene_8492,O=c1nnc2nncn2[nH]1
no_arene_8493,O=c1cc2ncc(=O)oc2co1
no_arene_8494,O=c1ncc2nc[nH]c2[nH]1
no_arene_8495,O=c1cc2c(=O)cnsn2c(=O)s1
no_arene_8496,O=c1cnc2c(=O)nn[nH]c2s1
no_arene_8497,O=c1cnn2cnnc2o1
no_arene_8498,O=c1ncn2cnon2c1=O
no_arene_8499,O=c1[nH]ncn2ocnsn12
no_arene_8500,O=c1[nH]c(=O)n2c(=O)[nH]cc2o1
no_arene_8501,O=c1ncc2c(=O)nn[nH]c2o1
no_arene_8502,O=c1oc2c(=O)[nH]ncc2sc1=O
no_arene_8503,O=c1cnc2nc(=O)c(=O)cc1-2
no_arene_8504,O=c1cc2nc[nH]n2cn1
no_arene_8505,c1ncn2oncon2n1
no_arene_8506,O=c1nnc2csnc2s1
no_arene_8507,O=c1[nH]c2n[nH]cc2c(=O)o1
no_arene_8508,O=c1on2snnsn2oc1=O
no_arene_8509,O=c1oc2csncn-2c1=O
no_arene_8510,O=c1scc2ncoc(=O)n2c1=O
no_arene_8511,O=c1nnon2[nH]ncon12
no_arene_8512,O=c1nn[nH]n2c(=O)cnnc12
no_arene_8513,O=c1oc(=O)c2c(=O)sncc2o1
no_arene_8514,O=c1cc2nc[nH]c2no1
no_arene_8515,O=c1nc2c(=O)[nH]cnn2c(=O)[nH]1
no_arene_8516,O=c1cc2c(=O)oc(=O)oc2co1
no_arene_8517,O=c1nc[nH]c2cnoc(=O)c12
no_arene_8518,O=c1snc2ncon2c1=O
no_arene_8519,c1noc2oncoc=2[nH]1
no_arene_8520,O=c1nn[nH]c2nc[nH]c12
no_arene_8521,O=c1onc2cn[nH]c(=O)n2c1=O
no_arene_8522,O=c1nc2nc[nH]c(=O)c2c[nH]1
no_arene_8523,O=c1nnc2c(=O)oc(=O)c1=2
no_arene_8524,O=c1oc(=O)n2nc[nH]nc-2c1=O
no_arene_8525,O=c1oc2cnoc(=O)c2o1
no_arene_8526,O=c1nnn2c(=O)sncn12
no_arene_8527,O=c1cnn2c(=O)[nH]c(=O)[nH]c2n1
no_arene_8528,O=c1ncc2n[nH]c(=O)n2s1
no_arene_8529,O=c1nc2[nH]nn[nH]n-2c(=O)c1=O
no_arene_8530,O=c1c(=O)n2[nH]cn[nH]n2c1=O
no_arene_8531,O=c1[nH]c2oc(=O)c(=O)sc2[nH]1
no_arene_8532,O=c1[nH]c2c(=O)[nH]c(=O)oc2c(=O)o1
no_arene_8533,O=c1oc2ncoc(=O)c2o1
no_arene_8534,O=c1cnc2nnc(=O)sc2o1
no_arene_8535,c1n[nH]c2snn[nH]c=2s1
no_arene_8536,O=c1cnon2c(=O)occ12
no_arene_8537,O=c1oncn2cncc12
no_arene_8538,O=c1[nH]c2nocc2oc1=O
no_arene_8539,c1noc2c[nH]ncn-2[nH]1
no_arene_8540,O=c1cnc2[nH]nnc(=O)c2o1
no_arene_8541,O=c1nc2sc(=O)c(=O)oc2n[nH]1
no_arene_8542,O=c1cc2ncoc2co1
no_arene_8543,O=c1[nH]n2c(=O)[nH]c(=O)c(=O)n2c(=O)o1
no_arene_8544,O=c1nc2c(=O)sc(=O)sc2co1
no_arene_8545,O=c1sc2cnsc(=O)c2sc1=O
no_arene_8546,O=c1ncn2c(=O)c(=O)oc(=O)n2[nH]1
no_arene_8547,O=c1ncon2ocnsn12
no_arene_8548,O=c1cnn2cncc2o1
no_arene_8549,O=c1cnc2[nH]c(=O)c(=O)sc2s1
no_arene_8550,O=c1occ2nnncn12
no_arene_8551,c1sncn2snnsc1-2
no_arene_8552,c1ncc2scnc2n1
no_arene_8553,O=c1cnn2nnsnc-2c1=O
no_arene_8554,O=c1sc(=O)c2nnoc2s1
no_arene_8555,O=c1on2sncn2c(=O)c1=O
no_arene_8556,c1n[nH]c2[nH]nn[nH]c=2o1
no_arene_8557,O=c1oncc2ncsc(=O)c12
no_arene_8558,O=c1[nH]c(=O)n2c(=O)ncon2c1=O
no_arene_8559,O=c1nnsn2c(=O)cnnc12
no_arene_8560,O=c1cc2[nH]cn[nH]c-2c1
no_arene_8561,O=c1[nH]ncc2coc(=O)n12
no_arene_8562,O=c1on2[nH]c(=O)c(=O)c(=O)n2o1
no_arene_8563,O=c1scnc2nnsc(=O)c12
no_arene_8564,O=c1[nH]c2snnc(=O)c2c(=O)s1
no_arene_8565,O=c1on2cnoc(=O)n2c1=O
no_arene_8566,O=c1snnc2n[nH]nc12
no_arene_8567,c1noc2n[nH]nc12
no_arene_8568,O=c1on2c(=O)[nH]ncn2c(=O)c1=O
no_arene_8569,O=c1cc2c(=O)[nH]c(=O)oc2c[nH]1
no_arene_8570,c1nsc2nsnnn-2s1
no_arene_8571,O=c1ncoc2c(=O)[nH]ncc12
no_arene_8572,O=c1cc2onn[nH]n-2c1=O
no_arene_8573,O=c1cnocn1
no_arene_8574,O=c1[nH]n2c(=O)ocnn2c1=O
no_arene_8575,c1non2nnocc-2o1
no_arene_8576,c1nsn2nnscc-2[nH]1
no_arene_8577,O=c1onnc2nnsc12
no_arene_8578,O=c1ncc2c(=O)[nH]cnc2s1
no_arene_8579,O=c1nc2sncc(=O)c2n[nH]1
no_arene_8580,O=c1oc(=O)n2[nH]cnc(=O)n2c1=O
no_arene_8581,O=c1[nH]c(=O)c2c(=O)sc(=O)c(=O)c=2c1=O
no_arene_8582,O=c1nc2c(=O)[nH]c(=O)oc2c[nH]1
no_arene_8583,O=c1oc(=O)n2c(=O)ncsn12
no_arene_8584,O=c1nnc2nnnnc2s1
no_arene_8585,O=c1nc[nH]c2cnnn12
no_arene_8586,c1noc2cn[nH]c12
no_arene_8587,O=c1[nH]nc2c(=O)nnsn2c1=O
no_arene_8588,O=c1cnn2nnnnc2n1
no_arene_8589,O=c1onnc2nncn12
no_arene_8590,O=c1cnc(=O)c2c(=O)c(=O)sc1=2
no_arene_8591,O=c1cnc2csc(=O)nc2[nH]1
no_arene_8592,O=c1cc2ocnoc-2cc1=O
no_arene_8593,c1nncnn1
no_arene_8594,O=c1[nH]n2oc(=O)c(=O)n2c(=O)s1
no_arene_8595,O=c1[nH]cc2c(=O)cnsn2c1=O
no_arene_8596,O=c1c(=O)c(=O)c2ncncc2c1=O
no_arene_8597,O=c1[nH]c2c(=O)nnsc2c(=O)s1
no_arene_8598,c1sncn2[nH]nnoc1-2
no_arene_8599,O=c1nnc2nnsc(=O)c2o1
no_arene_8600,c1non2nn[nH]n2o1
no_arene_8601,O=c1nc2c(=O)scnc2c[nH]1
no_arene_8602,O=c1cnn2nc[nH]c(=O)n12
no_arene_8603,O=c1scc2c(=O)c(=O)c(=O)n2c1=O
no_arene_8604,O=c1cn[nH]c2scnc(=O)c12
no_arene_8605,O=c1cc2c(=O)[nH]c(=O)sn2c(=O)s1
no_arene_8606,O=c1nnn2oc(=O)[nH]c2n1
no_arene_8607,O=c1cn[nH]c2ncnc(=O)n12
no_arene_8608,O=c1cc2sc(=O)cnn2cn1
no_arene_8609,O=c1[nH]n2snnn2c(=O)c1=O
no_arene_8610,O=c1ncn2c(=O)c(=O)c(=O)on2[nH]1
no_arene_8611,O=c1cnn2cn[nH]cc-2c1=O
no_arene_8612,O=c1oc(=O)c(=O)c2onn[nH]c1=2
no_arene_8613,O=c1sc2cocc2sc1=O
no_arene_8614,O=c1nc2oc(=O)c(=O)oc2ns1
no_arene_8615,O=c1[nH]c2cncc(=O)n2[nH]c1=O
no_arene_8616,O=c1[nH]c2ncoc(=O)c2o1
no_arene_8617,O=c1onc2sc(=O)c(=O)sn2c1=O
no_arene_8618,O=c1oc2[nH]nnc2s1
no_arene_8619,O=c1sc(=O)c2nncc(=O)n2s1
no_arene_8620,O=c1ncc2c(=O)onnc2o1
no_arene_8621,O=c1on2snn[nH]n2s1
no_arene_8622,O=c1cnc2c[nH]ncn1-2
no_arene_8623,O=c1sn2nnsc(=O)n2c1=O
no_arene_8624,O=c1[nH]c(=O)c2oc(=O)c(=O)sc2s1
no_arene_8625,O=c1nc2c(=O)onnn2c(=O)o1
no_arene_8626,c1n[nH]n2cnocc-2[nH]1
no_arene_8627,O=c1c(=O)c2nsc(=O)n2c1=O
no_arene_8628,O=c1ncc2[nH]nnc(=O)c2s1
no_arene_8629,O=c1scnc2c(=O)snnc12
no_arene_8630,O=c1onnc2ncsc12
no_arene_8631,O=c1cc2ocnsn-2c(=O)c1=O
no_arene_8632,O=c1occ2[nH]nnc(=O)n2c1=O
no_arene_8633,O=c1ncnc2cn[nH]c(=O)n12
no_arene_8634,O=c1sn2[nH]ncon2sc1=O
no_arene_8635,O=c1cnc(=O)n2c(=O)c(=O)c(=O)nc1-2
no_arene_8636,O=c1[nH]n2[nH]c(=O)c(=O)n2sc1=O
no_arene_8637,O=c1[nH]c2[nH]c(=O)c(=O)[nH]c2c(=O)o1
no_arene_8638,O=c1cnc2nnoc2[nH]1
no_arene_8639,O=c1on2oc(=O)c(=O)n2s1
no_arene_8640,O=c1oc(=O)n2c(=O)ncn2o1
no_arene_8641,O=c1cnn2c(=O)c(=O)onc2[nH]1
no_arene_8642,O=c1[nH]c(=O)c2sc(=O)c(=O)[nH]c2[nH]1
no_arene_8643,O=c1nc2[nH]nnc(=O)c2co1
no_arene_8644,O=c1[nH]n2c(=O)sc(=O)cc2c(=O)o1
no_arene_8645,c1nc2c[nH]cc2o1
no_arene_8646,O=c1cc2cn[nH]c(=O)c2ns1
no_arene_8647,O=c1nc2ocnon-2c1=O
no_arene_8648,O=c1nc2[nH]ncc(=O)c2no1
no_arene_8649,O=c1cnc2nnc(=O)oc2[nH]1
no_arene_8650,O=c1[nH]c(=O)n2oncc(=O)n2c1=O
no_arene_8651,O=c1cc2c(=O)nnon2nn1
no_arene_8652,O=c1nnc2cscnn1-2
no_arene_8653,c1n[nH]c2onc[nH]c=2[nH]1
no_arene_8654,O=c1cc2nnc(=O)sn2c(=O)o1
no_arene_8655,O=c1cc2ncsc(=O)n2nn1
no_arene_8656,O=c1cnn2c(=O)[nH]c(=O)oc2n1
no_arene_8657,O=c1cc2oc(=O)c(=O)[nH]c2cs1
no_arene_8658,O=c1[nH]c(=O)c2cn[nH]c2o1
no_arene_8659,c1nsc2[nH]nnsc=2[nH]1
no_arene_8660,O=c1nc2nnsc(=O)c2c[nH]1
no_arene_8661,O=c1[nH]cc2c(=O)sncn2c1=O
no_arene_8662,O=c1oc2nn[nH]c2s1
no_arene_8663,O=c1cn[nH]c(=O)[nH]1
no_arene_8664,O=c1oc(=O)n2cnocc-2c1=O
no_arene_8665,O=c1on2c(=O)cnn2sc1=O
no_arene_8666,O=c1ncc2cc(=O)c(=O)cc1-2
no_arene_8667,O=c1oc(=O)c2snc[nH]c1=2
no_arene_8668,O=c1cnc2cc(=O)c(=O)cc1-2
no_arene_8669,O=c1nnon2ocnon12
no_arene_8670,O=c1cc2c(=O)ocnc2ns1
no_arene_8671,c1nn2scnoc-2no1
no_arene_8672,O=c1oc2cnsc2s1
no_arene_8673,O=c1[nH]c(=O)n2c(=O)cnc(=O)n2s1
no_arene_8674,O=c1nnc2ncnn2o1
no_arene_8675,O=c1oc(=O)c2c(=O)snnc2o1
no_arene_8676,O=c1c(=O)n2oncsn2c1=O
no_arene_8677,O=c1sc(=O)c(=O)c2onc[nH]c1=2
no_arene_8678,O=c1nnn2sncc2n1
no_arene_8679,O=c1cc2[nH]c(=O)c(=O)on2c(=O)s1
no_arene_8680,O=c1ncc2csc(=O)nc2[nH]1
no_arene_8681,O=c1[nH]c(=O)c2oc(=O)c(=O)[nH]c2o1
no_arene_8682,O=c1sc2ncsc(=O)c2sc1=O
no_arene_8683,O=c1nnc(=O)c2c(=O)c(=O)sc1=2
no_arene_8684,O=c1snc2nc[nH]c(=O)n2c1=O
no_arene_8685,O=c1oc(=O)n2[nH]cnon2o1
no_arene_8686,O=c1oc(=O)c2nnsc(=O)c2o1
no_arene_8687,O=c1[nH]c2scnc(=O)c2oc1=O
no_arene_8688,O=c1scnc2n[nH]nc12
no_arene_8689,O=c1sn2[nH]nnsn2sc1=O
no_arene_8690,c1nnn[nH]1
no_arene_8691,O=c1[nH]n2sncsn2c(=O)s1
no_arene_8692,O=c1nnn2c(=O)cnnc2o1
no_arene_8693,O=c1nnsc2noc(=O)n12
no_arene_8694,O=c1[nH]c2csnnn-2c(=O)c1=O
no_arene_8695,O=c1ncn2c(=O)[nH]nc2[nH]1
no_arene_8696,O=c1nc2c(=O)nn[nH]n2c(=O)s1
no_arene_8697,O=c1ncn2c(=O)c(=O)nnn2s1
no_arene_8698,O=c1nc2c(=O)[nH]c(=O)sc2co1
no_arene_8699,O=c1nc2sc(=O)oc(=O)c2co1
no_arene_8700,O=c1cc2[nH]c(=O)c(=O)sc2c[nH]1
no_arene_8701,O=c1on2[nH]ncsn2s1
no_arene_8702,c1nsn2ncsnc-2[nH]1
no_arene_8703,O=c1[nH]nnc2cn[nH]c12
no_arene_8704,O=c1oc(=O)n2c(=O)c(=O)c(=O)nc1-2
no_arene_8705,O=c1ncn2nn[nH]cc-2c1=O
no_arene_8706,O=c1[nH]c2c(=O)c(=O)c(=O)sc=2c(=O)c1=O
no_arene_8707,O=c1occ2oncn2c1=O
no_arene_8708,O=c1[nH]n2[nH]nnn2c(=O)c1=O
no_arene_8709,O=c1[nH]c2snnc2sc1=O
no_arene_8710,O=c1[nH]n2cnc(=O)c(=O)n2c(=O)o1
no_arene_8711,O=c1oc2snnoc=2c1=O
no_arene_8712,O=c1[nH]n2c(=O)nnc(=O)n2[nH]c1=O
no_arene_8713,O=c1cnc2[nH]c(=O)oc2o1
no_arene_8714,O=c1oncc2nsc(=O)n12
no_arene_8715,O=c1occ2cnsn2c1=O
no_arene_8716,O=c1nnn2cnsn12
no_arene_8717,O=c1cc2[nH]c(=O)[nH]n2nn1
no_arene_8718,O=c1[nH]nc2ncoc(=O)n2c1=O
no_arene_8719,O=c1cc2oc(=O)c(=O)[nH]n2c(=O)[nH]1
no_arene_8720,O=c1cn[nH]c2oncc(=O)c12
no_arene_8721,n1nc2nnoc2o1
no_arene_8722,O=c1nnn2c(=O)[nH]c(=O)n2o1
no_arene_8723,O=c1sc(=O)c2cc(=O)c(=O)cc1-2
no_arene_8724,O=c1cc2c(=O)c(=O)c(=O)[nH]n-2c1=O
no_arene_8725,O=c1cnn2scn[nH]n2o1
no_arene_8726,O=c1[nH]c2c(=O)ncoc2c(=O)o1
no_arene_8727,O=c1cc2c(=O)c(=O)c(=O)c(=O)c2c[nH]1
no_arene_8728,O=c1sc(=O)n2nncc2s1
no_arene_8729,O=c1scnc2c[nH]nc12
no_arene_8730,O=c1nc2ncsc(=O)c2c[nH]1
no_arene_8731,O=c1nnnn[nH]1
no_arene_8732,O=c1cc2cnc(=O)oc2co1
no_arene_8733,O=c1nc2c(=O)ocnc2ns1
no_arene_8734,O=c1nnoc2ncncc12
no_arene_8735,O=c1[nH]nc2cn[nH]c(=O)n2c1=O
no_arene_8736,O=c1sc2nnnnc2s1
no_arene_8737,c1nnc2nncn2n1
no_arene_8738,O=c1[nH]cc2cnon12
no_arene_8739,O=c1oc2snc[nH]c=2c1=O
no_arene_8740,O=c1snnn2c(=O)ncn12
no_arene_8741,O=c1[nH]c(=O)[nH]c(=O)[nH]1
no_arene_8742,c1nsc2ocnsc=2o1
no_arene_8743,O=c1[nH]n2ocnon2o1
no_arene_8744,c1non2cnsnc-2o1
no_arene_8745,O=c1oc2scnc2sc1=O
no_arene_8746,O=c1ncon2cnnc12
