bad_hetero_ID,no_arene_smiles
no_arene_1851,O=c1nnn2c(=O)sc(=O)c(=O)n2[nH]1
no_arene_1852,O=c1[nH]c(=O)c2coc(=O)nc2[nH]1
no_arene_1853,O=c1cc2ncc(=O)c(=O)c-2n1
no_arene_1854,O=c1nnc(=O)n2nconc1-2
no_arene_1855,O=c1sncc2ncncc12
no_arene_1856,c1nc2c[nH]nc2s1
no_arene_1857,O=c1[nH]c2n[nH]c(=O)n2oc1=O
no_arene_1858,O=c1on2c(=O)oc(=O)c(=O)n2s1
no_arene_1859,O=c1ncoc2nnncc12
no_arene_1860,O=c1on2ncsn2c1=O
no_arene_1861,O=c1oc2c(=O)ncoc2sc1=O
no_arene_1862,O=c1sn2c(=O)nc[nH]n2c(=O)c1=O
no_arene_1863,O=c1oc(=O)c2[nH]ncc2s1
no_arene_1864,O=c1[nH]c(=O)c2ncnnc2[nH]1
no_arene_1865,O=c1cc2c(=O)oc(=O)sc2c[nH]1
no_arene_1866,O=c1cnc(=O)c2c(=O)c(=O)[nH]c1=2
no_arene_1867,O=c1[nH]c2[nH]c(=O)c(=O)oc2o1
no_arene_1868,O=c1cc2nnsc2c[nH]1
no_arene_1869,O=c1oncc2n[nH]nc12
no_arene_1870,O=c1snnn2scn[nH]n12
no_arene_1871,O=c1oc(=O)c2csc(=O)c(=O)n2o1
no_arene_1872,c1n[nH]c2n[nH]nnn-2[nH]1
no_arene_1873,O=c1ncc2c(=O)cnsc2o1
no_arene_1874,O=c1ncc2oc(=O)c(=O)[nH]c2s1
no_arene_1875,O=c1cnn2c(=O)scnn2c1=O
no_arene_1876,c1noc2ocn[nH]c=2o1
no_arene_1877,O=c1ncn2c(=O)cnn2[nH]1
no_arene_1878,O=c1ncc2ncc(=O)sc2[nH]1
no_arene_1879,O=c1[nH]n2sc(=O)c(=O)c(=O)n2oc1=O
no_arene_1880,O=c1[nH]nnc2ocnc12
no_arene_1881,O=c1[nH]cnn2scn[nH]n12
no_arene_1882,O=c1cn[nH]c2c(=O)onnc12
no_arene_1883,O=c1cnn2sc(=O)oc2n1
no_arene_1884,O=c1oc(=O)c2nc(=O)c(=O)nc1-2
no_arene_1885,O=c1oc2cn[nH]c2o1
no_arene_1886,O=c1onnn2c(=O)[nH]nc12
no_arene_1887,O=c1ncoc2ncncc12
no_arene_1888,O=c1[nH]c2oc(=O)oc(=O)c2[nH]1
no_arene_1889,O=c1on2cnc(=O)c(=O)n2c(=O)s1
no_arene_1890,O=c1nc2ocnsc-2nc1=O
no_arene_1891,O=c1cc2c(=O)c(=O)c(=O)[nH]c-2nc1=O
no_arene_1892,O=c1nc2nncnc2n[nH]1
no_arene_1893,O=c1ncc2c[nH]nnn-2c1=O
no_arene_1894,O=c1nc2[nH]c(=O)c(=O)n-2c1=O
no_arene_1895,O=c1[nH]n2ncnnn2c(=O)c1=O
no_arene_1896,O=c1ncn2c(=O)ncn2o1
no_arene_1897,c1n[nH]n2nnncn2o1
no_arene_1898,O=c1[nH]c2nc[nH]c2s1
no_arene_1899,c1nn2snn[nH]n2s1
no_arene_1900,O=c1cc2cnc(=O)c-2c1
no_arene_1901,O=c1c(=O)c2cn[nH]c2c1=O
no_arene_1902,O=c1sc(=O)n2c(=O)oc(=O)c(=O)n2s1
no_arene_1903,O=c1[nH]cc2[nH]nnn2c1=O
no_arene_1904,O=c1[nH]c(=O)n2c(=O)cncc2o1
no_arene_1905,O=c1ncc2noc(=O)c(=O)n2s1
no_arene_1906,O=c1oc(=O)c2nsc(=O)n2s1
no_arene_1907,O=c1[nH]n2cnocc-2c(=O)c1=O
no_arene_1908,O=c1ncc(=O)n2cnonc1-2
no_arene_1909,O=c1oc(=O)n2[nH]cnsn2s1
no_arene_1910,O=c1ncc2nnncc2[nH]1
no_arene_1911,O=c1ocnc2cnncc12
no_arene_1912,O=c1cc2nn[nH]c(=O)c2cs1
no_arene_1913,O=c1oc(=O)c2c(=O)oc(=O)sc2s1
no_arene_1914,O=c1oc2oc(=O)sc(=O)c2o1
no_arene_1915,O=c1oncc2ncncc12
no_arene_1916,O=c1[nH]c2cncnc2c(=O)s1
no_arene_1917,O=c1nc2nc[nH]c(=O)c2cs1
no_arene_1918,O=c1cc2oc(=O)ncn2c(=O)[nH]1
no_arene_1919,O=c1ncc2[nH]ncoc=2c1=O
no_arene_1920,O=c1[nH]c2c(=O)[nH]nnc2oc1=O
no_arene_1921,O=c1cn[nH]n2onnsn12
no_arene_1922,O=c1[nH]c2nsnc2[nH]c1=O
no_arene_1923,O=c1nnoc2c[nH]cc12
no_arene_1924,O=c1snc2nnoc(=O)n2c1=O
no_arene_1925,O=c1nc2nn[nH]c2cs1
no_arene_1926,O=c1cnn2ocnsn2o1
no_arene_1927,O=c1sn2c(=O)cnon2c1=O
no_arene_1928,O=c1onnc2cnnnc12
no_arene_1929,O=c1ncn2c(=O)[nH]cnc2n1
no_arene_1930,c1nnc2ncnn2n1
no_arene_1931,O=c1[nH]n2c(=O)onc2s1
no_arene_1932,O=c1oc(=O)n2onc[nH]n2o1
no_arene_1933,O=c1oc(=O)c2cncc(=O)n2o1
no_arene_1934,O=c1oc2c(=O)[nH]nnc2s1
no_arene_1935,O=c1sn2[nH]ncc(=O)n2c(=O)c1=O
no_arene_1936,O=c1[nH]c(=O)c2nncnc2o1
no_arene_1937,c1ncn2[nH]cnsn2n1
no_arene_1938,c1n[nH]c2sncsc=2[nH]1
no_arene_1939,O=c1sc2[nH]cnsc=2c1=O
no_arene_1940,O=c1[nH]c(=O)c(=O)c2ocnsc1=2
no_arene_1941,O=c1[nH]c(=O)n2c(=O)c(=O)c(=O)[nH]n2o1
no_arene_1942,O=c1[nH]c2oc(=O)oc2o1
no_arene_1943,O=c1ncn2cn[nH]c(=O)n12
no_arene_1944,O=c1nc[nH]c2c(=O)nc[nH]c12
no_arene_1945,O=c1nnc2c(=O)c(=O)oc=2c1=O
no_arene_1946,O=c1nnn2ncsc(=O)c2n1
no_arene_1947,O=c1snnn2cnnc12
no_arene_1948,O=c1[nH]n2c(=O)cncc2sc1=O
no_arene_1949,c1ncn2sncc12
no_arene_1950,O=c1cc2c(=O)c(=O)sc-2nc1=O
no_arene_1951,O=c1oc(=O)n2c(=O)nncc2o1
no_arene_1952,O=c1nc2sc(=O)c(=O)[nH]c2n[nH]1
no_arene_1953,O=c1[nH]n2c(=O)c(=O)c(=O)on2o1
no_arene_1954,O=c1[nH]c(=O)n2sncon2[nH]1
no_arene_1955,O=c1ncn2c(=O)cnon2c1=O
no_arene_1956,O=c1oc2ncsc2o1
no_arene_1957,O=c1oc(=O)c2c(=O)[nH]c(=O)sc2o1
no_arene_1958,O=c1oc(=O)n2c(=O)scc2s1
no_arene_1959,O=c1nn[nH]c2nsc(=O)n12
no_arene_1960,O=c1ncn2c(=O)oc(=O)nc2[nH]1
no_arene_1961,O=c1cc2[nH]nnsc-2c1
no_arene_1962,O=c1nc2snc[nH]n-2c(=O)c1=O
no_arene_1963,O=c1[nH]nnc2c(=O)sncc12
no_arene_1964,O=c1oc(=O)n2c(=O)c(=O)occ2o1
no_arene_1965,O=c1nc2onnoc-2nc1=O
no_arene_1966,O=c1cnn2oncc(=O)c2c1
no_arene_1967,O=c1nc2cnsc(=O)c2co1
no_arene_1968,O=c1sc(=O)n2[nH]nnn2c1=O
no_arene_1969,n1nc2nonc2o1
no_arene_1970,O=c1nnc2nnnc(=O)n2[nH]1
no_arene_1971,O=c1nnc2n[nH]cc2s1
no_arene_1972,O=c1cnn2c(=O)c(=O)[nH]nc2s1
no_arene_1973,O=c1cnc2onc[nH]c1=2
no_arene_1974,O=c1sn2c(=O)c(=O)c(=O)c(=O)n2c1=O
no_arene_1975,O=c1nnn2oc(=O)c(=O)n2[nH]1
no_arene_1976,O=c1nnn2ncc(=O)n2s1
no_arene_1977,O=c1c(=O)c(=O)n2c(=O)nnnc2c1=O
no_arene_1978,O=c1ncc2c(=O)[nH]ncc2o1
no_arene_1979,O=c1cc2[nH]c(=O)c(=O)oc2n[nH]1
no_arene_1980,O=c1cc2sc(=O)c(=O)sc2no1
no_arene_1981,O=c1oc(=O)c2ocnc(=O)c2s1
no_arene_1982,O=c1nnsn2c(=O)cncc12
no_arene_1983,c1non2cnonc-2o1
no_arene_1984,O=c1[nH]ncn2c(=O)onc12
no_arene_1985,O=c1oc(=O)c2c(=O)c(=O)oc(=O)c=2c1=O
no_arene_1986,c1n[nH]n2scnn2[nH]1
no_arene_1987,O=c1sc2cscc2s1
no_arene_1988,O=c1cnc2nc(=O)snc2s1
no_arene_1989,O=c1nc2sc(=O)sc(=O)n2c(=O)s1
no_arene_1990,O=c1occ2nnon2c1=O
no_arene_1991,c1nc2c[nH]cc2[nH]1
no_arene_1992,O=c1nc2[nH]c(=O)sc2no1
no_arene_1993,O=c1nc2c(=O)sc(=O)[nH]n2c(=O)s1
no_arene_1994,O=c1[nH]c2csnnn-2c1=O
no_arene_1995,O=c1[nH]c2c[nH]nnn-2c1=O
no_arene_1996,O=c1nnc2nc(=O)c(=O)n-2c1=O
no_arene_1997,O=c1cc2c(=O)ncon2c(=O)[nH]1
no_arene_1998,O=c1[nH]n2c(=O)[nH]cc2c(=O)o1
no_arene_1999,O=c1cc2oc(=O)ncn2cn1
no_arene_2000,O=c1[nH]c(=O)c2c(=O)c(=O)c(=O)[nH]c1=2
no_arene_2001,O=c1ocnc2nncnc12
no_arene_2002,O=c1[nH]c(=O)n2[nH]nn[nH]n2[nH]1
no_arene_2003,O=c1cc2c(=O)c(=O)c(=O)[nH]c-2n1
no_arene_2004,O=c1occ2nn[nH]n2c1=O
no_arene_2005,O=c1cnc2oc(=O)c(=O)sc2[nH]1
no_arene_2006,O=c1ncoc2[nH]ncc12
no_arene_2007,O=c1cnn2c(=O)cncc2s1
no_arene_2008,O=c1oc(=O)c2csc(=O)nc2o1
no_arene_2009,c1nc2nc[nH]n2n1
no_arene_2010,O=c1nc2ncncc2no1
no_arene_2011,O=c1nnc(=O)c1=O
no_arene_2012,c1n[nH]n2cn[nH]cc-2[nH]1
no_arene_2013,O=c1[nH]c(=O)n2[nH]nnon2[nH]1
no_arene_2014,O=c1cnn2ocnc2n1
no_arene_2015,O=c1nnon2c(=O)nnnc12
no_arene_2016,O=c1oc(=O)c2c(=O)c(=O)c(=O)oc1=2
no_arene_2017,O=c1oc2cscc2o1
no_arene_2018,O=c1nc2[nH]cnn2c(=O)s1
no_arene_2019,O=c1nnn2c(=O)onnn2c1=O
no_arene_2020,O=c1cnn2nncc2s1
no_arene_2021,O=c1cnc(=O)c2snnsc1=2
no_arene_2022,O=c1nc2onnon-2c(=O)c1=O
no_arene_2023,O=c1ncn2c(=O)ncnc2[nH]1
no_arene_2024,c1nnnn2onnon12
no_arene_2025,O=c1nnc2nc[nH]c(=O)c2s1
no_arene_2026,O=c1[nH]ncn2sncsn12
no_arene_2027,O=c1ocnn2ncnc12
no_arene_2028,O=c1[nH]cc2nncnn12
no_arene_2029,O=c1nc2nc[nH]n2c(=O)[nH]1
no_arene_2030,O=c1sc(=O)c2nncn2s1
no_arene_2031,O=c1on2c(=O)c(=O)[nH]cc2c(=O)s1
no_arene_2032,O=c1sc2scnoc=2c1=O
no_arene_2033,O=c1scc2[nH]cnn2c1=O
no_arene_2034,O=c1ncn2sc(=O)c(=O)n2s1
no_arene_2035,c1non2ncsnc-2o1
no_arene_2036,O=c1nc[nH]c2cnncc12
no_arene_2037,O=c1ocnn2scnon12
no_arene_2038,O=c1cc2oc(=O)oc(=O)c2co1
no_arene_2039,O=c1cnc2conc2o1
no_arene_2040,c1occ2onnc12
no_arene_2041,O=c1ncon2c(=O)cncc12
no_arene_2042,O=c1occ2nnoc(=O)n2c1=O
no_arene_2043,O=c1cn[nH]nn1
no_arene_2044,O=c1[nH]c2scnoc=2c1=O
no_arene_2045,O=c1cnn2sncc(=O)n2c1=O
no_arene_2046,c1n[nH]c2onn[nH]c=2[nH]1
no_arene_2047,O=c1cc2c(=O)nn[nH]c2co1
no_arene_2048,O=c1nnc2n[nH]cc2[nH]1
no_arene_2049,O=c1cnc2cnnn2o1
no_arene_2050,c1ncn2onnon2n1
no_arene_2051,O=c1oc(=O)n2[nH]cnn12
no_arene_2052,O=c1nc2sc(=O)c(=O)oc2c[nH]1
no_arene_2053,O=c1[nH]cc2nn[nH]c(=O)n2c1=O
no_arene_2054,O=c1[nH]nnsc1=O
no_arene_2055,O=c1nn[nH]c2ncsc12
no_arene_2056,O=c1oc(=O)c(=O)n2nc[nH]cc1-2
no_arene_2057,O=c1cc2ncc(=O)[nH]n2c(=O)[nH]1
no_arene_2058,O=c1sn2c(=O)cnsn2c1=O
no_arene_2059,O=c1snc2scnn12
no_arene_2060,O=c1cn[nH]c2conc12
no_arene_2061,O=c1cnn2ocnn12
no_arene_2062,O=c1nnc2noncn-2c1=O
no_arene_2063,O=c1[nH]c2c[nH]nc2c(=O)o1
no_arene_2064,O=c1[nH]c(=O)n2oncsn2s1
no_arene_2065,O=c1nc2[nH]ncc2c[nH]1
no_arene_2066,c1nn2[nH]nnsn2o1
no_arene_2067,O=c1oc2c(=O)[nH]nnc2sc1=O
no_arene_2068,O=c1onc2cnon12
no_arene_2069,O=c1[nH]ncn2scnsn12
no_arene_2070,O=c1nc2[nH]cnn2c(=O)o1
no_arene_2071,O=c1oc(=O)n2c(=O)c(=O)oc(=O)n2s1
no_arene_2072,O=c1ncsc2ncncc12
no_arene_2073,O=c1ncnc2ncnnn12
no_arene_2074,O=c1nnc2sc(=O)oc2[nH]1
no_arene_2075,O=c1cc2sc(=O)c(=O)c-2n1
no_arene_2076,O=c1sc2cncnc2s1
no_arene_2077,O=c1nc[nH]c2cncnc12
no_arene_2078,O=c1oc2sncc2s1
no_arene_2079,O=c1nc2sc(=O)cnc2co1
no_arene_2080,O=c1ncc2c(=O)oc(=O)[nH]c2[nH]1
no_arene_2081,O=c1[nH]cnc2n[nH]cc12
no_arene_2082,O=c1cc2oncc2ns1
no_arene_2083,O=c1cnn2c(=O)cnnc2[nH]1
no_arene_2084,O=c1on2ncocc-2c1=O
no_arene_2085,O=c1cc2snc[nH]c-2n1
no_arene_2086,O=c1nnc2ncnnc2s1
no_arene_2087,O=c1[nH]c2sc(=O)sc(=O)c2[nH]1
no_arene_2088,O=c1oncn2snnon12
no_arene_2089,O=c1sc2ncnn2sc1=O
no_arene_2090,O=c1scc2scnc(=O)n2c1=O
no_arene_2091,O=c1cc2sc(=O)on2nn1
no_arene_2092,O=c1ncnc2snnc(=O)n12
no_arene_2093,c1nsc2c[nH]nc12
no_arene_2094,O=c1sc2[nH]cn[nH]c=2c1=O
no_arene_2095,O=c1oc2n[nH]c(=O)n2c(=O)s1
no_arene_2096,O=c1[nH]c2sc(=O)oc(=O)c2c(=O)o1
no_arene_2097,O=c1cc2oc(=O)ncn2c(=O)o1
no_arene_2098,O=c1nnc(=O)n2ncsnc1-2
no_arene_2099,O=c1[nH]c(=O)c2cnoc(=O)c2o1
no_arene_2100,O=c1nc2ncoc(=O)n2c(=O)o1
no_arene_2101,O=c1nnc2sc(=O)oc(=O)c2o1
no_arene_2102,O=c1cc2nnsn2nn1
no_arene_2103,O=c1[nH]c(=O)c2c(=O)c(=O)sc=2c1=O
no_arene_2104,O=c1ncc2c(=O)[nH]c(=O)c(=O)c1=2
no_arene_2105,O=c1cnn2oc(=O)c(=O)oc2n1
no_arene_2106,O=c1cnn2sc(=O)c(=O)c(=O)n2[nH]1
no_arene_2107,c1nsn2[nH]ncn2s1
no_arene_2108,O=c1[nH]c(=O)c2cscc2o1
no_arene_2109,O=c1oc2nscnn-2c1=O
no_arene_2110,O=c1[nH]c2sncc2sc1=O
no_arene_2111,c1n[nH]c2noncn-2[nH]1
no_arene_2112,O=c1[nH]c2oc(=O)oc(=O)c2o1
no_arene_2113,O=c1nc2cnsc(=O)c2n[nH]1
no_arene_2114,O=c1[nH]c(=O)c(=O)c2c(=O)c(=O)oc1=2
no_arene_2115,O=c1[nH]c(=O)c2c(=O)oc(=O)sc2o1
no_arene_2116,O=c1nnn2c(=O)c(=O)c(=O)c(=O)c2n1
no_arene_2117,O=c1nn[nH]n2sncon12
no_arene_2118,O=c1[nH]n2ocnsn2[nH]c1=O
no_arene_2119,O=c1cnn2c(=O)c(=O)[nH]c(=O)n2s1
no_arene_2120,O=c1[nH]n2c(=O)cnnc2s1
no_arene_2121,O=c1cc2c(=O)c(=O)c(=O)c2cs1
no_arene_2122,O=c1cnn2nn[nH]n2c1=O
no_arene_2123,O=c1[nH]c(=O)c2c(=O)nc[nH]c2[nH]1
no_arene_2124,c1nn2ocnsc-2no1
no_arene_2125,O=c1[nH]n2c(=O)cnn2o1
no_arene_2126,O=c1onnc2cnnn12
no_arene_2127,O=c1nnc2oc(=O)c(=O)[nH]c2o1
no_arene_2128,O=c1[nH]c2nnncc2s1
no_arene_2129,O=c1cc2nnoc(=O)n2cn1
no_arene_2130,O=c1nc[nH]c2c(=O)sncc12
no_arene_2131,O=c1[nH]c(=O)c2nc(=O)scc2[nH]1
no_arene_2132,O=c1oc2c(=O)c(=O)c(=O)c2s1
no_arene_2133,O=c1cnoc2nsc(=O)n12
no_arene_2134,O=c1nc2onnc(=O)c2ns1
no_arene_2135,O=c1nc2[nH]c(=O)sc(=O)c2c[nH]1
no_arene_2136,O=c1ocnc2ncncc12
no_arene_2137,O=c1[nH]c(=O)n2[nH]c(=O)c(=O)c(=O)n2o1
no_arene_2138,c1noc2concn-2[nH]1
no_arene_2139,O=c1ncn2c(=O)onnn2c1=O
no_arene_2140,O=c1[nH]c2c(=O)c(=O)sc(=O)c=2c(=O)c1=O
no_arene_2141,O=c1cnn2sc(=O)c(=O)c(=O)n2s1
no_arene_2142,O=c1c(=O)c(=O)n2c(=O)ncn2c1=O
no_arene_2143,O=c1[nH]c(=O)c2c(=O)c(=O)c(=O)oc=2c1=O
no_arene_2144,O=c1[nH]c2[nH]cnsc=2c1=O
no_arene_2145,O=c1ncn2sncon2[nH]1
no_arene_2146,O=c1[nH]nnn2[nH]nnsn12
no_arene_2147,O=c1ocnn2ocnsn12
no_arene_2148,O=c1ncc2csnnn-2c1=O
no_arene_2149,O=c1nnn2c(=O)[nH]nc2[nH]1
no_arene_2150,O=c1nc2c(=O)ocnn2c(=O)[nH]1
no_arene_2151,O=c1[nH]c2c(=O)c(=O)c(=O)c(=O)c2[nH]c1=O
no_arene_2152,O=c1on2c(=O)occ2s1
no_arene_2153,O=c1ncc2c(=O)nnoc2[nH]1
no_arene_2154,O=c1sc2concn-2c1=O
no_arene_2155,c1sncn2[nH]nnsc1-2
no_arene_2156,c1nsn2onnn2o1
no_arene_2157,c1nsc2scn[nH]c=2o1
no_arene_2158,O=c1cc2c(=O)c(=O)[nH]n-2c(=O)c1=O
no_arene_2159,O=c1ncon2[nH]nnon12
no_arene_2160,O=c1oc2onnc(=O)c2s1
no_arene_2161,c1nsn2cn[nH]n2o1
no_arene_2162,O=c1onc2cnsn12
no_arene_2163,O=c1scnc2nncnc12
no_arene_2164,O=c1[nH]c2n[nH]cc2oc1=O
no_arene_2165,O=c1[nH]c(=O)c2nnnn2[nH]1
no_arene_2166,O=c1[nH]c(=O)c2nc(=O)snc2o1
no_arene_2167,O=c1[nH]cc2cnsc(=O)n12
no_arene_2168,O=c1ncn2nc[nH]c(=O)n12
no_arene_2169,O=c1cc2nncnc2cs1
no_arene_2170,O=c1nncc2oncn12
no_arene_2171,O=c1nnnc2nnncn12
no_arene_2172,O=c1[nH]c(=O)oc(=O)[nH]1
no_arene_2173,c1nsc2sncsc=2o1
no_arene_2174,n1nsn2nnsn2[nH]1
no_arene_2175,O=c1cnn2ocnn2c1=O
no_arene_2176,O=c1[nH]n2nnon2c1=O
no_arene_2177,c1nc2cnnn2[nH]1
no_arene_2178,O=c1on2nn[nH]n2c(=O)c1=O
no_arene_2179,c1non2nn[nH]cc-2o1
no_arene_2180,O=c1[nH]c2nonc2s1
no_arene_2181,n1nsn2nnsn2o1
no_arene_2182,O=c1cnc2c(=O)c(=O)c(=O)oc=2c1=O
no_arene_2183,O=c1cnn2c(=O)c(=O)scc2[nH]1
no_arene_2184,O=c1nc2cnon2c(=O)s1
no_arene_2185,O=c1cn[nH]n2ncnc12
no_arene_2186,c1scc2[nH]nnc12
no_arene_2187,O=c1[nH]c(=O)c(=O)c2[nH]nnsc1=2
no_arene_2188,O=c1nnn2[nH]nn[nH]n2[nH]1
no_arene_2189,O=c1ncoc2cnsc(=O)c12
no_arene_2190,O=c1[nH]c(=O)c(=O)c2onnsc1=2
no_arene_2191,O=c1nnn2nnnc2o1
no_arene_2192,O=c1nc2nnc(=O)c(=O)c-2nc1=O
no_arene_2193,O=c1ncc2noc(=O)n2s1
no_arene_2194,c1nsc2nsncn-2o1
no_arene_2195,O=c1[nH]cnc2c[nH]cc12
no_arene_2196,O=c1onnn2ocnsn12
no_arene_2197,O=c1[nH]c(=O)c2nnsc(=O)c2[nH]1
no_arene_2198,O=c1[nH]c2c(=O)scnc2o1
no_arene_2199,O=c1cnc2[nH]ncc(=O)c2o1
no_arene_2200,O=c1ncc2nncc(=O)n2[nH]1
no_arene_2201,O=c1[nH]c(=O)n2snnon2o1
no_arene_2202,n1n[nH]n2nnsnc-2[nH]1
no_arene_2203,O=c1nnc2c(=O)nnc1=2
no_arene_2204,O=c1scc2[nH]ncn12
no_arene_2205,O=c1sc2n[nH]c(=O)n2sc1=O
no_arene_2206,O=c1onnc2cnsc(=O)c12
no_arene_2207,O=c1[nH]c2cnnc(=O)n2[nH]1
no_arene_2208,O=c1cc2[nH]c(=O)[nH]n2c(=O)[nH]1
no_arene_2209,O=c1nc2c(=O)oc(=O)[nH]c2c[nH]1
no_arene_2210,c1non2nnsnc-2o1
no_arene_2211,O=c1nc2nnncn2c(=O)s1
no_arene_2212,O=c1[nH]c2ncoc(=O)c2[nH]1
no_arene_2213,c1nsc2nscnn-2o1
no_arene_2214,O=c1nnc2c(=O)cnsc2[nH]1
no_arene_2215,O=c1oc(=O)c2c(=O)c(=O)sc1=2
no_arene_2216,O=c1[nH]c(=O)n2[nH]ncn2c1=O
no_arene_2217,O=c1[nH]c2nncc(=O)n2[nH]c1=O
no_arene_2218,O=c1[nH]n2nnocc-2c(=O)c1=O
no_arene_2219,O=c1cc2ncncc2n[nH]1
no_arene_2220,O=c1on2c(=O)c(=O)[nH]cc2s1
no_arene_2221,O=c1cc2[nH]c(=O)nnc2n[nH]1
no_arene_2222,O=c1ncc2[nH]cnc2s1
no_arene_2223,O=c1ncnc2nnnnn12
no_arene_2224,O=c1[nH]n2c(=O)c(=O)[nH]nc2c(=O)o1
no_arene_2225,O=c1nnc(=O)n2cnscc1-2
no_arene_2226,O=c1oc(=O)c2nn[nH]c2s1
no_arene_2227,O=c1on2sc(=O)c(=O)c(=O)n2s1
no_arene_2228,O=c1[nH]n2nnc(=O)n2[nH]c1=O
no_arene_2229,c1n[nH]c2connn-2s1
no_arene_2230,O=c1nc2[nH]ncc(=O)c2c[nH]1
no_arene_2231,O=c1sc(=O)n2sc(=O)c(=O)n2s1
no_arene_2232,O=c1occ2c(=O)cn[nH]n2c1=O
no_arene_2233,O=c1sc(=O)c(=O)n2cnsnc1-2
no_arene_2234,O=c1[nH]c(=O)c(=O)c2[nH]ncoc1=2
no_arene_2235,O=c1[nH]c2nn[nH]c2c(=O)s1
no_arene_2236,O=c1c(=O)c(=O)c2[nH]nnc2c1=O
no_arene_2237,O=c1nc2nn[nH]c2ns1
no_arene_2238,O=c1cnc2[nH]ncc(=O)c2[nH]1
no_arene_2239,O=c1ncsc2n[nH]cc12
no_arene_2240,c1nn2sncsc-2co1
no_arene_2241,O=c1on2cn[nH]n2c(=O)c1=O
no_arene_2242,O=c1ncc2sc(=O)sc2[nH]1
no_arene_2243,O=c1ncc2n[nH]nc2s1
no_arene_2244,O=c1[nH]c2nncn2[nH]1
no_arene_2245,O=c1[nH]nnc2c(=O)[nH]ncc12
no_arene_2246,O=c1[nH]n2[nH]c(=O)c(=O)c(=O)n2[nH]1
no_arene_2247,O=c1nnc2c[nH]ncn-2c1=O
no_arene_2248,O=c1nc2sc(=O)sc(=O)c2no1
no_arene_2249,O=c1[nH]n2c(=O)nnc(=O)n2s1
no_arene_2250,O=c1[nH]nnc2c(=O)onnc12
no_arene_2251,O=c1oncc2nnsc12
no_arene_2252,O=c1[nH]n2[nH]nnn2c1=O
no_arene_2253,O=c1cc2cn[nH]c(=O)c2n[nH]1
no_arene_2254,O=c1cnn2oncsn2o1
no_arene_2255,O=c1[nH]c2csc(=O)n2c(=O)o1
no_arene_2256,O=c1sc(=O)n2cn[nH]n2c1=O
no_arene_2257,O=c1nnn2scnc2n1
no_arene_2258,O=c1oncn2ncnc12
no_arene_2259,O=c1nnsc2c(=O)ocnc12
no_arene_2260,O=c1cnoc(=O)s1
no_arene_2261,c1nsn2cnocc-2o1
no_arene_2262,O=c1on2c(=O)oc(=O)n2s1
no_arene_2263,O=c1[nH]c(=O)c2nnsc2[nH]1
no_arene_2264,O=c1oc(=O)c2onnc(=O)c2s1
no_arene_2265,O=c1[nH]c2c(=O)[nH]nnc2sc1=O
no_arene_2266,O=c1[nH]c(=O)n2cnnc2[nH]1
no_arene_2267,c1nnns1
no_arene_2268,O=c1cc2c(=O)sc(=O)c-2n1
no_arene_2269,O=c1[nH]ncn2c(=O)occ12
no_arene_2270,O=c1cnn2onnc(=O)n2c1=O
no_arene_2271,O=c1nc2sc(=O)cnc2c[nH]1
no_arene_2272,O=c1cnc2[nH]nnsc1=2
no_arene_2273,O=c1cnc2nocnn-2c1=O
no_arene_2274,O=c1cc2c(=O)oc(=O)oc2c[nH]1
no_arene_2275,O=c1nnn2oc(=O)sc2n1
no_arene_2276,O=c1[nH]c2c(=O)cn[nH]c2c(=O)o1
no_arene_2277,O=c1[nH]c(=O)n2c(=O)occ2s1
no_arene_2278,O=c1[nH]n2c(=O)nnnc2sc1=O
no_arene_2279,O=c1[nH]c(=O)c2sncc(=O)c2s1
no_arene_2280,O=c1nc2cnnnn2c(=O)[nH]1
no_arene_2281,O=c1nc2sc(=O)c(=O)n-2c(=O)c1=O
no_arene_2282,O=c1cc2c(=O)cnsn2c(=O)o1
no_arene_2283,O=c1ncn2ocnc2n1
no_arene_2284,O=c1ncn2c(=O)cnc(=O)n2[nH]1
no_arene_2285,O=c1nnon2ocnsn12
no_arene_2286,O=c1sc(=O)n2oncn12
no_arene_2287,c1n[nH]c2nocc12
no_arene_2288,O=c1[nH]nnc2nonc12
no_arene_2289,O=c1nc2c(=O)[nH]c(=O)sc2no1
no_arene_2290,O=c1onnsc1=O
no_arene_2291,O=c1ncc2nnsc(=O)c2[nH]1
no_arene_2292,O=c1nc2oc(=O)c(=O)sc2n[nH]1
no_arene_2293,O=c1oc(=O)n2ncsn2c1=O
no_arene_2294,c1scc2onnc12
no_arene_2295,O=c1cc2nc[nH]n2c(=O)o1
no_arene_2296,O=c1nc2c(=O)[nH]ncn2c(=O)s1
no_arene_2297,O=c1c(=O)c2nn[nH]c2c1=O
no_arene_2298,c1nsn2ncon2o1
no_arene_2299,O=c1[nH]n2ncsn2c1=O
no_arene_2300,O=c1cncc2[nH]nnn12
no_arene_2301,O=c1[nH]cc2cnnnn12
no_arene_2302,O=c1cc2oc(=O)c(=O)c(=O)c-2cc1=O
no_arene_2303,O=c1nc2[nH]c(=O)sn2c(=O)[nH]1
no_arene_2304,O=c1[nH]c(=O)c(=O)c2snn[nH]c1=2
no_arene_2305,c1n[nH]c2onnsc=2o1
no_arene_2306,O=c1cc2snnn2nn1
no_arene_2307,O=c1sc(=O)c(=O)n2nnonc1-2
no_arene_2308,c1noc2sncsc=2[nH]1
