arene_ID,arene_energy
arene_1971,-470.5417
arene_1972,-619.5059
arene_1973,-817.1508
arene_1973,-817.1508
arene_1974,-582.5687
arene_1974,-582.5687
arene_1975,-908.3168
arene_1976,-1185.4121
arene_1977,-540.6139
arene_1978,-506.3642
arene_1979,-1156.0285
arene_1980,-470.5949
arene_1981,-813.3773
arene_1982,-523.4639
arene_1983,-921.5402
arene_1984,-851.3597
arene_1984,-851.3597
arene_1985,-1251.0742
arene_1986,-674.9091
arene_1987,-585.3704
arene_1988,
arene_1989,-561.6416
arene_1990,-849.1818
arene_1991,-599.8552
arene_1992,-700.1125
arene_1993,-905.5534
arene_1993,-905.5534
arene_1994,-565.5524
arene_1995,-499.7609
arene_1996,-996.6753
arene_1997,
arene_1998,
arene_1999,-1322.3437
arene_2000,-1112.6698
arene_2001,-636.8373
arene_2002,-483.7592
arene_2003,-908.2958
arene_2004,
arene_2005,-1092.753
arene_2006,
arene_2007,-618.3814
arene_2008,-544.4771
arene_2009,-470.5404
arene_2010,
arene_2011,-930.3463
arene_2012,-607.4344
arene_2012,-607.4344
arene_2013,-808.3108
arene_2014,-714.6033
arene_2015,-1017.7366
arene_2016,-797.3203
arene_2016,-797.3203
arene_2017,-811.0752
arene_2018,-639.4346
arene_2019,-926.5618
arene_2019,-926.5618
arene_2020,-846.6025
arene_2021,-1001.6847
arene_2022,-487.7105
arene_2023,-449.4849
arene_2023,-449.4849
arene_2024,-486.5971
arene_2025,-851.3336
arene_2026,
arene_2027,-587.6414
arene_2027,-587.6414
arene_2028,-229.7555
arene_2029,-486.5757
arene_2030,
arene_2031,-508.5993
arene_2032,-1092.7597
arene_2033,-905.5442
arene_2033,-905.5442
arene_2034,-561.7507
arene_2035,-567.7028
arene_2035,-567.7028
arene_2036,-829.3383
arene_2037,-508.6676
arene_2037,-508.6676
arene_2038,-416.8669
arene_2039,-540.5998
arene_2040,-694.6975
arene_2041,-583.7942
arene_2042,-619.6857
arene_2043,-834.3042
arene_2043,-834.3042
arene_2044,-411.3982
arene_2045,-508.6478
arene_2045,-508.6478
arene_2046,-528.4912
arene_2047,-851.3996
arene_2048,-888.439
arene_2049,-870.1234
arene_2050,-599.8096
arene_2051,
arene_2052,-603.6235
arene_2053,-1253.2714
arene_2053,-1253.2714
arene_2054,-700.1186
arene_2055,-395.4451
arene_2056,
arene_2057,-813.3198
arene_2058,-395.4134
arene_2059,-567.8115
arene_2060,-1344.453
arene_2061,
arene_2062,-719.9167
arene_2063,-524.6462
arene_2064,-581.4782
arene_2065,-813.3227
arene_2066,-926.5455
arene_2067,-581.5492
arene_2068,-1344.4077
arene_2069,-565.5974
arene_2070,-528.4966
arene_2071,
arene_2072,
arene_2073,-1151.099
arene_2074,-585.4448
arene_2075,-568.1338
arene_2076,-508.6618
arene_2076,-508.6618
arene_2077,-614.5373
arene_2078,-599.8111
arene_2079,-583.8299
arene_2079,-583.8299
arene_2080,-1112.5986
arene_2081,-565.5874
arene_2082,-417.4815
arene_2082,-417.4815
arene_2082,-417.4815
arene_2083,-561.6829
arene_2084,-510.2239
arene_2085,-561.7063
arene_2086,-490.4414
arene_2087,-714.5875
arene_2088,-603.6013
arene_2089,-866.2566
arene_2090,-494.2239
arene_2090,-494.2239
arene_2091,-1153.4162
arene_2091,-1153.4162
arene_2092,-817.1919
arene_2092,-817.1919
arene_2092,-817.1919
arene_2093,-926.5121
arene_2093,-926.5121
arene_2094,-561.8153
arene_2095,-845.3213
arene_2096,-631.6533
arene_2097,-1251.056
arene_2098,-510.2154
arene_2099,-719.9143
arene_2100,-829.3512
arene_2101,-674.8979
arene_2102,-524.68
arene_2103,
arene_2104,-524.6115
arene_2105,-474.4085
arene_2105,-474.4085
arene_2106,-411.4296
arene_2107,-1112.5977
arene_2108,-561.6281
arene_2109,-486.613
arene_2110,-494.1518
arene_2110,-494.1518
arene_2111,-454.5031
arene_2111,-454.5031
arene_2112,-926.5573
arene_2113,-908.3284
arene_2114,-619.6173
arene_2115,-653.905
arene_2116,-1435.5315
arene_2117,-1156.0887
arene_2118,-619.6265
arene_2119,-508.6764
arene_2119,-508.6764
arene_2120,-1041.3073
arene_2121,
arene_2122,-599.8034
arene_2123,-883.496
arene_2124,-619.56
arene_2125,-833.1654
arene_2126,-979.6382
arene_2127,-813.3076
arene_2128,-658.9994
arene_2129,-1247.2729
arene_2130,-999.3721
arene_2131,-882.2075
arene_2132,-996.7844
arene_2133,-790.734
arene_2134,-795.0975
arene_2135,-833.1136
arene_2136,-1037.5798
arene_2137,-678.7356
arene_2138,-510.2468
arene_2139,-920.3984
arene_2140,-470.5669
arene_2141,
arene_2142,-835.3774
arene_2142,-835.3774
arene_2142,-835.3774
arene_2143,-623.4514
arene_2144,-470.6066
arene_2145,-930.35
arene_2145,-930.35
arene_2146,
arene_2146,
arene_2147,-607.4253
arene_2148,
arene_2149,-979.6203
arene_2150,-719.9536
arene_2151,
arene_2152,-483.7919
arene_2153,-524.5956
arene_2154,-656.7063
arene_2155,-901.7033
arene_2156,-835.3863
arene_2156,-835.3863
arene_2156,-835.3863
arene_2157,-656.6068
arene_2158,-789.6192
arene_2159,-474.3977
arene_2159,-474.3977
arene_2160,-598.5759
arene_2161,-411.4294
arene_2162,-867.3396
arene_2163,-946.4159
arene_2164,
arene_2165,-490.4171
arene_2166,-623.4863
arene_2167,-883.3349
arene_2168,
arene_2169,-614.5461
arene_2170,
arene_2171,
arene_2172,
arene_2173,-526.2045
arene_2174,
arene_2175,-1206.4186
arene_2176,-623.509
arene_2176,-623.509
arene_2177,
arene_2178,-941.4132
arene_2179,-678.7728
arene_2180,-474.3413
arene_2180,-474.3413
arene_2181,-508.6635
arene_2182,-797.3252
arene_2182,-797.3252
arene_2183,-901.7376
arene_2184,-522.4098
arene_2185,-619.5878
arene_2186,-209.9242
arene_2187,-1017.6913
arene_2188,-813.2989
arene_2189,-883.3862
arene_2190,-1285.2622
arene_2191,
arene_2192,-449.4803
arene_2193,
arene_2194,
arene_2195,-674.8792
arene_2196,-804.4865
arene_2197,-474.4025
arene_2198,-581.5623
arene_2199,-1036.3032
arene_2200,-928.182
arene_2201,
arene_2202,-583.772
arene_2203,-492.6478
arene_2203,-492.6478
arene_2204,-926.5951
arene_2204,-926.5951
arene_2205,-942.4912
arene_2206,-1017.6391
arene_2207,-1359.2564
arene_2208,-586.332
arene_2209,-905.58
arene_2209,-905.58
arene_2210,-508.6494
arene_2211,-506.3881
arene_2212,-813.3203
arene_2213,-395.4539
arene_2214,-946.365
arene_2215,-619.5245
arene_2216,-924.2974
arene_2217,-917.7224
arene_2218,-508.644
arene_2219,-924.3692
arene_2220,
arene_2221,-962.3591
arene_2222,-577.6008
arene_2223,-599.7949
arene_2224,-599.8399
arene_2225,-522.3559
arene_2226,-908.2999
arene_2227,-937.5328
arene_2228,-714.6664
arene_2229,-1017.6846
arene_2230,-594.751
arene_2231,
arene_2231,
arene_2232,-598.56
arene_2233,-506.378
arene_2234,-1021.5121
arene_2235,-1017.6619
arene_2236,-599.782
arene_2237,
arene_2238,-619.5244
arene_2239,-710.6314
arene_2240,-581.6442
arene_2241,-486.5239
arene_2242,-661.5359
arene_2243,-502.5317
arene_2244,-603.6459
arene_2245,-486.5345
arene_2246,-483.8663
arene_2247,-565.5426
arene_2248,-561.7733
arene_2249,-603.5834
arene_2250,-817.1013
arene_2251,
arene_2252,-676.4472
arene_2253,-361.1583
arene_2253,-361.1583
arene_2254,-904.4535
arene_2255,-603.6611
arene_2256,-603.6255
arene_2257,-470.5605
arene_2258,-754.2109
arene_2259,-910.5341
arene_2259,-910.5341
arene_2260,
arene_2261,-1269.2438
arene_2262,-395.4264
arene_2263,-545.6932
arene_2264,-545.7203
arene_2265,-1169.3936
arene_2266,-603.5681
arene_2267,-519.5549
arene_2268,-599.8031
arene_2269,-545.6648
arene_2270,-486.5029
arene_2271,-599.8045
arene_2272,-483.7636
arene_2273,-594.7738
arene_2274,
arene_2274,
arene_2275,-962.3257
arene_2276,-411.4139
arene_2277,-979.622
arene_2278,-794.558
arene_2279,-603.6558
arene_2280,-1344.4739
arene_2281,-962.3149
arene_2282,-619.6324
arene_2283,-499.7581
arene_2284,-849.1767
arene_2285,-826.6409
arene_2286,-472.7611
arene_2286,-472.7611
arene_2287,-449.4812
arene_2288,-564.3558
arene_2289,-602.3594
arene_2290,-813.3104
arene_2291,-946.3756
arene_2292,-1344.4113
arene_2293,-395.4145
arene_2293,-395.4145
arene_2294,-694.6373
arene_2295,-449.4386
arene_2296,-225.9377
arene_2297,-698.5495
arene_2298,
arene_2299,-506.3319
arene_2300,-599.7087
arene_2301,-867.3857
arene_2302,-1017.6284
arene_2303,
arene_2304,-583.7864
arene_2305,-483.8604
arene_2306,-615.6741
arene_2307,-603.6435
arene_2308,
arene_2309,-383.2108
arene_2310,
arene_2311,-829.318
arene_2312,-599.7027
arene_2313,-851.4088
arene_2313,-851.4088
arene_2314,-1117.445
arene_2315,-850.3264
arene_2316,-722.1897
arene_2316,-722.1897
arene_2316,-722.1897
arene_2317,-1231.2247
arene_2318,-379.4295
arene_2318,-379.4295
arene_2318,-379.4295
arene_2319,-710.6342
arene_2320,-448.4454
arene_2321,-527.3217
arene_2322,-470.573
arene_2323,-849.1444
arene_2324,-486.5947
arene_2325,-395.4325
arene_2326,-926.569
arene_2327,-1017.6306
arene_2328,-678.7828
arene_2329,-470.5964
arene_2330,-602.3994
arene_2330,-602.3994
arene_2331,-813.3326
arene_2332,-357.3387
arene_2333,-462.7644
arene_2333,-462.7644
arene_2334,
arene_2335,-813.3449
arene_2336,-374.938
arene_2337,-1001.7349
arene_2338,-908.3411
arene_2339,-619.5402
arene_2340,-490.3221
arene_2341,-470.5287
arene_2341,-470.5287
arene_2342,-942.513
arene_2343,-618.3873
arene_2344,-813.3443
arene_2345,-905.5604
arene_2345,-905.5604
arene_2346,-849.1169
arene_2347,-615.6755
arene_2348,-623.4756
arene_2349,-813.3213
arene_2350,-928.1808
arene_2351,-677.5442
arene_2352,-1153.3594
arene_2353,-615.7335
arene_2354,-946.416
arene_2354,-946.416
arene_2355,-946.3128
arene_2356,-888.4688
arene_2357,-492.644
arene_2357,-492.644
arene_2357,-492.644
arene_2358,-619.6147
arene_2359,-581.5762
arene_2360,-830.4509
arene_2360,-830.4509
arene_2361,
arene_2362,-924.3168
arene_2363,-699.5402
arene_2364,-1364.2727
arene_2365,-526.216
arene_2366,-829.3332
arene_2367,-506.4055
arene_2368,-829.3221
arene_2369,-1137.8727
arene_2370,-1169.3558
arene_2371,-510.2247
arene_2372,-829.3368
arene_2373,-1021.5737
arene_2374,-829.3299
arene_2375,-910.5382
arene_2375,-910.5382
arene_2376,-395.4347
arene_2376,-395.4347
arene_2377,-1033.6
arene_2378,
arene_2379,-490.3686
arene_2380,-904.4787
arene_2381,-813.3522
arene_2382,-524.5968
arene_2383,-942.4704
arene_2384,-544.429
arene_2385,-623.5148
arene_2386,-1021.4669
arene_2387,-524.6238
arene_2388,-601.3723
arene_2389,-1253.2708
arene_2390,-395.4193
arene_2391,-829.3157
arene_2392,-634.337
arene_2393,-470.533
arene_2394,
arene_2395,-926.4956
arene_2396,-490.3266
arene_2397,-942.5432
arene_2398,-582.6199
arene_2398,-582.6199
arene_2399,-583.8011
arene_2400,-490.3734
arene_2401,-603.5104
arene_2401,-603.5104
arene_2402,-619.5871
arene_2403,
arene_2404,-395.4082
arene_2405,-661.5267
arene_2406,
arene_2407,-411.4066
arene_2408,
arene_2409,
arene_2410,-1248.3029
arene_2410,-1248.3029
arene_2411,-619.5194
arene_2412,
arene_2413,-524.651
arene_2414,-1360.4831
arene_2415,
arene_2416,-561.6432
arene_2417,
arene_2418,-583.7973
arene_2419,-1140.0635
arene_2420,-814.4305
arene_2420,-814.4305
arene_2421,-465.5368
arene_2422,-490.4016
arene_2423,-738.1635
arene_2423,-738.1635
arene_2424,-470.5063
arene_2425,-524.6153
arene_2426,-395.4203
arene_2427,
arene_2428,-722.1625
arene_2429,-561.741
arene_2430,-639.4009
arene_2431,-1001.7152
arene_2432,-828.1224
arene_2433,
arene_2434,-599.7816
arene_2435,-942.5293
arene_2436,-508.6338
arene_2437,-1041.3669
arene_2438,-870.16
arene_2439,-813.3121
arene_2440,-888.4992
arene_2441,-561.7375
arene_2442,-854.1372
arene_2442,-854.1372
arene_2443,-607.4441
arene_2444,-1017.6079
arene_2445,-494.1756
arene_2446,-583.7937
arene_2447,-714.597
arene_2448,-1131.2736
arene_2449,-561.6166
arene_2450,
arene_2451,
arene_2451,
arene_2452,-1001.6818
arene_2453,-908.2749
arene_2454,-846.4871
arene_2455,-926.5309
arene_2456,-393.1393
arene_2457,-1248.331
arene_2457,-1248.331
arene_2458,-942.5183
arene_2459,-700.1129
arene_2460,
arene_2461,
arene_2462,-833.1433
arene_2463,-1574.0117
arene_2464,
arene_2465,-619.6058
arene_2466,-1173.201
arene_2467,
arene_2467,
arene_2468,-1017.6288
arene_2469,
arene_2469,
arene_2470,-587.6383
arene_2470,-587.6383
arene_2471,-1001.6994
arene_2472,-598.5888
arene_2473,-526.2255
arene_2474,-681.3254
arene_2475,-942.5063
arene_2476,-506.386
arene_2477,-583.7927
arene_2478,-830.4128
arene_2479,
arene_2480,-1058.8778
arene_2481,-1344.4213
arene_2482,-585.4294
arene_2483,-1037.529
arene_2484,-587.637
arene_2484,-587.637
arene_2485,-926.529
arene_2486,-678.8276
arene_2487,-427.4253
arene_2488,
arene_2489,-842.5988
arene_2490,-1193.0435
arene_2491,-468.2412
arene_2492,
arene_2493,-587.5372
arene_2493,-587.5372
arene_2494,-619.6272
arene_2495,-490.3513
arene_2496,-561.7431
arene_2497,-904.5621
arene_2498,-926.498
arene_2499,
arene_2500,
arene_2501,-1172.0907
arene_2502,-508.624
arene_2502,-508.624
arene_2503,-833.1495
arene_2504,-674.8552
arene_2505,-1435.5748
arene_2506,-946.383
arene_2507,-528.4585
arene_2507,-528.4585
arene_2508,-946.3042
arene_2509,
arene_2510,-908.3181
arene_2511,-599.8625
arene_2512,-522.3972
arene_2513,-524.6361
arene_2514,-694.7889
arene_2515,-301.1198
arene_2516,-942.5395
arene_2517,-522.3564
arene_2518,-581.4966
arene_2519,-556.5709
arene_2520,-247.989
arene_2520,-247.989
arene_2521,-888.4815
arene_2522,-867.3705
arene_2523,
arene_2524,
arene_2525,-1092.7556
arene_2526,-1134.0476
arene_2527,-583.7729
arene_2528,
arene_2529,-523.4382
arene_2530,-849.1982
arene_2531,-619.5901
arene_2532,-508.6019
arene_2532,-508.6019
arene_2532,-508.6019
arene_2533,-845.3187
arene_2534,-528.4494
arene_2534,-528.4494
arene_2535,-675.0275
arene_2536,-681.8914
arene_2537,-565.5435
arene_2537,-565.5435
arene_2538,-697.8702
arene_2539,-586.329
arene_2540,-845.336
arene_2541,-813.3526
arene_2542,-888.4463
arene_2543,-926.5543
arene_2544,-808.2969
arene_2545,-698.4957
arene_2546,-926.4711
arene_2547,-393.137
arene_2548,-1512.1758
arene_2549,
arene_2550,-1001.6112
arene_2551,-1189.2333
arene_2552,
arene_2553,-453.9766
arene_2554,-373.344
arene_2555,-867.3533
arene_2556,-599.771
arene_2557,-1021.5541
arene_2558,-486.5599
arene_2559,-867.3843
arene_2560,
arene_2561,-926.5229
arene_2562,-427.4496
arene_2563,-769.8215
arene_2564,-808.3215
arene_2565,-507.4112
arene_2565,-507.4112
arene_2566,-447.224
arene_2567,-508.6471
arene_2568,-483.7863
arene_2569,-698.6319
arene_2570,-813.3395
arene_2571,-373.2999
arene_2572,-454.5696
arene_2572,-454.5696
arene_2573,-492.652
arene_2573,-492.652
arene_2573,-492.652
arene_2574,-581.5066
arene_2575,-862.4467
arene_2576,-357.3449
arene_2577,-888.5223
arene_2578,-849.1721
arene_2579,
arene_2580,-264.012
arene_2581,-835.3769
arene_2581,-835.3769
arene_2581,-835.3769
arene_2582,-885.7613
arene_2582,-885.7613
arene_2583,-958.4818
arene_2584,-619.6032
arene_2585,-583.8178
arene_2585,-583.8178
arene_2586,-361.1645
arene_2586,-361.1645
arene_2587,
arene_2588,-750.0372
arene_2589,-619.5773
arene_2590,
arene_2591,-1017.7482
arene_2592,-924.3479
arene_2593,-738.1989
arene_2593,-738.1989
arene_2594,-539.4023
arene_2595,
arene_2596,-962.3078
arene_2597,-544.4657
arene_2597,-544.4657
arene_2598,-508.5732
arene_2598,-508.5732
arene_2599,-619.6112
arene_2600,-578.765
arene_2601,-431.2717
arene_2602,-567.7507
arene_2602,-567.7507
arene_2603,
arene_2604,-473.1376
arene_2605,-829.3315
arene_2606,-930.2999
arene_2606,-930.2999
arene_2607,-395.4048
arene_2608,
arene_2609,-548.9287
arene_2609,-548.9287
arene_2609,-548.9287
arene_2610,-904.3963
arene_2611,
arene_2612,-522.3377
arene_2613,-862.3763
arene_2614,-635.5219
arene_2615,-524.6438
arene_2616,-490.4183
arene_2617,-719.9212
arene_2618,-826.6474
arene_2619,-1037.4521
arene_2620,-492.5775
arene_2620,-492.5775
arene_2621,-698.6268
arene_2622,-813.3192
arene_2623,-928.1769
arene_2624,
arene_2625,-851.364
arene_2626,-467.8368
arene_2627,-1264.3477
arene_2628,-1172.1399
arene_2629,-377.1716
arene_2630,-586.3719
arene_2630,-586.3719
arene_2631,
arene_2632,-565.6056
arene_2633,-578.7419
arene_2634,-1017.6205
arene_2635,-1001.6797
arene_2636,-619.6111
arene_2637,-926.5544
arene_2638,-490.3367
arene_2639,
arene_2640,-524.6284
arene_2640,-524.6284
arene_2641,-639.4884
arene_2642,-1021.5536
arene_2643,-470.5578
arene_2644,-508.6203
arene_2645,-619.5619
arene_2646,-851.3658
arene_2647,-1021.5322
arene_2648,-937.5316
arene_2649,-492.6258
arene_2650,-849.1736
arene_2651,-411.4776
arene_2652,-958.5185
arene_2653,-538.9055
arene_2653,-538.9055
arene_2654,
arene_2655,
arene_2656,-454.5592
arene_2657,-561.7066
arene_2658,-901.7716
arene_2659,-449.481
arene_2660,-862.3824
arene_2661,-829.335
arene_2662,-1156.1028
arene_2663,
arene_2664,-829.2895
arene_2665,
arene_2666,-775.2722
arene_2667,-581.5003
arene_2668,
arene_2669,-565.5583
arene_2670,
arene_2671,
arene_2672,-490.35
arene_2673,-920.4026
arene_2674,-395.393
arene_2675,-411.4429
arene_2676,-506.4607
arene_2677,-1480.1594
arene_2677,-1480.1594
arene_2678,-488.1728
arene_2679,-1112.6768
arene_2680,-942.555
arene_2681,-714.5072
arene_2682,
arene_2683,-817.1376
arene_2684,-476.6043
arene_2684,-476.6043
arene_2685,-607.3753
arene_2685,-607.3753
arene_2686,
arene_2687,
arene_2688,-794.535
arene_2689,-431.2613
arene_2690,-694.6587
arene_2691,-829.3611
arene_2692,-486.539
arene_2693,-926.5761
arene_2694,
arene_2695,-528.4671
arene_2696,-716.1064
arene_2697,-795.0507
arene_2698,-829.3199
arene_2699,-503.6226
arene_2700,-470.5809
arene_2701,-1264.3135
arene_2702,-603.6082
arene_2703,-448.4958
arene_2704,-476.6277
arene_2704,-476.6277
arene_2704,-476.6277
arene_2704,-476.6277
arene_2705,-908.3397
arene_2706,-833.1326
arene_2707,-581.6013
arene_2708,-661.5183
arene_2709,-545.7879
arene_2710,-833.1408
arene_2711,-814.4697
arene_2711,-814.4697
arene_2712,-926.5082
arene_2713,
arene_2714,-1021.575
arene_2715,
arene_2716,-797.333
arene_2716,-797.333
arene_2717,-958.501
arene_2718,-483.7765
arene_2719,-904.4917
arene_2720,-583.7523
arene_2721,
arene_2722,-599.7902
arene_2723,-678.8033
arene_2724,-373.381
arene_2725,-1042.8836
arene_2726,-476.6302
arene_2726,-476.6302
arene_2726,-476.6302
arene_2726,-476.6302
arene_2727,-908.287
arene_2728,
arene_2729,-519.5924
arene_2730,-467.7915
arene_2730,-467.7915
arene_2731,-506.3987
arene_2732,-417.4792
arene_2733,-813.3171
arene_2734,-411.4366
arene_2735,-1137.3931
arene_2736,-1169.3583
arene_2737,-1260.4736
arene_2738,-567.7962
arene_2739,-958.4919
arene_2740,-619.5829
arene_2741,-599.7329
arene_2742,-814.9484
arene_2743,-942.511
arene_2744,-656.6235
arene_2745,-599.844
arene_2746,-926.565
arene_2747,-888.4681
arene_2748,-1017.7093
arene_2749,-810.6079
arene_2750,-698.6182
arene_2751,-583.7293
arene_2752,
arene_2752,
arene_2753,-510.2002
arene_2754,
arene_2755,-524.6506
arene_2756,-502.5042
arene_2757,-946.3718
arene_2758,-930.3624
arene_2758,-930.3624
arene_2759,-585.4419
arene_2760,-603.5524
arene_2761,-1117.4453
arene_2762,
arene_2763,-470.5907
arene_2764,-470.5658
arene_2765,-1169.331
arene_2766,
arene_2767,-1021.5516
arene_2768,
arene_2769,
arene_2770,-942.4845
arene_2771,-829.3258
arene_2772,
arene_2773,-690.8186
arene_2774,-888.4228
arene_2774,-888.4228
arene_2775,-487.6675
arene_2776,-1285.25
arene_2777,-910.5344
arene_2777,-910.5344
arene_2778,-583.7611
arene_2779,
arene_2780,-1021.561
arene_2781,
arene_2782,-433.5046
arene_2782,-433.5046
arene_2783,-1172.0898
arene_2784,-1017.6318
arene_2785,-486.5679
arene_2786,-1092.8318
arene_2787,-674.8849
arene_2788,-722.1608
arene_2789,-377.1847
arene_2790,-937.4984
arene_2791,-452.2258
arene_2791,-452.2258
arene_2792,-599.7839
arene_2793,-658.9756
arene_2794,-813.358
arene_2795,-1244.4841
arene_2796,-946.3893
arene_2797,-526.3162
arene_2798,-904.4794
arene_2799,-619.6007
arene_2800,
arene_2801,
arene_2802,-623.422
arene_2803,-567.7733
arene_2804,-694.7704
arene_2805,
arene_2806,-587.6185
arene_2807,-587.6281
arene_2808,-639.4943
arene_2809,-946.3775
arene_2810,-976.9006
arene_2811,-928.1733
arene_2812,-586.3469
arene_2813,-867.3573
arene_2814,-829.3724
arene_2815,-904.4224
arene_2816,-979.5609
arene_2817,-623.4111
arene_2818,-1344.4816
arene_2819,-1021.5519
arene_2820,-1549.184
arene_2821,-510.2154
arene_2822,-522.4038
arene_2823,-656.618
arene_2824,-888.4191
arene_2825,
arene_2826,-539.4568
arene_2827,-833.1844
arene_2828,-508.6185
arene_2829,
arene_2830,-583.7718
arene_2831,-678.787
arene_2832,-540.5918
arene_2833,-921.5889
arene_2834,-619.665
arene_2835,-656.6636
arene_2836,
arene_2837,
arene_2838,-830.4748
arene_2839,
arene_2840,-594.7486
arene_2841,-631.658
arene_2842,-926.522
arene_2843,-519.5609
arene_2844,-901.7881
arene_2845,-377.1519
arene_2846,-904.4389
arene_2847,-603.6031
arene_2848,-603.6318
arene_2848,-603.6318
arene_2849,-618.3808
arene_2850,-962.3848
arene_2851,-486.6157
arene_2852,-490.3609
arene_2853,-776.9142
arene_2854,-979.5672
arene_2855,-833.2111
arene_2855,-833.2111
arene_2856,-361.157
arene_2857,-599.8351
arene_2858,-1231.2286
arene_2859,-468.218
arene_2860,-583.7385
arene_2861,-1112.588
arene_2862,-603.578
arene_2862,-603.578
arene_2863,-942.4906
arene_2864,-599.8057
arene_2865,-757.0795
arene_2866,-885.7275
arene_2866,-885.7275
arene_2867,
arene_2868,
arene_2869,-1173.2284
arene_2870,-1319.6814
arene_2871,-583.814
arene_2872,-603.6616
arene_2873,-603.6572
arene_2874,-926.4649
arene_2875,-930.4016
arene_2875,-930.4016
arene_2875,-930.4016
arene_2876,-749.9961
arene_2877,-585.3833
arene_2878,-962.3912
arene_2879,-619.6686
arene_2880,-698.6428
arene_2881,-506.4194
arene_2882,-694.8418
arene_2883,-490.4116
arene_2884,-904.4742
arene_2885,
arene_2886,-921.5857
arene_2887,-830.4581
arene_2888,-999.4476
arene_2889,-738.2104
arene_2889,-738.2104
arene_2890,-1319.6659
arene_2891,-583.8277
arene_2892,-619.6328
arene_2893,-942.5241
arene_2894,-813.3463
arene_2894,-813.3463
arene_2895,-1251.0939
arene_2896,-690.8559
arene_2897,-813.3155
arene_2898,-599.7925
arene_2899,-1228.5089
arene_2899,-1228.5089
arene_2900,-599.7658
arene_2901,-851.3927
arene_2902,-942.56
arene_2903,-508.619
arene_2904,-491.4958
arene_2904,-491.4958
arene_2905,-506.3888
arene_2906,-888.4656
arene_2907,-813.3389
arene_2908,-377.1741
arene_2909,-958.5346
arene_2910,-921.5731
arene_2911,-904.4861
arene_2912,-607.4416
arene_2912,-607.4416
arene_2913,-775.281
arene_2914,-941.3751
arene_2915,-619.6714
arene_2916,-599.8561
arene_2917,
arene_2918,-845.3088
arene_2919,-486.6285
arene_2920,-502.5214
arene_2921,-716.1205
arene_2922,-1017.5871
arene_2923,-581.5468
arene_2924,-826.5886
arene_2925,-524.6322
arene_2926,-674.8187
arene_2927,
arene_2928,
arene_2929,-565.6013
arene_2930,-851.3569
arene_2930,-851.3569
arene_2930,-851.3569
arene_2931,-561.7109
arene_2932,-738.1791
arene_2933,-678.6684
arene_2934,-481.4989
arene_2935,-594.7401
arene_2936,-544.4235
arene_2936,-544.4235
arene_2937,-846.4421
arene_2938,
arene_2939,-1360.4786
arene_2940,-658.9362
arene_2941,-524.6364
arene_2942,-926.515
arene_2943,-833.176
arene_2944,-544.4467
arene_2945,-673.8123
arene_2946,-585.408
arene_2947,-926.525
arene_2948,-849.1373
arene_2949,-1435.5554
arene_2950,-512.4544
arene_2950,-512.4544
arene_2950,-512.4544
arene_2951,
arene_2952,-962.3287
arene_2953,-526.1623
arene_2954,-851.3884
arene_2954,-851.3884
arene_2955,-908.3406
arene_2956,-813.295
arene_2957,-1112.5707
arene_2958,-833.1361
arene_2959,-639.4285
arene_2960,-639.3842
arene_2961,-586.3335
arene_2962,-511.3759
arene_2962,-511.3759
arene_2963,
arene_2964,-888.4152
arene_2965,-789.7088
arene_2966,-715.5387
arene_2967,-946.4012
arene_2968,-1173.1939
arene_2968,-1173.1939
arene_2969,-926.511
arene_2970,-962.3412
arene_2971,-1248.3155
arene_2971,-1248.3155
arene_2972,-619.5214
arene_2973,
arene_2973,
arene_2974,
arene_2975,-926.5627
arene_2976,-474.4164
arene_2976,-474.4164
arene_2977,-470.5612
arene_2978,-1264.386
arene_2979,
arene_2980,-470.5683
arene_2980,-470.5683
arene_2981,-470.5905
arene_2982,-543.2762
arene_2983,-846.4265
arene_2984,-619.6127
arene_2985,-409.1791
arene_2986,-714.5811
arene_2987,-524.6019
arene_2987,-524.6019
arene_2988,-393.2028
arene_2989,-506.4262
arene_2990,-542.9293
arene_2990,-542.9293
arene_2991,
arene_2992,-867.3647
arene_2993,-941.3564
arene_2994,-678.8071
arene_2995,-468.3455
arene_2996,-585.3782
arene_2997,
arene_2998,-829.2647
arene_2999,-603.5721
arene_3000,-829.3286
arene_3001,-833.1769
arene_3002,-492.643
arene_3002,-492.643
arene_3002,-492.643
arene_3003,-846.3966
arene_3004,-813.3354
arene_3005,-1319.6919
arene_3006,-1344.446
arene_3007,-921.5746
arene_3008,-833.1181
arene_3009,
arene_3009,
arene_3010,-526.2112
arene_3011,-486.6438
arene_3012,-694.6733
arene_3013,-545.7584
arene_3014,-698.6697
arene_3015,-1021.4563
arene_3016,-928.185
arene_3017,-614.5208
arene_3018,-1021.5047
arene_3019,-524.5974
arene_3020,-526.2288
arene_3021,-1021.5367
arene_3022,-867.387
arene_3023,-490.4169
arene_3024,-694.729
arene_3025,-750.0775
arene_3026,
arene_3027,-678.8437
arene_3028,-790.723
arene_3029,-1092.8501
arene_3030,-560.4038
arene_3031,-946.3685
arene_3032,-658.8569
arene_3032,-658.8569
arene_3033,-797.2815
arene_3033,-797.2815
arene_3034,-540.6191
arene_3035,-870.1183
arene_3036,-924.3508
arene_3037,-930.3641
arene_3038,-474.4434
arene_3038,-474.4434
arene_3038,-474.4434
arene_3039,-788.5089
arene_3040,-694.7468
arene_3041,-635.6183
